"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/30/2023","57","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","9","43","35","57","36"
"01/31/2023","63","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","10","39","24","63","31"
"02/01/2023","62","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","9","43","41","62","39"
"02/02/2023","64","PM2.5","WEST PHOENIX","04-013-0019","AQS","11","44","53","64","43"
"02/03/2023","74","PM10","WEST 43RD AVENUE","04-013-4009","AQS","18","44","74","70","49"
"02/04/2023","75","PM2.5","WEST PHOENIX","04-013-0019","AQS","20","47","56","75","45"
"02/05/2023","76","PM2.5","WEST PHOENIX","04-013-0019","AQS","17","48","37","76","40"
"02/06/2023","56","PM10","WEST 43RD AVENUE","04-013-4009","AQS","11","44","56","52","37"
"02/07/2023","55","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","7","44","50","55","37"
"02/08/2023","63","PM2.5","WEST PHOENIX","04-013-0019","AQS","11","44","60","63","42"
"02/09/2023","63","PM10","WEST 43RD AVENUE","04-013-4009","AQS","16","48","63","54","40"
"02/10/2023","56","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","45","56","33","45"
"02/11/2023","70","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","8","45","47","70","39"
"02/12/2023","53","PM2.5","NORTH PHOENIX","04-013-1004","AQS","10","46","53","53","35"
"02/13/2023","44","PM10","WEST 43RD AVENUE","04-013-4009","AQS","7","44","44","33","36"
"02/14/2023","79","PM10","STANFIELD","04-021-3008","AQS","7","41","79","37","29"
"02/15/2023","42","PM2.5","APACHE JUNCTION FIRE STATION","04-021-3002","AQS","8","41","26","42","34"
"02/16/2023","49","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","9","42","45","49","39"
"02/17/2023","69","PM10","STANFIELD","04-021-3008","AQS","7","45","69","31","41"
"02/18/2023","53","PM2.5","WEST PHOENIX","04-013-0019","AQS","8","48","43","53","42"
"02/19/2023","63","PM2.5","WEST PHOENIX","04-013-0019","AQS","14","44","31","63","35"
"02/20/2023","53","PM2.5","WEST PHOENIX","04-013-0019","AQS","11","42","52","53","34"
"02/21/2023","44","PM10","WEST 43RD AVENUE","04-013-4009","AQS","7","41","44","39","31"
"02/22/2023","95","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","46","95","60","18"
"02/23/2023","44","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","44","31","41","29"
"02/24/2023","45","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","45","31","39","38"
"02/25/2023","46","Ozone","PINNACLE PEAK","04-013-2005","AQS","13","46","31","37","32"
"02/26/2023","47","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","47","12","35","36"
"02/27/2023","48","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","8","48","24","40","41"
"02/28/2023","44","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","8","44","37","37","38"
"03/01/2023","59","PM10","HIGLEY","04-013-4006","AQS","3","44","59","24","34"
"03/02/2023","45","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","45","17","38","37"
"03/03/2023","62","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","8","46","35","62","39"
"03/04/2023","63","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","7","50","28","63","41"
"03/05/2023","54","PM2.5","WEST PHOENIX","04-013-0019","AQS","8","44","22","54","34"
"03/06/2023","52","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","9","44","51","52","36"
"03/07/2023","62","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","9","46","55","62","42"
"03/08/2023","58","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","10","54","52","58","42"
"03/09/2023","66","PM10","WEST 43RD AVENUE","04-013-4009","AQS","13","54","66","61","51"
"03/10/2023","57","PM10","WEST 43RD AVENUE","04-013-4009","AQS","13","51","57","52","41"
"03/11/2023","53","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","31","53","38","25"
"03/12/2023","46","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","46","29","38","36"
"03/13/2023","53","PM10","WEST 43RD AVENUE","04-013-4009","AQS","9","45","53","38","32"
"03/14/2023","47","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","47","45","36","32"
"03/15/2023","42","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","42","27","39","27"
"03/16/2023","44","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","44","16","39","32"
"03/17/2023","50","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","8","50","31","49","39"
"03/18/2023","51","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","8","50","27","51","36"
"03/19/2023","46","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","46","26","31","36"
"03/20/2023","47","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","7","46","45","47","35"
"03/21/2023","53","PM10","STANFIELD","04-021-3008","AQS","5","28","53","22","23"
"03/22/2023","54","Ozone","High School Air Monitoring Station","04-013-7024","AQS","6","54","19","20","40"
"03/23/2023","58","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","58","30","36","36"
"03/24/2023","49","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","49","33","34","33"
"03/25/2023","58","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","58","37","52","35"
"03/26/2023","54","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","54","23","49","30"
"03/27/2023","54","Ozone","MESA","04-013-1003","AQS","6","54","41","37","42"
"03/28/2023","61","Ozone","PINNACLE PEAK","04-013-2005","AQS","9","61","55","56","47"
"03/29/2023","61","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","61","53","43","41"
"03/30/2023","70","PM10","WEST 43RD AVENUE","04-013-4009","AQS","3","50","70","17","17"
"03/31/2023","67","Ozone","GLENDALE","04-013-2001","AQS","7","67","36","33","49"
"04/01/2023","84","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","13","84","50","58","40"
"04/02/2023","80","Ozone","PINNACLE PEAK","04-013-2005","AQS","9","80","37","40","44"
"04/03/2023","123","PM10","WEST 43RD AVENUE","04-013-4009","AQS","11","58","123","59","40"
"04/04/2023","86","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","48","86","61","33"
"04/05/2023","54","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","54","49","34","36"
"04/06/2023","74","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","9","74","56","44","39"
"04/07/2023","93","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","10","93","58","53","44"
"04/08/2023","87","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","14","87","86","55","51"
"04/09/2023","93","Ozone","MESA","04-013-1003","AQS","19","93","77","56","50"
"04/10/2023","93","Ozone","DYSART","04-013-4010","AQS","19","93","91","55","52"
"04/11/2023","101","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","11","101","79","58","41"
"04/12/2023","82","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","80","82","55","45"
"04/13/2023","59","PM10","WEST 43RD AVENUE","04-013-4009","AQS","7","51","59","34","37"
"04/14/2023","77","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","77","50","45","36"
"04/15/2023","97","Ozone","DYSART","04-013-4010","AQS","10","97","59","56","46"
"04/16/2023","108","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","15","108","66","59","48"
"04/17/2023","93","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","17","93","68","60","42"
"04/18/2023","87","Ozone","PINNACLE PEAK","04-013-2005","AQS","3","87","66","62","36"
"04/19/2023","93","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","3","93","82","74","41"
"04/20/2023","108","Ozone","WEST PHOENIX","04-013-0019","AQS","5","108","63","57","36"
"04/21/2023","77","Ozone","WEST PHOENIX","04-013-0019","AQS","6","77","58","50","40"
"04/22/2023","64","Ozone","MESA","04-013-1003","AQS","7","64","59","35","34"
"04/23/2023","61","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","5","61","48","44","32"
"04/24/2023","71","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","71","65","55","32"
"04/25/2023","67","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","67","64","53","30"
"04/26/2023","97","Ozone","WEST PHOENIX","04-013-0019","AQS","5","97","57","41","40"
"04/27/2023","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","90","93","58","38"
"04/28/2023","84","Ozone","GLENDALE","04-013-2001","AQS","6","84","76","58","55"
"04/29/2023","80","Ozone","GLENDALE","04-013-2001","AQS","8","80","66","52","45"
"04/30/2023","90","Ozone","GLENDALE","04-013-2001","AQS","14","90","81","59","40"
"05/01/2023","119","PM10","STANFIELD","04-021-3008","AQS","5","51","119","56","34"
"05/02/2023","53","PM10","WEST 43RD AVENUE","04-013-4009","AQS","6","48","53","37","42"
"05/03/2023","57","PM10","WEST 43RD AVENUE","04-013-4009","AQS","6","48","57","52","32"
"05/04/2023","53","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","50","53","43","37"
"05/05/2023","71","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","71","51","53","36"
"05/06/2023","67","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","67","49","36","34"
"05/07/2023","97","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","6","97","49","36","31"
"05/08/2023","101","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","7","101","77","55","41"
"05/09/2023","101","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","101","94","58","41"
"05/10/2023","84","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","84","80","55","40"
"05/11/2023","122","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","9","122","97","63","44"
"05/12/2023","119","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","119","66","59","38"
"05/13/2023","100","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","100","87","68","44"
"05/14/2023","128","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","112","128","88","32"
"05/15/2023","136","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","112","136","88","42"
"05/16/2023","126","Ozone","GLENDALE","04-013-2001","AQS","6","126","91","61","39"
"05/17/2023","161","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","161","59","39","38"
"05/18/2023","93","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","93","58","39","35"
"05/19/2023","74","Ozone","FALCON FIELD","04-013-1010","AQS","6","74","33","31","30"
"05/20/2023","126","Ozone","JLG SUPERSITE","04-013-9997","AQS","6","126","36","37","35"
"05/21/2023","119","Ozone","GLENDALE","04-013-2001","AQS","7","119","51","55","35"
"05/22/2023","101","Ozone","CAVE CREEK","04-013-4008","AQS","5","101","69","63","35"
"05/23/2023","73","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","71","73","59","36"
"05/24/2023","84","Ozone","CAVE CREEK","04-013-4008","AQS","5","84","66","53","32"
"05/25/2023","90","Ozone","CAVE CREEK","04-013-4008","AQS","5","90","71","42","36"
"05/26/2023","68","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","64","68","37","38"
"05/27/2023","77","Ozone","GLENDALE","04-013-2001","AQS","6","77","73","52","34"
"05/28/2023","77","Ozone","GLENDALE","04-013-2001","AQS","8","77","73","54","34"
"05/29/2023","65","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","48","65","38","28"
"05/30/2023","78","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","47","78","49","41"
"05/31/2023","82","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","46","82","51","36"
"06/01/2023","112","Ozone","GLENDALE","04-013-2001","AQS","5","112","65","52","39"
"06/02/2023","97","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","97","58","40","33"
"06/03/2023","97","Ozone","FALCON FIELD","04-013-1010","AQS","7","97","77","53","24"
"06/04/2023","101","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","101","64","51","26"
"06/05/2023","90","Ozone","CAVE CREEK","04-013-4008","AQS","7","90","88","66","34"
"06/06/2023","64","Ozone","CAVE CREEK","04-013-4008","AQS","5","64","62","47","39"
"06/07/2023","90","Ozone","CAVE CREEK","04-013-4008","AQS","7","90","74","55","43"
"06/08/2023","112","Ozone","CAVE CREEK","04-013-4008","AQS","3","112","76","62","46"
"06/09/2023","122","Ozone","CAVE CREEK","04-013-4008","AQS","5","122","101","65","47"
"06/10/2023","142","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","101","142","78","39"
"06/11/2023","65","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","61","65","54","30"
"06/12/2023","90","Ozone","CAVE CREEK","04-013-4008","AQS","3","90","51","55","34"
"06/13/2023","122","Ozone","FALCON FIELD","04-013-1010","AQS","5","122","71","55","36"
"06/14/2023","119","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","119","65","49","38"
"06/15/2023","108","Ozone","CAVE CREEK","04-013-4008","AQS","5","108","80","60","38"
"06/16/2023","84","Ozone","CAVE CREEK","04-013-4008","AQS","6","84","83","58","44"
"06/17/2023","115","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","8","115","106","73","44"
"06/18/2023","84","Ozone","CAVE CREEK","04-013-4008","AQS","8","84","71","58","40"
"06/19/2023","97","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","97","82","67","48"
"06/20/2023","76","PM10","STANFIELD","04-021-3008","AQS","5","67","76","28","36"
"06/21/2023","136","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","61","136","62","26"
"06/22/2023","143","Ozone","JLG SUPERSITE","04-013-9997","AQS","6","143","114","69","44"
"06/23/2023","133","Ozone","FALCON FIELD","04-013-1010","AQS","5","133","84","59","42"
"06/24/2023","156","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","133","156","85","42"
"06/25/2023","143","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","9","143","116","69","42"
"06/26/2023","133","Ozone","FALCON FIELD","04-013-1010","AQS","7","133","85","61","41"
"06/27/2023","123","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","119","123","77","39"
"06/28/2023","80","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","80","73","53","40"
"06/29/2023","135","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","119","135","85","42"
"06/30/2023","129","Ozone","FALCON FIELD","04-013-1010","AQS","7","129","103","80","40"
"07/01/2023","119","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","119","102","77","42"
"07/02/2023","112","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","112","80","64","30"
"07/03/2023","108","Ozone","FALCON FIELD","04-013-1010","AQS","6","108","73","48","32"
"07/04/2023","84","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","84","58","69","19"
"07/05/2023","79","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","71","79","64","36"
"07/06/2023","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","84","87","63","42"
"07/07/2023","143","Ozone","JLG SUPERSITE","04-013-9997","AQS","6","143","96","75","47"
"07/08/2023","101","Ozone","JLG SUPERSITE","04-013-9997","AQS","5","101","58","54","37"
"07/09/2023","97","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","97","92","78","28"
"07/10/2023","84","Ozone","MESA","04-013-1003","AQS","6","84","75","69","35"
"07/11/2023","84","Ozone","MESA","04-013-1003","AQS","5","84","49","55","25"
"07/12/2023","61","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","61","56","52","27"
"07/13/2023","64","Ozone","FALCON FIELD","04-013-1010","AQS","6","64","63","61","25"
"07/14/2023","75","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","71","75","63","27"
"07/15/2023","89","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","77","89","66","18"
"07/16/2023","67","Ozone","FALCON FIELD","04-013-1010","AQS","5","67","59","34","15"
"07/17/2023","158","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","97","158","60","31"
"07/18/2023","108","Ozone","JLG SUPERSITE","04-013-9997","AQS","6","108","66","48","32"
"07/19/2023","105","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","105","59","53","35"
"07/20/2023","90","Ozone","FALCON FIELD","04-013-1010","AQS","6","90","69","49","34"
"07/21/2023","131","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","112","131","69","33"
"07/22/2023","185","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","3","108","185","63","30"
"07/23/2023","112","Ozone","GLENDALE","04-013-2001","AQS","3","112","64","58","22"
"07/24/2023","150","Ozone","JLG SUPERSITE","04-013-9997","AQS","5","150","67","53","37"
"07/25/2023","129","Ozone","MESA","04-013-1003","AQS","5","129","61","48","39"
"07/26/2023","709","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","108","709","145","42"
"07/27/2023","161","Ozone","FALCON FIELD","04-013-1010","AQS","5","161","78","56","41"
"07/28/2023","115","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","115","70","64","37"
"07/29/2023","126","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","126","50","53","35"
"07/30/2023","90","Ozone","TEMPE","04-013-4005","AQS","5","90","64","43","19"
"07/31/2023","159","Ozone","JLG SUPERSITE","04-013-9997","AQS","3","159","54","53","34"
"08/01/2023","129","Ozone","NORTH PHOENIX","04-013-1004","AQS","5","129","44","44","38"
"08/02/2023","67","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","67","50","39","27"
"08/03/2023","80","Ozone","FALCON FIELD","04-013-1010","AQS","5","80","55","52","29"
"08/04/2023","100","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","100","80","63","43"
"08/05/2023","58","Ozone","FALCON FIELD","04-013-1010","AQS","5","58","54","43","31"
"08/06/2023","52","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","6","49","46","52","33"
"08/07/2023","58","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","51","53","58","20"
"08/08/2023","66","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","45","66","52","25"
"08/09/2023","53","PM10","BUCKEYE","04-013-4011","AQS","3","51","53","42","27"
"08/10/2023","43","Ozone","PINNACLE PEAK","04-013-2005","AQS","3","43","41","32","23"
"08/11/2023","58","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","44","58","50","24"
"08/12/2023","55","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","3","49","55","41","22"
"08/13/2023","77","PM10","High School Air Monitoring Station","04-013-7024","AQS","3","47","77","51","24"
"08/14/2023","67","Ozone","PINAL AIR PARK","04-021-3007","AQS","6","67","58","45","32"
"08/15/2023","108","Ozone","GLENDALE","04-013-2001","AQS","6","108","55","39","42"
"08/16/2023","101","Ozone","GLENDALE","04-013-2001","AQS","5","101","51","37","34"
"08/17/2023","147","Ozone","MESA","04-013-1003","AQS","6","147","64","52","36"
"08/18/2023","129","Ozone","TEMPE","04-013-4005","AQS","5","129","61","42","40"
"08/19/2023","59","PM10","WEST 43RD AVENUE","04-013-4009","AQS","3","54","59","36","24"
"08/20/2023","106","PM10","STANFIELD","04-021-3008","AQS","3","47","106","39","18"
"08/21/2023","45","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","43","45","44","24"
"08/22/2023","108","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","108","37","57","28"
"08/23/2023","80","Ozone","GLENDALE","04-013-2001","AQS","9","80","77","58","38"
"08/24/2023","140","Ozone","JLG SUPERSITE","04-013-9997","AQS","5","140","69","59","39"
"08/25/2023","126","Ozone","GLENDALE","04-013-2001","AQS","7","126","53","54","35"
"08/26/2023","105","Ozone","JLG SUPERSITE","04-013-9997","AQS","6","105","79","58","26"
"08/27/2023","87","Ozone","BUCKEYE","04-013-4011","AQS","5","87","67","60","24"
"08/28/2023","126","Ozone","JLG SUPERSITE","04-013-9997","AQS","7","126","81","68","35"
"08/29/2023","101","Ozone","GLENDALE","04-013-2001","AQS","6","101","72","56","42"
"08/30/2023","101","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","101","96","68","35"
"08/31/2023","251","PM10","MARICOPA 1405","04-021-3016","AQS","5","84","251","79","31"
"09/01/2023","48","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","48","25","32","27"
"09/02/2023","58","Ozone","DYSART","04-013-4010","AQS","7","58","16","38","25"
"09/03/2023","51","Ozone","FALCON FIELD","04-013-1010","AQS","5","51","21","32","21"
"09/04/2023","51","PM10","BUCKEYE","04-013-4011","AQS","6","40","51","33","25"
"09/05/2023","54","Ozone","GLENDALE","04-013-2001","AQS","6","54","53","28","32"
"09/06/2023","74","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","74","49","43","33"
"09/07/2023","90","Ozone","FALCON FIELD","04-013-1010","AQS","8","90","69","52","32"
"09/08/2023","74","Ozone","FALCON FIELD","04-013-1010","AQS","6","74","72","39","31"
"09/09/2023","100","Ozone","JLG SUPERSITE","04-013-9997","AQS","6","100","53","52","28"
"09/10/2023","80","Ozone","GLENDALE","04-013-2001","AQS","6","80","55","55","26"
"09/11/2023","74","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","50","74","59","27"
"09/12/2023","63","PM10","BUCKEYE","04-013-4011","AQS","6","45","63","42","30"
"09/13/2023","45","Ozone","DYSART","04-013-4010","AQS","6","45","27","29","20"
"09/14/2023","67","Ozone","NORTH PHOENIX","04-013-1004","AQS","8","67","44","42","42"
"09/15/2023","71","Ozone","GLENDALE","04-013-2001","AQS","9","71","54","44","45"
"09/16/2023","76","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","54","76","59","35"
"09/17/2023","50","Ozone","GLENDALE","04-013-2001","AQS","6","50","41","28","32"
"09/18/2023","75","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","51","75","53","29"
"09/19/2023","74","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","64","74","53","38"
"09/20/2023","91","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","48","91","60","33"
"09/21/2023","95","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","48","95","58","33"
"09/22/2023","97","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","67","97","70","34"
"09/23/2023","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","51","86","61","40"
"09/24/2023","60","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","58","60","52","38"
"09/25/2023","95","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","61","95","69","35"
"09/26/2023","67","PM10","BUCKEYE","04-013-4011","AQS","9","61","67","54","45"
"09/27/2023","90","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","80","90","63","38"
"09/28/2023","110","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","49","110","73","34"
"09/29/2023","89","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","58","89","55","46"
"09/30/2023","164","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","42","164","82","33"
"10/01/2023","103","PM10","WEST 43RD AVENUE","04-013-4009","AQS","2","38","103","73","16"
"10/02/2023","70","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","47","70","63","29"
"10/03/2023","55","PM10","BUCKEYE","04-013-4011","AQS","5","54","55","49","34"
"10/04/2023","94","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","77","94","71","49"
"10/05/2023","108","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","67","108","71","55"
"10/06/2023","77","PM10","DURANGO COMPLEX","04-013-9812","AQS","16","74","77","73","53"
"10/07/2023","111","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","58","111","71","36"
"10/08/2023","74","Ozone","BUCKEYE","04-013-4011","AQS","5","74","62","56","25"
"10/09/2023","69","PM10","STANFIELD","04-021-3008","AQS","8","64","69","52","42"
"10/10/2023","104","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","51","104","69","34"
"10/11/2023","89","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","50","89","58","30"
"10/12/2023","67","PM10","BUCKEYE","04-013-4011","AQS","7","61","67","52","38"
