"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/13/2023","110","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","58","110","69","42"
"10/14/2023","67","PM10","STANFIELD","04-021-3008","AQS","11","61","67","57","43"
"10/15/2023","74","Ozone","GLENDALE","04-013-2001","AQS","15","74","71","58","42"
"10/16/2023","82","PM10","WEST 43RD AVENUE","04-013-4009","AQS","15","77","82","60","50"
"10/17/2023","96","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","80","96","73","41"
"10/18/2023","76","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","67","76","74","43"
"10/19/2023","130","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","61","130","87","56"
"10/20/2023","96","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","71","96","80","53"
"10/21/2023","111","PM10","HIDDEN VALLEY","04-021-3015","AQS","17","87","111","78","44"
"10/22/2023","74","PM2.5","GLENDALE","04-013-2001","AQS","14","67","58","74","46"
"10/23/2023","76","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","51","76","62","39"
"10/24/2023","99","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","44","99","63","32"
"10/25/2023","103","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","50","103","71","41"
"10/26/2023","63","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","49","63","54","37"
"10/27/2023","81","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","51","81","61","44"
"10/28/2023","65","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","49","65","54","37"
"10/29/2023","72","PM10","STANFIELD","04-021-3008","AQS","6","48","72","61","31"
"10/30/2023","103","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","45","103","70","39"
"10/31/2023","107","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","44","107","66","36"
"11/01/2023","73","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","47","73","56","43"
"11/02/2023","92","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","54","92","68","57"
"11/03/2023","97","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","71","97","67","53"
"11/04/2023","103","PM10","HIDDEN VALLEY","04-021-3015","AQS","18","71","103","70","62"
"11/05/2023","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","17","67","93","80","57"
"11/06/2023","111","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","48","111","74","47"
"11/07/2023","88","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","44","88","64","37"
"11/08/2023","74","PM10","STANFIELD","04-021-3008","AQS","5","50","74","53","36"
"11/09/2023","69","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","46","69","63","41"
"11/10/2023","68","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","45","68","65","48"
"11/11/2023","66","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","11","44","59","66","43"
"11/12/2023","61","PM10","STANFIELD","04-021-3008","AQS","10","47","61","58","44"
"11/13/2023","85","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","46","85","75","41"
"11/14/2023","79","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","45","79","65","43"
"11/15/2023","85","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","41","85","63","38"
"11/16/2023","63","PM2.5","GLENDALE","04-013-2001","AQS","6","40","49","63","49"
"11/17/2023","78","PM2.5","GLENDALE","04-013-2001","AQS","7","37","38","78","30"
"11/18/2023","71","PM2.5","GLENDALE","04-013-2001","AQS","8","34","19","71","25"
"11/19/2023","72","PM2.5","GLENDALE","04-013-2001","AQS","8","40","45","72","23"
"11/20/2023","50","PM2.5","GLENDALE","04-013-2001","AQS","6","36","36","50","35"
"11/21/2023","52","PM10","WEST 43RD AVENUE","04-013-4009","AQS","7","40","52","44","36"
"11/22/2023","60","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","10","39","57","60","57"
"11/23/2023","80","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","16","41","45","80","36"
"11/24/2023","67","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","13","44","36","67","27"
"11/25/2023","58","PM2.5","WEST PHOENIX","04-013-0019","AQS","7","43","24","58","38"
"11/26/2023","70","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","10","43","31","70","35"
"11/27/2023","67","PM10","WEST 43RD AVENUE","04-013-4009","AQS","11","38","67","64","38"
"11/28/2023","74","PM10","WEST 43RD AVENUE","04-013-4009","AQS","13","40","74","60","42"
"11/29/2023","58","PM10","WEST 43RD AVENUE","04-013-4009","AQS","10","44","58","56","34"
"11/30/2023","53","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","43","53","46","38"
"12/01/2023","54","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","7","42","16","54","32"
"12/02/2023","75","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","16","42","32","75","33"
"12/03/2023","92","PM2.5","WEST PHOENIX","04-013-0019","AQS","23","42","40","92","37"
"12/04/2023","80","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","16","39","64","80","48"
"12/05/2023","99","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","19","39","72","99","50"
"12/06/2023","68","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","23","41","62","68","53"
"12/07/2023","71","PM10","WEST 43RD AVENUE","04-013-4009","AQS","16","43","71","69","42"
"12/08/2023","72","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","22","44","66","72","40"
"12/09/2023","67","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","16","41","44","67","34"
"12/10/2023","77","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","16","40","35","77","38"
"12/11/2023","95","PM2.5","WEST PHOENIX","04-013-0019","AQS","25","39","73","95","49"
"12/12/2023","85","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","17","42","78","85","46"
"12/13/2023","96","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","16","40","81","96","38"
"12/14/2023","93","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","15","43","71","93","42"
"12/15/2023","93","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","17","40","82","93","49"
"12/16/2023","67","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","11","40","64","67","38"
"12/17/2023","90","PM2.5","WEST PHOENIX","04-013-0019","AQS","19","42","51","90","42"
"12/18/2023","89","PM10","WEST 43RD AVENUE","04-013-4009","AQS","17","38","89","70","38"
"12/19/2023","87","PM10","WEST 43RD AVENUE","04-013-4009","AQS","17","36","87","86","38"
"12/20/2023","52","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","11","33","35","52","29"
"12/21/2023","54","PM2.5","WEST PHOENIX","04-013-0019","AQS","10","34","46","54","36"
"12/22/2023","113","PM10","JLG SUPERSITE","04-013-9997","AQS","11","35","113","45","25"
"12/23/2023","52","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","8","37","20","52","28"
"12/24/2023","140","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","14","33","53","140","28"
"12/25/2023","179","PM2.5","WEST PHOENIX","04-013-0019","AQS","23","34","75","179","28"
"12/26/2023","95","PM2.5","WEST PHOENIX","04-013-0019","AQS","13","36","43","95","38"
"12/27/2023","79","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","13","39","50","79","42"
"12/28/2023","82","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","14","40","57","82","42"
"12/29/2023","80","PM2.5","WEST PHOENIX","04-013-0019","AQS","17","41","62","80","41"
"12/30/2023","64","PM2.5","WEST PHOENIX","04-013-0019","AQS","18","43","24","64","35"
"12/31/2023","166","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","18","44","71","166","40"
