"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/31/2018","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","24","49","87","66","56"
"02/01/2018","100","PM10","HIDDEN VALLEY","04-021-3015","AQS","19","58","100","90","73"
"02/02/2018","105","PM10","HIDDEN VALLEY","04-021-3015","AQS","24","58","105","79","63"
"02/03/2018","77","PM2.5","WEST PHOENIX","04-013-0019","AQS","30","58","75","77","51"
"02/04/2018","73","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","17","64","70","73","48"
"02/05/2018","85","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","18","49","85","85","49"
"02/06/2018","81","PM10","WEST 43RD AVENUE","04-013-4009","AQS","16","47","81","65","48"
"02/07/2018","76","PM10","DURANGO COMPLEX","04-013-9812","AQS","13","47","76","59","54"
"02/08/2018","84","PM10","DURANGO COMPLEX","04-013-9812","AQS","19","46","84","74","58"
"02/09/2018","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","46","84","64","54"
"02/10/2018","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","48","84","72","46"
"02/11/2018","67","PM10","BUCKEYE","04-013-4011","AQS","10","49","67","62","50"
"02/12/2018","80","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","11","41","80","56","46"
"02/13/2018","48","PM10","STANFIELD","04-021-3008","AQS","6","38","48","44","39"
"02/14/2018","60","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","14","34","55","60","47"
"02/15/2018","48","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","8","35","13","48","32"
"02/16/2018","66","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","14","39","44","66","37"
"02/17/2018","82","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","11","38","35","82","41"
"02/18/2018","73","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","20","41","29","73","35"
"02/19/2018","290","PM10","STANFIELD","04-021-3008","AQS","7","44","290","56","34"
"02/20/2018","67","PM2.5","CASA GRANDE DOWNTOWN","04-021-0001","AQS","7","46","51","67","46"
"02/21/2018","54","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","13","46","51","54","48"
"02/22/2018","49","NO2","Thirty-Third","04-013-4020","AQS","9","48","44","41","49"
"02/23/2018","65","PM10","STANFIELD","04-021-3008","AQS","10","47","65","48","46"
"02/24/2018","53","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","10","46","30","53","41"
"02/25/2018","76","PM2.5","WEST PHOENIX","04-013-0019","AQS","17","47","52","76","50"
"02/26/2018","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","17","51","86","67","57"
"02/27/2018","96","PM10","STANFIELD","04-021-3008","AQS","10","48","96","54","47"
"02/28/2018","45","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","45","11","32","41"
"03/01/2018","55","PM2.5","WEST PHOENIX","04-013-0019","AQS","11","48","32","55","53"
"03/02/2018","72","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","14","51","54","72","48"
"03/03/2018","58","PM2.5","WEST PHOENIX","04-013-0019","AQS","19","54","35","58","46"
"03/04/2018","51","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","51","20","24","36"
"03/05/2018","59","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","11","58","46","59","48"
"03/06/2018","55","PM10","DURANGO COMPLEX","04-013-9812","AQS","13","46","55","54","53"
"03/07/2018","60","PM10","WEST 43RD AVENUE","04-013-4009","AQS","14","49","60","59","54"
"03/08/2018","62","PM10","WEST 43RD AVENUE","04-013-4009","AQS","13","50","62","58","55"
"03/09/2018","71","PM10","HIDDEN VALLEY","04-021-3015","AQS","18","51","71","59","43"
"03/10/2018","68","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","44","68","64","42"
"03/11/2018","41","Ozone","MESA","04-013-1003","AQS","9","41","22","33","39"
"03/12/2018","52","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","13","49","46","52","50"
"03/13/2018","67","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","14","54","54","67","51"
"03/14/2018","63","PM10","WEST 43RD AVENUE","04-013-4009","AQS","13","51","63","60","48"
"03/15/2018","59","PM10","WEST 43RD AVENUE","04-013-4009","AQS","6","48","59","51","36"
"03/16/2018","66","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","49","66","52","47"
"03/17/2018","49","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","49","41","34","34"
"03/18/2018","48","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","48","28","23","42"
"03/19/2018","63","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","13","50","49","63","53"
"03/20/2018","75","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","67","75","73","60"
"03/21/2018","90","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","67","90","76","56"
"03/22/2018","71","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","50","71","63","48"
"03/23/2018","50","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","50","39","33","42"
"03/24/2018","80","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","9","47","80","55","44"
"03/25/2018","54","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","54","42","42","28"
"03/26/2018","59","PM2.5","CASA GRANDE DOWNTOWN","04-021-0001","AQS","6","58","53","59","45"
"03/27/2018","59","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","54","57","59","39"
"03/28/2018","57","PM10","High School Air Monitoring Station","04-013-7024","AQS","8","54","57","39","43"
"03/29/2018","77","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","48","77","68","41"
"03/30/2018","110","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","61","110","83","43"
"03/31/2018","103","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","64","103","86","50"
"04/01/2018","70","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","61","70","67","44"
"04/02/2018","67","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","67","55","53","42"
"04/03/2018","97","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","97","94","65","50"
"04/04/2018","78","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","13","77","73","78","48"
"04/05/2018","90","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","9","90","88","83","44"
"04/06/2018","84","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","84","60","56","49"
"04/07/2018","73","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","48","73","55","36"
"04/08/2018","54","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","54","51","54","39"
"04/09/2018","80","Ozone","WEST PHOENIX","04-013-0019","AQS","9","80","70","55","51"
"04/10/2018","97","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","14","97","92","77","54"
"04/11/2018","93","Ozone","PINNACLE PEAK","04-013-2005","AQS","14","93","75","70","45"
"04/12/2018","1051","PM10","STANFIELD","04-021-3008","AQS","6","71","1051","118","33"
"04/13/2018","87","PM10","STANFIELD","04-021-3008","AQS","3","54","87","54","35"
"04/14/2018","71","Ozone","SOUTH PHOENIX","04-013-4003","AQS","6","71","65","55","45"
"04/15/2018","97","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","77","97","68","54"
"04/16/2018","90","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","13","67","90","63","49"
"04/17/2018","101","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","101","97","70","62"
"04/18/2018","126","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","9","126","94","74","66"
"04/19/2018","750","PM10","STANFIELD","04-021-3008","AQS","9","93","750","88","60"
"04/20/2018","74","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","6","74","65","66","45"
"04/21/2018","97","Ozone","SOUTH PHOENIX","04-013-4003","AQS","7","97","69","57","48"
"04/22/2018","97","Ozone","PINNACLE PEAK","04-013-2005","AQS","11","97","64","53","54"
"04/23/2018","146","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","10","112","113","146","51"
"04/24/2018","126","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","8","126","73","90","45"
"04/25/2018","115","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","8","115","68","61","57"
"04/26/2018","108","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","8","108","66","69","50"
"04/27/2018","100","Ozone","PINNACLE PEAK","04-013-2005","AQS","10","100","65","58","49"
"04/28/2018","84","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","84","68","71","36"
"04/29/2018","80","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","80","71","62","32"
"04/30/2018","73","PM10","DYSART","04-013-4010","AQS","5","67","73","66","43"
"05/01/2018","82","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","5","50","82","50","39"
"05/02/2018","74","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","74","44","63","40"
"05/03/2018","87","Ozone","MESA","04-013-1003","AQS","6","87","54","67","43"
"05/04/2018","84","Ozone","St Johns Air Monitoring Site","04-013-7003","AQS","10","84","58","51","62"
"05/05/2018","100","Ozone","WEST PHOENIX","04-013-0019","AQS","10","100","66","59","54"
"05/06/2018","87","Ozone","DYSART","04-013-4010","AQS","11","87","71","63","49"
"05/07/2018","119","Ozone","MESA","04-013-1003","AQS","8","119","97","93","53"
"05/08/2018","105","Ozone","PINNACLE PEAK","04-013-2005","AQS","9","105","71","71","48"
"05/09/2018","119","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","7","119","115","87","49"
"05/10/2018","97","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","71","97","91","48"
"05/11/2018","245","PM10","STANFIELD","04-021-3008","AQS","7","64","245","134","44"
"05/12/2018","87","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","5","74","87","54","31"
"05/13/2018","71","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","71","50","59","27"
"05/14/2018","67","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","67","55","53","43"
"05/15/2018","87","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","87","61","61","49"
"05/16/2018","105","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","84","105","79","51"
"05/17/2018","80","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","80","62","63","35"
"05/18/2018","101","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","101","80","61","50"
"05/19/2018","108","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","108","66","58","40"
"05/20/2018","84","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","84","64","62","31"
"05/21/2018","87","PM10","SOUTH SCOTTSDALE","04-013-3003","AQS","6","80","87","57","42"
"05/22/2018","67","Ozone","CAVE CREEK","04-013-4008","AQS","6","67","57","55","42"
"05/23/2018","87","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","87","57","52","48"
"05/24/2018","71","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","71","53","40","49"
"05/25/2018","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","71","52","28","41"
"05/26/2018","72","PM10","STANFIELD","04-021-3008","AQS","6","71","72","61","42"
"05/27/2018","81","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","80","81","68","39"
"05/28/2018","93","Ozone","QUEEN VALLEY","04-021-8001","AQS","6","93","89","65","42"
"05/29/2018","119","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","119","61","59","44"
"05/30/2018","90","Ozone","CAVE CREEK","04-013-4008","AQS","6","90","73","56","45"
"05/31/2018","77","Ozone","CAVE CREEK","04-013-4008","AQS","7","77","68","47","53"
"06/01/2018","101","Ozone","FALCON FIELD","04-013-1010","AQS","7","101","84","79","47"
"06/02/2018","119","Ozone","NORTH PHOENIX","04-013-1004","AQS","9","119","106","71","44"
"06/03/2018","108","Ozone","MESA","04-013-1003","AQS","7","108","69","59","51"
"06/04/2018","133","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","119","133","89","46"
"06/05/2018","89","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","64","89","80","47"
"06/06/2018","97","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","97","82","72","52"
"06/07/2018","100","Ozone","NORTH PHOENIX","04-013-1004","AQS","7","100","83","82","46"
"06/08/2018","93","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","93","85","80","44"
"06/09/2018","104","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","74","104","94","42"
"06/10/2018","120","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","80","120","116","36"
"06/11/2018","111","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","87","111","93","48"
"06/12/2018","135","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","90","135","48","42"
"06/13/2018","125","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","77","125","90","43"
"06/14/2018","78","PM10","STANFIELD","04-021-3008","AQS","6","67","78","57","35"
"06/15/2018","67","PM10","STANFIELD","04-021-3008","AQS","3","42","67","58","32"
"06/16/2018","52","PM2.5","CASA GRANDE DOWNTOWN","04-021-0001","AQS","7","46","17","52","27"
"06/17/2018","50","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","50","23","47","25"
"06/18/2018","74","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","74","40","44","40"
"06/19/2018","97","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","7","97","68","69","42"
"06/20/2018","136","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","136","65","59","45"
"06/21/2018","112","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","7","112","63","52","36"
"06/22/2018","101","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","101","81","65","46"
"06/23/2018","93","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","6","93","73","74","32"
"06/24/2018","63","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","3","61","56","63","21"
"06/25/2018","108","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","108","86","85","40"
"06/26/2018","87","Ozone","FALCON FIELD","04-013-1010","AQS","8","87","66","65","42"
"06/27/2018","101","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","7","101","72","59","38"
"06/28/2018","108","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","7","108","81","67","40"
"06/29/2018","80","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","80","63","58","38"
"06/30/2018","74","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","74","58","56","37"
"07/01/2018","128","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","77","128","96","27"
"07/02/2018","90","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","8","90","79","67","46"
"07/03/2018","68","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","45","64","68","39"
"07/04/2018","77","PM2.5","GLENDALE","04-013-2001","AQS","3","48","72","77","33"
"07/05/2018","530","PM10","STANFIELD","04-021-3008","AQS","5","100","530","138","37"
"07/06/2018","154","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","67","154","143","39"
"07/07/2018","117","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","6","77","115","117","35"
"07/08/2018","567","PM10","STANFIELD","04-021-3008","AQS","5","108","567","157","22"
"07/09/2018","503","PM10","STANFIELD","04-021-3008","AQS","6","105","503","105","27"
"07/10/2018","105","Ozone","DYSART","04-013-4010","AQS","8","105","92","59","42"
"07/11/2018","101","Ozone","NORTH PHOENIX","04-013-1004","AQS","8","101","59","49","32"
"07/12/2018","105","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","105","46","51","35"
"07/13/2018","87","Ozone","MESA","04-013-1003","AQS","7","87","56","61","33"
"07/14/2018","126","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","6","58","126","55","29"
"07/15/2018","90","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","90","73","55","27"
"07/16/2018","126","Ozone","MESA","04-013-1003","AQS","6","126","69","67","39"
"07/17/2018","151","Ozone","WEST PHOENIX","04-013-0019","AQS","6","151","77","39","33"
"07/18/2018","97","Ozone","FALCON FIELD","04-013-1010","AQS","5","97","80","49","33"
"07/19/2018","108","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","108","51","37","21"
"07/20/2018","101","Ozone","FALCON FIELD","04-013-1010","AQS","3","101","61","51","24"
"07/21/2018","131","PM10","CENTRAL PHOENIX","04-013-3002","AQS","3","87","131","80","15"
"07/22/2018","93","Ozone","FALCON FIELD","04-013-1010","AQS","3","93","29","41","22"
"07/23/2018","126","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","126","63","55","33"
"07/24/2018","126","Ozone","PINNACLE PEAK","04-013-2005","AQS","9","126","70","60","40"
"07/25/2018","101","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","101","67","60","40"
"07/26/2018","119","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","119","81","56","43"
"07/27/2018","122","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","122","78","62","41"
"07/28/2018","122","Ozone","MESA","04-013-1003","AQS","5","122","90","62","30"
"07/29/2018","105","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","105","63","46","15"
"07/30/2018","347","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","93","347","120","31"
"07/31/2018","150","Ozone","DYSART","04-013-4010","AQS","8","150","59","61","49"
"08/01/2018","186","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","140","186","96","34"
"08/02/2018","388","PM10","APACHE JUNCTION FIRE STATION","04-021-3002","AQS","7","161","388","107","41"
"08/03/2018","122","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","122","73","63","43"
"08/04/2018","87","Ozone","FALCON FIELD","04-013-1010","AQS","7","87","64","62","31"
"08/05/2018","74","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","74","56","61","25"
"08/06/2018","112","Ozone","MESA","04-013-1003","AQS","5","112","54","59","40"
"08/07/2018","175","PM10","STANFIELD","04-021-3008","AQS","6","108","175","82","27"
"08/08/2018","560","PM10","MARICOPA 1405","04-021-3016","AQS","6","122","560","120","38"
"08/09/2018","201","PM10","STANFIELD","04-021-3008","AQS","6","115","201","111","35"
"08/10/2018","180","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","119","180","74","36"
"08/11/2018","136","Ozone","MESA","04-013-1003","AQS","6","136","89","52","40"
"08/12/2018","197","PM10","MARICOPA 1405","04-021-3016","AQS","5","101","197","80","21"
"08/13/2018","115","Ozone","QUEEN VALLEY","04-021-8001","AQS","6","115","54","53","39"
"08/14/2018","105","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","5","87","105","60","29"
"08/15/2018","105","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","105","102","77","35"
"08/16/2018","80","Ozone","QUEEN VALLEY","04-021-8001","AQS","7","80","53","32","29"
"08/17/2018","100","Ozone","QUEEN VALLEY","04-021-8001","AQS","6","100","32","33","34"
"08/18/2018","61","Ozone","QUEEN VALLEY","04-021-8001","AQS","6","61","39","48","27"
"08/19/2018","71","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","71","41","38","21"
"08/20/2018","128","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","77","128","68","33"
"08/21/2018","77","Ozone","DYSART","04-013-4010","AQS","6","77","50","48","32"
"08/22/2018","112","PM10","CASA GRANDE DOWNTOWN","04-021-0001","AQS","6","77","112","67","39"
"08/23/2018","92","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","7","67","92","46","30"
"08/24/2018","133","PM10","St Johns Air Monitoring Site","04-013-7003","AQS","7","58","133","60","35"
"08/25/2018","74","Ozone","WEST CHANDLER","04-013-4004","AQS","6","74","31","28","28"
"08/26/2018","58","Ozone","High School Air Monitoring Station","04-013-7024","AQS","5","58","51","42","22"
"08/27/2018","60","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","47","55","60","32"
"08/28/2018","90","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","90","71","54","45"
"08/29/2018","77","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","67","77","57","43"
"08/30/2018","101","PM10","Sacaton Air Monitoring Site","04-021-7001","AQS","7","71","101","63","39"
"08/31/2018","115","Ozone","High School Air Monitoring Station","04-013-7024","AQS","9","115","52","46","42"
"09/01/2018","83","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","45","83","69","26"
"09/02/2018","117","PM10","St Johns Air Monitoring Site","04-013-7003","AQS","5","45","117","67","26"
"09/03/2018","57","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","48","57","55","25"
"09/04/2018","61","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","61","61","58","38"
"09/05/2018","69","PM10","STANFIELD","04-021-3008","AQS","7","64","69","56","36"
"09/06/2018","74","Ozone","WEST PHOENIX","04-013-0019","AQS","8","74","72","57","45"
"09/07/2018","105","Ozone","NORTH PHOENIX","04-013-1004","AQS","7","105","58","39","51"
"09/08/2018","80","Ozone","DYSART","04-013-4010","AQS","8","80","65","62","48"
"09/09/2018","64","Ozone","MESA","04-013-1003","AQS","8","64","55","53","35"
"09/10/2018","66","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","61","66","60","33"
"09/11/2018","78","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","49","78","67","40"
"09/12/2018","79","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","49","79","71","46"
"09/13/2018","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","61","87","78","43"
"09/14/2018","81","PM10","STANFIELD","04-021-3008","AQS","11","80","81","69","44"
"09/15/2018","98","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","71","98","78","37"
"09/16/2018","77","Ozone","NORTH PHOENIX","04-013-1004","AQS","7","77","59","64","25"
"09/17/2018","74","Ozone","QUEEN VALLEY","04-021-8001","AQS","9","74","72","72","39"
"09/18/2018","67","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","8","49","67","67","35"
"09/19/2018","52","PM10","COMBS","04-021-3009","AQS","8","34","52","37","28"
"09/20/2018","93","Ozone","QUEEN VALLEY","04-021-8001","AQS","9","93","27","47","32"
"09/21/2018","74","Ozone","QUEEN VALLEY","04-021-8001","AQS","9","74","53","44","44"
"09/22/2018","80","Ozone","DYSART","04-013-4010","AQS","9","80","52","42","42"
"09/23/2018","58","Ozone","DYSART","04-013-4010","AQS","7","58","51","55","44"
"09/24/2018","58","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","58","44","28","41"
"09/25/2018","75","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","46","75","55","38"
"09/26/2018","67","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","51","67","53","39"
"09/27/2018","80","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","58","80","58","51"
"09/28/2018","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","64","87","59","47"
"09/29/2018","60","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","8","40","60","60","33"
"09/30/2018","99","PM10","Sacaton Air Monitoring Site","04-021-7001","AQS","6","39","99","51","31"
"10/01/2018","42","PM2.5","Diablo","04-013-4019","AQS","8","34","18","42","34"
"10/02/2018","30","PM2.5","Diablo","04-013-4019","AQS","7","27","8","30","25"
"10/03/2018","35","Ozone","NORTH PHOENIX","04-013-1004","AQS","8","35","12","21","24"
"10/04/2018","41","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","41","19","27","27"
"10/05/2018","47","Ozone","NORTH PHOENIX","04-013-1004","AQS","8","47","36","36","31"
"10/06/2018","48","Ozone","DYSART","04-013-4010","AQS","8","48","25","36","32"
"10/07/2018","68","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","5","51","68","24","22"
"10/08/2018","45","Ozone","DYSART","04-013-4010","AQS","8","45","19","25","33"
