"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/05/2021","126","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","126","24","31","36"
"10/06/2021","200","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","200","31","41","42"
"10/07/2021","151","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","151","52","44","38"
"10/08/2021","201","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","201","52","37","31"
"10/09/2021","197","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","197","43","31","27"
"10/10/2021","210","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","210","55","57","43"
"10/11/2021","210","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","13","210","152","63","41"
"10/12/2021","185","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","185","166","91","34"
"10/13/2021","190","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","190","63","56","37"
"10/14/2021","206","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","206","92","66","45"
"10/15/2021","187","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","13","187","72","55","43"
"10/16/2021","203","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","13","203","62","55","43"
"10/17/2021","214","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","17","214","78","61","34"
"10/18/2021","187","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","187","83","55","39"
"10/19/2021","213","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","213","73","62","47"
"10/20/2021","172","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","172","74","65","50"
"10/21/2021","217","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","217","108","74","43"
"10/22/2021","201","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","201","119","96","42"
"10/23/2021","177","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","177","68","62","42"
"10/24/2021","156","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","156","78","66","39"
"10/25/2021","166","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","166","84","69","32"
"10/26/2021","197","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","3","197","54","25","31"
"10/27/2021","185","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","185","55","41","42"
"10/28/2021","154","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","15","154","108","77","51"
"10/29/2021","174","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","17","174","84","66","49"
"10/30/2021","205","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","22","205","77","62","47"
"10/31/2021","192","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","24","192","88","73","42"
"11/01/2021","78","PM10","HIDDEN VALLEY","04-021-3015","AQS","17","42","78","64","40"
"11/02/2021","123","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","44","123","93","45"
"11/03/2021","125","PM10","HIDDEN VALLEY","04-021-3015","AQS","19","49","125","112","46"
"11/04/2021","88","PM10","HIDDEN VALLEY","04-021-3015","AQS","16","49","88","75","56"
"11/05/2021","106","PM10","HIDDEN VALLEY","04-021-3015","AQS","19","54","106","91","58"
"11/06/2021","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","25","74","93","76","58"
"11/07/2021","111","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","24","47","88","111","53"
"11/08/2021","113","PM10","HIDDEN VALLEY","04-021-3015","AQS","19","41","113","97","46"
"11/09/2021","104","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","15","41","95","104","45"
"11/10/2021","88","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","13","44","81","88","44"
"11/11/2021","76","PM10","WEST 43RD AVENUE","04-013-4009","AQS","15","44","76","61","54"
"11/12/2021","85","PM10","DURANGO COMPLEX","04-013-9812","AQS","15","44","85","84","54"
"11/13/2021","75","PM10","WEST 43RD AVENUE","04-013-4009","AQS","19","48","75","72","53"
"11/14/2021","73","PM2.5","WEST PHOENIX","04-013-0019","AQS","25","43","66","73","42"
"11/15/2021","100","PM10","HIDDEN VALLEY","04-021-3015","AQS","22","45","100","73","51"
"11/16/2021","94","PM10","WEST 43RD AVENUE","04-013-4009","AQS","19","48","94","80","52"
"11/17/2021","91","PM10","WEST 43RD AVENUE","04-013-4009","AQS","23","49","91","69","51"
"11/18/2021","80","PM10","WEST 43RD AVENUE","04-013-4009","AQS","20","44","80","62","48"
"11/19/2021","80","PM10","WEST 43RD AVENUE","04-013-4009","AQS","20","46","80","71","51"
"11/20/2021","91","PM10","HIDDEN VALLEY","04-021-3015","AQS","22","48","91","79","51"
"11/21/2021","72","PM10","HIDDEN VALLEY","04-021-3015","AQS","22","43","72","69","44"
"11/22/2021","77","PM10","BUCKEYE","04-013-4011","AQS","13","41","77","60","48"
"11/23/2021","86","PM10","STANFIELD","04-021-3008","AQS","14","37","86","71","49"
"11/24/2021","75","PM10","WEST 43RD AVENUE","04-013-4009","AQS","11","43","75","64","52"
"11/25/2021","63","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","42","63","53","39"
"11/26/2021","61","PM10","STANFIELD","04-021-3008","AQS","11","39","61","60","48"
"11/27/2021","75","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","15","42","63","75","48"
"11/28/2021","77","PM2.5","TEMPE","04-013-4005","AQS","23","41","71","77","52"
"11/29/2021","93","PM10","DURANGO COMPLEX","04-013-9812","AQS","18","43","93","88","55"
"11/30/2021","82","PM10","WEST 43RD AVENUE","04-013-4009","AQS","23","38","82","75","47"
"12/01/2021","101","PM10","WEST 43RD AVENUE","04-013-4009","AQS","18","97","101","76","55"
"12/02/2021","101","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","19","101","92","75","55"
"12/03/2021","115","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","17","115","112","70","58"
"12/04/2021","115","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","20","115","81","80","54"
"12/05/2021","140","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","30","140","75","109","51"
"12/06/2021","129","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","17","129","97","78","58"
"12/07/2021","108","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","18","108","92","67","50"
"12/08/2021","101","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","13","101","77","67","43"
"12/09/2021","136","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","17","136","67","56","37"
"12/10/2021","101","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","101","14","43","33"
"12/11/2021","101","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","101","33","81","37"
"12/12/2021","100","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","23","100","41","90","38"
"12/13/2021","90","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","18","90","56","77","38"
"12/14/2021","122","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","18","122","51","63","33"
"12/15/2021","140","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","140","29","57","40"
"12/16/2021","136","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","136","44","75","40"
"12/17/2021","96","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","14","90","56","96","41"
"12/18/2021","140","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","17","140","44","94","39"
"12/19/2021","119","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","119","35","79","39"
"12/20/2021","112","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","18","112","68","80","42"
"12/21/2021","81","PM10","WEST 43RD AVENUE","04-013-4009","AQS","18","45","81","74","40"
"12/22/2021","91","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","19","87","81","91","38"
"12/23/2021","101","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","22","101","72","93","42"
"12/24/2021","74","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","74","21","68","37"
"12/25/2021","93","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","7","58","33","93","24"
"12/26/2021","140","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","140","27","73","33"
"12/27/2021","67","PM2.5","WEST PHOENIX","04-013-0019","AQS","14","49","26","67","33"
"12/28/2021","90","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","90","25","42","33"
"12/29/2021","115","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","115","14","37","37"
"12/30/2021","97","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","97","26","50","33"
"12/31/2021","54","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","7","49","11","54","26"
