"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"05/11/2022","74","Ozone","FALCON FIELD","04-013-1010","AQS","6","74","58","55","42"
"05/12/2022","126","Ozone","FALCON FIELD","04-013-1010","AQS","5","126","71","41","53"
"05/13/2022","131","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","119","131","75","45"
"05/14/2022","130","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","97","130","84","48"
"05/15/2022","101","Ozone","FALCON FIELD","04-013-1010","AQS","10","101","87","78","44"
"05/16/2022","78","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","74","78","55","42"
"05/17/2022","84","Ozone","NORTH PHOENIX","04-013-1004","AQS","3","84","72","57","41"
"05/18/2022","67","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","67","67","49","37"
"05/19/2022","76","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","67","76","59","38"
"05/20/2022","140","PM10","STANFIELD","04-021-3008","AQS","3","61","140","62","36"
"05/21/2022","66","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","54","66","56","18"
"05/22/2022","72","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","64","72","55","28"
"05/23/2022","65","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","64","65","55","38"
"05/24/2022","84","Ozone","MESA","04-013-1003","AQS","5","84","69","47","31"
"05/25/2022","101","Ozone","MESA","04-013-1003","AQS","5","101","91","56","41"
"05/26/2022","101","Ozone","MESA","04-013-1003","AQS","5","101","64","59","42"
"05/27/2022","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","67","93","62","40"
"05/28/2022","81","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","44","81","64","28"
"05/29/2022","93","PM10","BUCKEYE","04-013-4011","AQS","3","74","93","66","17"
"05/30/2022","71","Ozone","MESA","04-013-1003","AQS","3","71","66","56","30"
"05/31/2022","100","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","100","78","69","40"
"06/01/2022","264","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","264","86","72","49"
"06/02/2022","261","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","261","84","81","45"
"06/03/2022","234","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","234","73","61","40"
"06/04/2022","232","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","232","49","55","39"
"06/05/2022","219","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","3","219","51","55","20"
"06/06/2022","220","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","220","78","64","33"
"06/07/2022","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","71","93","71","33"
"06/08/2022","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","74","86","75","35"
"06/09/2022","97","Ozone","MESA","04-013-1003","AQS","6","97","86","66","41"
"06/10/2022","80","Ozone","MESA","04-013-1003","AQS","5","80","72","69","36"
"06/11/2022","106","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","80","106","91","28"
"06/12/2022","73","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","67","73","72","25"
"06/13/2022","80","PM10","WEST 43RD AVENUE","04-013-4009","AQS","3","43","80","54","35"
"06/14/2022","64","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","5","64","51","57","37"
"06/15/2022","154","Ozone","GLENDALE","04-013-2001","AQS","5","154","116","97","48"
"06/16/2022","156","Ozone","NORTH PHOENIX","04-013-1004","AQS","9","156","115","81","53"
"06/17/2022","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","71","86","71","42"
"06/18/2022","74","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","51","74","54","32"
"06/19/2022","61","PM2.5","JLG SUPERSITE","04-013-9997","AQS","3","51","53","61","16"
"06/20/2022","80","Ozone","High School Air Monitoring Station","04-013-7024","AQS","7","80","69","62","40"
"06/21/2022","131","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","101","131","67","42"
"06/22/2022","112","Ozone","WEST PHOENIX","04-013-0019","AQS","3","112","69","59","42"
"06/23/2022","251","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","3","93","251","61","29"
"06/24/2022","159","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","3","84","159","59","33"
"06/25/2022","84","Ozone","NORTH PHOENIX","04-013-1004","AQS","3","84","54","54","30"
"06/26/2022","74","PM10","MARICOPA 1405","04-021-3016","AQS","5","74","74","53","23"
"06/27/2022","115","Ozone","DYSART","04-013-4010","AQS","3","115","40","46","28"
"06/28/2022","108","Ozone","GLENDALE","04-013-2001","AQS","3","108","51","54","38"
"06/29/2022","101","Ozone","CAVE CREEK","04-013-4008","AQS","3","101","81","69","38"
"06/30/2022","108","Ozone","MESA","04-013-1003","AQS","6","108","56","49","40"
"07/01/2022","58","Ozone","NORTH PHOENIX","04-013-1004","AQS","2","58","56","48","33"
"07/02/2022","72","PM10","HIDDEN VALLEY","04-021-3015","AQS","2","47","72","59","30"
"07/03/2022","53","PM2.5","MESA","04-013-1003","AQS","3","46","50","53","20"
"07/04/2022","65","PM10","HIDDEN VALLEY","04-021-3015","AQS","2","47","65","55","22"
"07/05/2022","64","Ozone","CAVE CREEK","04-013-4008","AQS","2","64","53","52","35"
"07/06/2022","55","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","47","55","51","37"
"07/07/2022","89","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","71","89","59","38"
"07/08/2022","97","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","97","61","31","32"
"07/09/2022","188","PM10","STANFIELD","04-021-3008","AQS","3","87","188","94","30"
"07/10/2022","112","Ozone","WEST PHOENIX","04-013-0019","AQS","3","112","59","55","18"
"07/11/2022","84","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","84","81","63","33"
"07/12/2022","83","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","80","83","67","30"
"07/13/2022","202","PM10","STANFIELD","04-021-3008","AQS","3","112","202","92","39"
"07/14/2022","119","Ozone","Sacaton Air Monitoring Site","04-021-7001","AQS","3","119","100","51","35"
"07/15/2022","147","Ozone","MESA","04-013-1003","AQS","5","147","55","53","42"
"07/16/2022","112","Ozone","MESA","04-013-1003","AQS","3","112","86","69","29"
"07/17/2022","461","PM10","PINAL AIR PARK","04-021-3007","AQS","3","126","461","110","20"
"07/18/2022","140","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","140","46","52","40"
"07/19/2022","87","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","87","55","48","35"
"07/20/2022","101","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","101","65","42","33"
"07/21/2022","100","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","3","100","67","53","28"
"07/22/2022","115","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","115","57","58","44"
"07/23/2022","121","PM10","DYSART","04-013-4010","AQS","3","105","121","46","24"
"07/24/2022","92","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","3","87","92","55","18"
"07/25/2022","100","Ozone","NORTH PHOENIX","04-013-1004","AQS","3","100","50","40","34"
"07/26/2022","67","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","3","67","24","33","27"
"07/27/2022","74","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","74","33","37","31"
"07/28/2022","47","PM2.5","TEMPE","04-013-4005","AQS","3","46","31","47","30"
"07/29/2022","77","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","77","21","48","28"
"07/30/2022","97","Ozone","NORTH PHOENIX","04-013-1004","AQS","3","97","66","53","22"
"07/31/2022","84","Ozone","MESA","04-013-1003","AQS","5","84","52","43","18"
"08/01/2022","101","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","101","42","46","27"
"08/02/2022","97","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","3","97","42","34","28"
"08/03/2022","55","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","3","49","52","55","30"
"08/04/2022","122","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","122","28","33","31"
"08/05/2022","105","Ozone","MESA","04-013-1003","AQS","5","105","39","36","41"
"08/06/2022","108","Ozone","MESA","04-013-1003","AQS","6","108","79","59","35"
"08/07/2022","90","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","3","90","73","47","18"
"08/08/2022","133","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","133","66","52","30"
"08/09/2022","100","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","100","94","42","40"
"08/10/2022","122","Ozone","NORTH PHOENIX","04-013-1004","AQS","5","122","70","29","31"
"08/11/2022","133","Ozone","GLENDALE","04-013-2001","AQS","5","133","62","42","32"
"08/12/2022","85","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","5","71","85","62","30"
"08/13/2022","108","Ozone","GLENDALE","04-013-2001","AQS","5","108","42","35","26"
"08/14/2022","689","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","3","67","689","64","18"
"08/15/2022","129","Ozone","FALCON FIELD","04-013-1010","AQS","5","129","31","35","36"
"08/16/2022","140","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","5","140","45","31","38"
"08/17/2022","119","PM10","WEST CHANDLER","04-013-4004","AQS","5","108","119","44","32"
"08/18/2022","119","Ozone","SOUTH PHOENIX","04-013-4003","AQS","5","119","52","38","36"
"08/19/2022","71","Ozone","WEST PHOENIX","04-013-0019","AQS","5","71","31","31","32"
"08/20/2022","61","Ozone","GLENDALE","04-013-2001","AQS","5","61","30","26","22"
"08/21/2022","71","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","71","58","44","18"
"08/22/2022","150","Ozone","FALCON FIELD","04-013-1010","AQS","5","150","33","35","28"
"08/23/2022","159","Ozone","JLG SUPERSITE","04-013-9997","AQS","5","159","80","44","31"
"08/24/2022","112","Ozone","DYSART","04-013-4010","AQS","3","112","75","56","25"
"08/25/2022","136","Ozone","GLENDALE","04-013-2001","AQS","5","136","59","30","30"
"08/26/2022","136","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","136","42","35","34"
