"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/24/2020","87","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","18","87","51","75","41"
"01/25/2020","101","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","16","101","37","98","39"
"01/26/2020","156","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","15","156","31","75","46"
"01/27/2020","71","PM2.5","Thirty-Third","04-013-4020","AQS","16","43","42","71","38"
"01/28/2020","156","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","156","44","58","41"
"01/29/2020","59","PM2.5","Thirty-Third","04-013-4020","AQS","9","42","59","59","42"
"01/30/2020","151","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","151","52","51","41"
"01/31/2020","154","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","15","154","53","65","41"
"02/01/2020","112","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","16","112","51","110","43"
"02/02/2020","66","PM2.5","WEST PHOENIX","04-013-0019","AQS","22","43","47","66","39"
"02/03/2020","169","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","169","73","53","40"
"02/04/2020","133","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","133","26","35","38"
"02/05/2020","147","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","147","46","46","39"
"02/06/2020","133","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","133","60","57","39"
"02/07/2020","154","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","154","63","68","47"
"02/08/2020","179","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","15","179","60","79","49"
"02/09/2020","147","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","15","147","43","55","31"
"02/10/2020","126","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","126","51","51","37"
"02/11/2020","119","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","119","8","29","28"
"02/12/2020","126","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","126","25","56","36"
"02/13/2020","140","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","13","140","38","68","45"
"02/14/2020","159","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","15","159","46","69","42"
"02/15/2020","185","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","15","185","43","74","44"
"02/16/2020","203","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","203","64","66","49"
"02/17/2020","214","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","214","74","66","47"
"02/18/2020","202","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","202","92","69","53"
"02/19/2020","206","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","13","206","62","65","46"
"02/20/2020","166","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","166","82","66","51"
"02/21/2020","112","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","112","96","64","45"
"02/22/2020","64","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","64","13","36","18"
"02/23/2020","150","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","150","20","36","30"
"02/24/2020","190","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","190","24","57","37"
"02/25/2020","185","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","185","35","34","35"
"02/26/2020","154","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","154","32","47","42"
"02/27/2020","122","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","122","58","61","48"
"02/28/2020","133","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","19","133","56","73","55"
"02/29/2020","177","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","19","177","50","59","39"
"03/01/2020","172","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","172","33","53","37"
"03/02/2020","140","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","140","34","34","29"
"03/03/2020","150","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","150","38","37","29"
"03/04/2020","161","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","161","40","52","42"
"03/05/2020","156","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","11","156","68","54","42"
"03/06/2020","179","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","179","51","46","42"
"03/07/2020","182","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","182","54","43","37"
"03/08/2020","156","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","156","34","41","30"
"03/09/2020","140","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","140","48","46","33"
"03/10/2020","87","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","87","38","46","30"
"03/11/2020","224","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","224","8","49","23"
"03/12/2020","54","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","54","25","40","23"
"03/13/2020","112","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","112","7","23","25"
"03/14/2020","147","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","147","10","53","31"
"03/15/2020","159","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","14","159","20","47","27"
"03/16/2020","182","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","182","20","41","26"
"03/17/2020","154","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","154","31","33","30"
"03/18/2020","115","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","115","31","22","30"
"03/19/2020","187","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","187","12","33","37"
"03/20/2020","164","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","164","27","49","39"
"03/21/2020","201","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","201","20","39","26"
"03/22/2020","164","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","164","36","52","35"
"03/23/2020","179","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","179","44","55","36"
"03/24/2020","201","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","201","37","37","36"
"03/25/2020","201","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","201","34","43","39"
"03/26/2020","274","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","274","31","20","25"
"03/27/2020","192","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","192","33","28","28"
"03/28/2020","192","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","192","64","56","40"
"03/29/2020","213","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","213","35","51","32"
"03/30/2020","216","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","216","43","41","40"
"03/31/2020","197","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","197","61","52","39"
"04/01/2020","222","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","222","53","49","41"
"04/02/2020","203","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","203","49","33","37"
"04/03/2020","205","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","205","61","54","33"
"04/04/2020","200","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","200","57","46","30"
"04/05/2020","192","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","192","37","47","20"
"04/06/2020","190","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","190","52","53","36"
"04/07/2020","187","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","187","44","34","31"
"04/08/2020","150","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","150","58","46","31"
"04/09/2020","210","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","210","44","57","37"
"04/10/2020","215","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","215","55","43","29"
"04/11/2020","172","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","172","27","28","24"
"04/12/2020","195","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","195","14","30","11"
"04/13/2020","187","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","187","32","29","29"
"04/14/2020","185","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","185","31","41","36"
"04/15/2020","213","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","213","56","58","40"
"04/16/2020","212","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","212","62","55","47"
"04/17/2020","210","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","210","61","51","39"
"04/18/2020","204","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","204","32","51","28"
"04/19/2020","209","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","209","40","53","38"
"04/20/2020","219","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","219","67","54","37"
"04/21/2020","213","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","213","65","62","38"
"04/22/2020","218","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","218","42","42","33"
"04/23/2020","222","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","222","62","56","42"
"04/24/2020","222","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","222","73","90","35"
"04/25/2020","197","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","197","51","55","41"
"04/26/2020","218","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","218","89","87","38"
"04/27/2020","218","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","218","71","69","38"
"04/28/2020","240","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","240","61","72","49"
"04/29/2020","237","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","237","88","77","47"
"04/30/2020","223","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","223","71","66","45"
"05/01/2020","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","77","84","59","37"
"05/02/2020","68","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","54","68","58","34"
"05/03/2020","80","Ozone","FALCON FIELD","04-013-1010","AQS","6","80","70","68","21"
"05/04/2020","119","Ozone","FALCON FIELD","04-013-1010","AQS","8","119","69","64","42"
"05/05/2020","143","Ozone","FALCON FIELD","04-013-1010","AQS","9","143","81","81","54"
"05/06/2020","147","Ozone","FALCON FIELD","04-013-1010","AQS","10","147","121","99","47"
"05/07/2020","136","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","10","136","69","76","45"
"05/08/2020","112","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","9","112","98","84","48"
"05/09/2020","84","Ozone","QUEEN VALLEY","04-021-8001","AQS","8","84","61","66","33"
"05/10/2020","97","Ozone","MESA","04-013-1003","AQS","6","97","73","59","16"
"05/11/2020","80","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","6","80","52","52","35"
"05/12/2020","64","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","7","64","44","53","34"
"05/13/2020","64","PM10","STANFIELD","04-021-3008","AQS","7","58","64","52","32"
"05/14/2020","97","Ozone","Senior Center Air Monitoring Station","04-013-7020","AQS","7","97","72","61","34"
"05/15/2020","97","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","9","97","65","60","45"
"05/16/2020","80","Ozone","FALCON FIELD","04-013-1010","AQS","8","80","54","61","33"
"05/17/2020","79","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","61","79","64","31"
"05/18/2020","61","Ozone","CAVE CREEK","04-013-4008","AQS","9","61","58","60","38"
"05/19/2020","74","PM10","PINAL AIR PARK","04-021-3007","AQS","8","48","74","39","38"
"05/20/2020","90","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","8","90","51","53","42"
"05/21/2020","101","Ozone","CAVE CREEK","04-013-4008","AQS","9","101","67","69","50"
"05/22/2020","93","Ozone","PINNACLE PEAK","04-013-2005","AQS","10","93","75","56","46"
"05/23/2020","64","Ozone","CAVE CREEK","04-013-4008","AQS","8","64","53","44","36"
"05/24/2020","77","Ozone","QUEEN VALLEY","04-021-8001","AQS","7","77","61","63","27"
"05/25/2020","74","Ozone","TEMPE","04-013-4005","AQS","7","74","53","51","35"
"05/26/2020","111","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","101","111","74","51"
"05/27/2020","90","Ozone","CAVE CREEK","04-013-4008","AQS","11","90","68","66","45"
"05/28/2020","108","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","9","108","60","53","38"
"05/29/2020","140","Ozone","NORTH PHOENIX","04-013-1004","AQS","9","140","95","77","36"
"05/30/2020","116","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","71","116","86","35"
"05/31/2020","87","Ozone","SOUTH SCOTTSDALE","04-013-3003","AQS","7","87","73","66","23"
"06/01/2020","115","Ozone","FALCON FIELD","04-013-1010","AQS","8","115","76","67","37"
"06/02/2020","84","Ozone","QUEEN VALLEY","04-021-8001","AQS","8","84","80","71","32"
"06/03/2020","115","Ozone","FALCON FIELD","04-013-1010","AQS","9","115","108","77","34"
"06/04/2020","129","Ozone","NORTH PHOENIX","04-013-1004","AQS","9","129","53","58","39"
"06/05/2020","81","PM10","STANFIELD","04-021-3008","AQS","8","67","81","72","45"
"06/06/2020","54","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","49","42","54","22"
"06/07/2020","58","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","58","50","58","19"
"06/08/2020","71","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","7","71","58","60","27"
"06/09/2020","63","PM10","STANFIELD","04-021-3008","AQS","9","54","63","52","42"
"06/10/2020","130","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","90","130","88","46"
"06/11/2020","109","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","15","108","91","109","57"
"06/12/2020","96","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","84","96","81","40"
"06/13/2020","103","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","54","103","73","27"
"06/14/2020","83","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","6","77","60","83","34"
"06/15/2020","83","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","64","77","83","33"
"06/16/2020","74","Ozone","CAVE CREEK","04-013-4008","AQS","8","74","59","58","34"
"06/17/2020","65","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","64","65","56","28"
"06/18/2020","83","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","71","83","63","33"
"06/19/2020","90","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","90","70","59","42"
"06/20/2020","97","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","67","97","81","29"
"06/21/2020","78","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","61","78","66","26"
"06/22/2020","80","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","6","80","77","62","32"
"06/23/2020","90","Ozone","FALCON FIELD","04-013-1010","AQS","7","90","68","75","32"
"06/24/2020","108","Ozone","FALCON FIELD","04-013-1010","AQS","7","108","93","74","37"
"06/25/2020","107","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","74","107","74","37"
"06/26/2020","119","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","9","71","118","119","37"
"06/27/2020","87","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","8","67","79","87","31"
"06/28/2020","69","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","44","65","69","14"
"06/29/2020","63","PM10","COMBS","04-021-3009","AQS","6","47","63","59","31"
"06/30/2020","59","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","6","45","47","59","25"
"07/01/2020","143","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","143","68","67","31"
"07/02/2020","132","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","122","123","132","31"
"07/03/2020","143","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","143","49","61","19"
"07/04/2020","129","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","129","55","82","18"
"07/05/2020","174","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","174","70","63","17"
"07/06/2020","202","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","202","59","39","34"
"07/07/2020","187","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","187","96","42","40"
"07/08/2020","192","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","192","54","109","27"
"07/09/2020","70","PM10","STANFIELD","04-021-3008","AQS","5","64","70","39","28"
"07/10/2020","77","PM10","MARICOPA 1405","04-021-3016","AQS","6","50","77","52","23"
"07/11/2020","76","PM10","STANFIELD","04-021-3008","AQS","6","61","76","63","15"
"07/12/2020","127","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","77","127","67","22"
"07/13/2020","74","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","8","51","67","74","32"
"07/14/2020","94","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","71","81","94","29"
"07/15/2020","104","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","64","104","102","28"
"07/16/2020","154","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","54","154","133","27"
"07/17/2020","63","PM10","MARICOPA 1405","04-021-3016","AQS","7","54","63","61","25"
"07/18/2020","67","PM10","STANFIELD","04-021-3008","AQS","6","42","67","62","17"
"07/19/2020","62","PM10","STANFIELD","04-021-3008","AQS","5","46","62","58","15"
"07/20/2020","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","54","93","81","36"
"07/21/2020","97","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","7","97","88","68","30"
"07/22/2020","123","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","93","123","99","34"
"07/23/2020","179","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","179","102","94","30"
"07/24/2020","212","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","212","71","51","30"
"07/25/2020","217","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","217","103","85","29"
"07/26/2020","221","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","221","58","79","21"
"07/27/2020","225","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","225","104","94","35"
"07/28/2020","225","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","225","59","58","34"
"07/29/2020","228","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","228","93","99","35"
"07/30/2020","232","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","232","67","49","35"
"07/31/2020","237","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","237","59","62","33"
"08/01/2020","182","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","182","54","71","16"
"08/02/2020","179","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","179","65","62","21"
"08/03/2020","206","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","206","90","94","30"
"08/04/2020","219","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","219","128","110","31"
"08/05/2020","201","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","201","78","63","32"
"08/06/2020","213","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","213","76","77","38"
"08/07/2020","213","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","213","79","76","34"
"08/08/2020","205","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","205","67","87","29"
"08/09/2020","200","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","200","78","67","32"
"08/10/2020","204","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","204","85","66","44"
"08/11/2020","197","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","197","196","63","28"
"08/12/2020","208","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","208","71","64","32"
"08/13/2020","197","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","197","72","67","42"
"08/14/2020","218","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","218","113","84","37"
"08/15/2020","216","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","216","85","70","21"
"08/16/2020","1194","PM10","ELOY","04-021-3014","AQS","6","177","1194","160","17"
"08/17/2020","223","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","223","151","108","32"
"08/18/2020","236","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","236","63","65","42"
"08/19/2020","282","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","282","74","76","53"
"08/20/2020","225","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","225","127","71","33"
"08/21/2020","221","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","221","52","58","31"
"08/22/2020","202","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","202","46","55","17"
"08/23/2020","224","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","7","224","59","66","28"
"08/24/2020","272","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","272","103","83","47"
"08/25/2020","262","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","262","102","115","44"
"08/26/2020","247","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","247","86","104","40"
"08/27/2020","237","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","10","237","81","82","39"
"08/28/2020","239","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","9","239","66","81","40"
"08/29/2020","174","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","8","174","75","71","25"
"08/30/2020","195","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","195","44","35","12"
"08/31/2020","77","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","8","77","31","47","33"
"09/01/2020","48","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","8","48","41","41","24"
"09/02/2020","67","Ozone","QUEEN VALLEY","04-021-8001","AQS","6","67","53","44","17"
"09/03/2020","97","Ozone","QUEEN VALLEY","04-021-8001","AQS","8","97","66","77","31"
"09/04/2020","104","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","90","104","81","45"
"09/05/2020","101","Ozone","DYSART","04-013-4010","AQS","13","101","100","78","42"
"09/06/2020","96","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","9","87","96","96","35"
"09/07/2020","72","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","10","67","72","72","31"
"09/08/2020","72","PM10","STANFIELD","04-021-3008","AQS","9","46","72","61","29"
"09/09/2020","69","PM10","STANFIELD","04-021-3008","AQS","7","67","69","56","28"
"09/10/2020","75","PM10","STANFIELD","04-021-3008","AQS","9","61","75","73","46"
"09/11/2020","92","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","15","46","90","92","42"
"09/12/2020","109","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","74","109","90","42"
"09/13/2020","94","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","18","77","92","94","43"
"09/14/2020","89","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","13","87","84","89","47"
"09/15/2020","115","Ozone","JLG SUPERSITE","04-013-9997","AQS","9","115","95","89","51"
"09/16/2020","115","Ozone","JLG SUPERSITE","04-013-9997","AQS","14","115","83","71","47"
"09/17/2020","118","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","90","118","90","55"
"09/18/2020","108","Ozone","DYSART","04-013-4010","AQS","14","108","104","89","55"
"09/19/2020","121","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","14","97","107","121","50"
"09/20/2020","101","Ozone","JLG SUPERSITE","04-013-9997","AQS","16","101","70","81","48"
"09/21/2020","112","Ozone","QUEEN VALLEY","04-021-8001","AQS","13","112","69","82","43"
"09/22/2020","80","Ozone","MESA","04-013-1003","AQS","10","80","77","71","40"
"09/23/2020","80","Ozone","QUEEN VALLEY","04-021-8001","AQS","11","80","72","69","38"
"09/24/2020","106","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","101","106","93","32"
