"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"02/15/2024","59","PM2.5","WEST PHOENIX","04-013-0019","AQS","15","47","51","59","42"
"02/16/2024","61","PM2.5","WEST PHOENIX","04-013-0019","AQS","13","54","52","61","44"
"02/17/2024","64","PM2.5","WEST PHOENIX","04-013-0019","AQS","14","58","42","64","41"
"02/18/2024","70","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","11","54","30","70","42"
"02/19/2024","58","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","15","47","49","58","41"
"02/20/2024","55","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","8","47","52","55","42"
"02/21/2024","53","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","9","42","46","53","31"
"02/22/2024","53","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","8","43","40","53","32"
"02/23/2024","47","PM2.5","WEST PHOENIX","04-013-0019","AQS","11","43","44","47","42"
"02/24/2024","59","PM2.5","WEST PHOENIX","04-013-0019","AQS","16","50","45","59","42"
"02/25/2024","54","PM2.5","WEST PHOENIX","04-013-0019","AQS","19","51","44","54","40"
"02/26/2024","68","PM10","WEST 43RD AVENUE","04-013-4009","AQS","9","44","68","66","39"
"02/27/2024","53","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","10","41","52","53","35"
"02/28/2024","58","PM10","WEST 43RD AVENUE","04-013-4009","AQS","9","43","58","46","35"
"02/29/2024","46","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","46","27","38","39"
"03/01/2024","48","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","8","48","47","48","39"
"03/02/2024","44","Ozone","PINNACLE PEAK","04-013-2005","AQS","9","44","34","40","32"
"03/03/2024","43","Ozone","BUCKEYE","04-013-4011","AQS","3","43","28","39","23"
"03/04/2024","51","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","6","46","49","51","38"
"03/05/2024","59","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","8","51","52","59","38"
"03/06/2024","56","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","6","45","56","56","36"
"03/07/2024","38","Ozone","BUCKEYE","04-013-4011","AQS","5","38","23","36","26"
"03/08/2024","43","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","43","12","39","31"
"03/09/2024","52","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","5","45","14","52","28"
"03/10/2024","57","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","6","48","19","57","40"
"03/11/2024","54","Ozone","PINNACLE PEAK","04-013-2005","AQS","9","54","41","50","41"
"03/12/2024","52","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","6","49","44","52","35"
"03/13/2024","51","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","6","48","49","51","34"
"03/14/2024","59","PM10","WEST CHANDLER","04-013-4004","AQS","6","47","59","54","37"
"03/15/2024","60","PM10","PINAL AIR PARK","04-021-3007","AQS","6","42","60","47","32"
"03/16/2024","60","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","6","46","18","60","29"
"03/17/2024","52","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","6","47","10","52","28"
"03/18/2024","52","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","9","51","32","52","37"
"03/19/2024","58","Ozone","BUCKEYE","04-013-4011","AQS","6","58","42","53","37"
"03/20/2024","67","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","67","36","48","39"
"03/21/2024","74","Ozone","FALCON FIELD","04-013-1010","AQS","6","74","26","52","40"
"03/22/2024","80","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","80","44","55","45"
"03/23/2024","52","PM10","STANFIELD","04-021-3008","AQS","8","51","52","51","43"
"03/24/2024","45","Ozone","BUCKEYE","04-013-4011","AQS","3","45","29","37","13"
"03/25/2024","45","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","45","27","36","30"
"03/26/2024","45","Ozone","MESA","04-013-1003","AQS","5","45","26","41","28"
"03/27/2024","54","Ozone","MESA","04-013-1003","AQS","6","54","37","50","48"
"03/28/2024","64","Ozone","MESA","04-013-1003","AQS","7","64","58","60","50"
"03/29/2024","55","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","8","54","43","55","39"
"03/30/2024","105","PM10","PINAL AIR PARK","04-021-3007","AQS","5","61","105","52","24"
"03/31/2024","44","Ozone","MESA","04-013-1003","AQS","5","44","16","39","13"
"04/01/2024","51","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","6","51","10","38","25"
"04/02/2024","47","Ozone","FALCON FIELD","04-013-1010","AQS","6","47","20","46","32"
"04/03/2024","64","Ozone","FALCON FIELD","04-013-1010","AQS","8","64","40","54","40"
"04/04/2024","74","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","74","33","43","37"
"04/05/2024","48","Ozone","DYSART","04-013-4010","AQS","5","48","38","37","33"
"04/06/2024","54","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","54","19","33","35"
"04/07/2024","67","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","67","37","52","41"
"04/08/2024","67","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","67","31","49","52"
"04/09/2024","67","Ozone","QUEEN VALLEY","04-021-8001","AQS","7","67","49","39","36"
"04/10/2024","77","Ozone","FALCON FIELD","04-013-1010","AQS","7","77","50","48","45"
"04/11/2024","80","Ozone","DYSART","04-013-4010","AQS","13","80","70","60","51"
"04/12/2024","80","Ozone","MESA","04-013-1003","AQS","11","80","60","57","43"
"04/13/2024","67","Ozone","PINAL AIR PARK","04-021-3007","AirNow","6","67","52","54","41"
"04/14/2024","71","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","71","31","50","33"
"04/15/2024","84","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","84","31","44","37"
"04/16/2024","97","Ozone","QUEEN VALLEY","04-021-8001","AQS","7","97","48","54","38"
"04/17/2024","97","Ozone","FALCON FIELD","04-013-1010","AQS","9","97","87","65","42"
"04/18/2024","90","Ozone","PINNACLE PEAK","04-013-2005","AQS","14","90","62","56","53"
"04/19/2024","112","Ozone","FALCON FIELD","04-013-1010","AQS","9","112","57","54","49"
"04/20/2024","100","Ozone","FALCON FIELD","04-013-1010","AQS","7","100","49","56","42"
"04/21/2024","97","Ozone","FALCON FIELD","04-013-1010","AQS","9","97","78","73","46"
"04/22/2024","93","Ozone","DYSART","04-013-4010","AQS","8","93","67","62","42"
"04/23/2024","112","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","3","50","112","50","29"
"04/24/2024","64","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","49","64","56","36"
"04/25/2024","65","PM10","STANFIELD","04-021-3008","AQS","5","48","65","51","39"
"04/26/2024","74","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","49","74","46","31"
"04/27/2024","52","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","5","51","44","52","26"
"04/28/2024","79","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","7","54","41","79","38"
"04/29/2024","90","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","84","90","52","49"
"04/30/2024","87","Ozone","PINNACLE PEAK","04-013-2005","AQS","11","87","74","55","41"
"05/01/2024","93","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","93","59","51","34"
"05/02/2024","108","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","108","56","48","34"
"05/03/2024","84","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","84","71","55","33"
"05/04/2024","74","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","74","63","53","31"
"05/05/2024","56","PM10","BUCKEYE","04-013-4011","AQS","5","48","56","54","14"
"05/06/2024","90","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","90","80","51","38"
"05/07/2024","85","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","74","85","54","35"
"05/08/2024","84","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","3","84","56","47","41"
"05/09/2024","77","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","77","64","36","45"
"05/10/2024","87","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","87","84","55","41"
"05/11/2024","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","74","86","55","35"
"05/12/2024","107","PM10","SOUTH PHOENIX","04-013-4003","AQS","6","101","107","84","42"
"05/13/2024","122","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","122","72","55","36"
"05/14/2024","119","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","119","58","48","42"
"05/15/2024","79","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","77","79","58","39"
"05/16/2024","100","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","100","74","54","74"
"05/17/2024","108","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","5","108","68","45","108"
"05/18/2024","90","Ozone","QUEEN VALLEY","04-021-8001","AQS","6","90","72","57","31"
"05/19/2024","90","Ozone","PINNACLE PEAK","04-013-2005","AQS","3","90","53","36","35"
"05/20/2024","101","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","64","101","52","43"
"05/21/2024","112","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","97","112","64","45"
"05/22/2024","122","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","122","66","53","48"
"05/23/2024","97","Ozone","PINNACLE PEAK","04-013-2005","AQS","3","97","56","41","28"
"05/24/2024","84","Ozone","NORTH PHOENIX","04-013-1004","AQS","5","84","82","57","28"
"05/25/2024","56","PM10","STANFIELD","04-021-3008","AQS","3","47","56","38","28"
"05/26/2024","112","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","90","112","60","39"
"05/27/2024","91","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","87","91","57","41"
"05/28/2024","108","Ozone","MESA","04-013-1003","AQS","7","108","78","55","36"
"05/29/2024","126","Ozone","Fort McDowell/Yuma Frank","04-013-5100","AQS","5","126","75","49","35"
"05/30/2024","122","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","7","122","91","61","42"
"05/31/2024","112","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","112","94","55","35"
"06/01/2024","113","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","84","113","71","29"
"06/02/2024","93","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","93","81","57","14"
"06/03/2024","108","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","108","93","62","27"
"06/04/2024","108","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","108","66","42","40"
"06/05/2024","97","Ozone","FALCON FIELD","04-013-1010","AQS","7","97","88","59","30"
"06/06/2024","112","Ozone","FALCON FIELD","04-013-1010","AQS","7","112","76","60","29"
"06/07/2024","97","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","97","92","65","36"
"06/08/2024","91","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","87","91","63","28"
"06/09/2024","67","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","43","67","38","22"
"06/10/2024","127","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","71","127","77","31"
"06/11/2024","123","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","90","123","85","37"
"06/12/2024","88","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","74","88","66","43"
"06/13/2024","119","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","84","119","82","48"
"06/14/2024","156","Ozone","MESA","04-013-1003","AQS","8","156","121","84","64"
"06/15/2024","126","Ozone","FALCON FIELD","04-013-1010","AQS","10","126","113","70","64"
"06/16/2024","80","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","80","50","58","26"
"06/17/2024","64","PM10","PINAL AIR PARK","04-021-3007","AQS","6","64","64","50","40"
"06/18/2024","99","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","74","99","57","34"
"06/19/2024","77","Ozone","NORTH PHOENIX","04-013-1004","AQS","5","77","71","54","39"
"06/20/2024","117","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","51","117","74","43"
"06/21/2024","115","PM10","PINAL AIR PARK","04-021-3007","AQS","3","47","115","68","25"
"06/22/2024","124","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","61","124","66","22"
"06/23/2024","97","Ozone","WEST PHOENIX","04-013-0019","AQS","3","97","77","67","20"
"06/24/2024","289","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","87","289","56","26"
"06/25/2024","101","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","101","61","47","39"
"06/26/2024","97","Ozone","MESA","04-013-1003","AQS","6","97","44","48","34"
"06/27/2024","53","PM2.5","CASA GRANDE DOWNTOWN","04-021-0001","AQS","5","50","47","53","27"
"06/28/2024","79","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","61","79","55","34"
"06/29/2024","90","Ozone","FALCON FIELD","04-013-1010","AQS","5","90","77","58","31"
"06/30/2024","87","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","7","87","64","37","24"
"07/01/2024","105","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","105","52","38","36"
"07/02/2024","108","Ozone","FALCON FIELD","04-013-1010","AQS","5","108","53","41","38"
"07/03/2024","80","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","80","71","54","33"
"07/04/2024","61","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","61","58","56","12"
"07/05/2024","105","Ozone","WEST PHOENIX","04-013-0019","AQS","6","105","52","55","30"
"07/06/2024","80","Ozone","MESA","04-013-1003","AQS","6","80","71","55","24"
"07/07/2024","67","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","3","67","54","48","15"
"07/08/2024","108","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","6","108","83","62","37"
"07/09/2024","126","Ozone","WEST PHOENIX","04-013-0019","AQS","5","126","90","74","33"
"07/10/2024","112","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","6","112","80","65","41"
"07/11/2024","133","Ozone","MESA","04-013-1003","AQS","6","133","99","70","31"
"07/12/2024","166","Ozone","DYSART","04-013-4010","AQS","7","166","96","76","44"
"07/13/2024","108","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","7","108","58","55","38"
"07/14/2024","337","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","54","337","79","11"
"07/15/2024","108","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","108","65","83","33"
"07/16/2024","90","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","90","33","56","27"
"07/17/2024","119","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","119","56","52","29"
"07/18/2024","133","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","6","133","71","47","30"
"07/19/2024","119","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","119","75","52","42"
"07/20/2024","111","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","97","111","71","36"
"07/21/2024","90","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","90","67","68","20"
"07/22/2024","161","Ozone","WEST PHOENIX","04-013-0019","AQS","5","161","54","67","40"
"07/23/2024","140","Ozone","DYSART","04-013-4010","AQS","5","140","56","54","39"
"07/24/2024","161","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","126","161","96","37"
"07/25/2024","136","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","6","136","84","64","39"
"07/26/2024","159","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","6","159","29","56","43"
"07/27/2024","93","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","5","93","69","71","22"
"07/28/2024","77","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","5","77","64","71","21"
"07/29/2024","90","Ozone","FALCON FIELD","04-013-1010","AQS","5","90","38","54","32"
"07/30/2024","101","Ozone","FALCON FIELD","04-013-1010","AQS","5","101","44","51","29"
"07/31/2024","108","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","108","89","52","31"
"08/01/2024","126","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","126","31","39","38"
"08/02/2024","140","Ozone","WEST PHOENIX","04-013-0019","AQS","6","140","62","55","32"
"08/03/2024","119","Ozone","SOUTH SCOTTSDALE","04-013-3003","AQS","5","119","78","53","16"
"08/04/2024","101","Ozone","MESA","04-013-1003","AQS","5","101","66","49","13"
"08/05/2024","150","Ozone","FOUNTAIN HILLS","04-013-9704","AQS","6","150","47","46","28"
"08/06/2024","101","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","101","91","46","22"
"08/07/2024","133","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","133","58","60","13"
"08/08/2024","101","Ozone","FALCON FIELD","04-013-1010","AQS","5","101","62","46","31"
"08/09/2024","143","Ozone","DYSART","04-013-4010","AQS","5","143","26","36","36"
"08/10/2024","87","Ozone","DYSART","04-013-4010","AQS","6","87","45","61","30"
"08/11/2024","80","Ozone","SOUTH SCOTTSDALE","04-013-3003","AQS","5","80","21","66","15"
"08/12/2024","115","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","5","115","52","52","37"
"08/13/2024","56","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","49","56","54","27"
"08/14/2024","51","PM10","High School Air Monitoring Station","04-013-7024","AQS","5","49","51","49","29"
"08/15/2024","77","Ozone","FALCON FIELD","04-013-1010","AQS","6","77","46","43","29"
"08/16/2024","67","Ozone","MESA","04-013-1003","AQS","6","67","52","52","26"
"08/17/2024","77","Ozone","NORTH PHOENIX","04-013-1004","AQS","5","77","55","55","36"
"08/18/2024","90","Ozone","QUEEN VALLEY","04-021-8001","AQS","6","90","66","34","37"
"08/19/2024","133","Ozone","MESA","04-013-1003","AQS","7","133","38","51","42"
"08/20/2024","77","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","8","77","60","61","34"
"08/21/2024","64","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","64","53","56","38"
"08/22/2024","54","PM10","High School Air Monitoring Station","04-013-7024","AQS","5","54","54","53","39"
"08/23/2024","44","PM10","HIGLEY","04-013-4006","AQS","5","44","44","42","30"
"08/24/2024","58","Ozone","GLENDALE","04-013-2001","AQS","5","58","42","33","23"
"08/25/2024","60","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","49","60","49","25"
"08/26/2024","97","Ozone","Lehi Air Monitoring Station","04-013-7022","AQS","6","97","62","53","39"
"08/27/2024","78","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","71","78","65","39"
"08/28/2024","78","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","64","78","54","33"
"08/29/2024","81","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","80","81","60","36"
"08/30/2024","90","Ozone","MESA","04-013-1003","AQS","7","90","61","44","41"
"08/31/2024","87","Ozone","WEST PHOENIX","04-013-0019","AQS","6","87","76","49","30"
"09/01/2024","90","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","87","90","78","27"
"09/02/2024","115","Ozone","BUCKEYE","04-013-4011","AQS","7","115","94","72","44"
"09/03/2024","115","Ozone","DYSART","04-013-4010","AQS","7","115","88","63","40"
"09/04/2024","133","Ozone","GLENDALE","04-013-2001","AQS","7","133","74","39","50"
"09/05/2024","100","Ozone","WEST PHOENIX","04-013-0019","AQS","10","100","89","58","47"
"09/06/2024","112","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","100","112","76","45"
"09/07/2024","104","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","84","104","67","33"
"09/08/2024","77","Ozone","GLENDALE","04-013-2001","AQS","7","77","73","64","41"
"09/09/2024","98","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","71","98","77","43"
"09/10/2024","87","Ozone","NORTH PHOENIX","04-013-1004","AQS","10","87","83","60","45"
"09/11/2024","151","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","13","151","111","79","42"
"09/12/2024","82","PM10","STANFIELD","04-021-3008","AQS","8","50","82","52","35"
"09/13/2024","78","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","51","78","54","42"
"09/14/2024","61","Ozone","NORTH PHOENIX","04-013-1004","AQS","7","61","46","52","27"
"09/15/2024","66","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","41","64","66","21"
"09/16/2024","70","PM10","STANFIELD","04-021-3008","AQS","6","38","70","50","27"
"09/17/2024","61","PM10","BUCKEYE","04-013-4011","AQS","5","44","61","38","32"
"09/18/2024","71","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","50","71","54","36"
"09/19/2024","65","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","48","65","41","36"
"09/20/2024","66","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","42","66","51","28"
"09/21/2024","71","Ozone","QUEEN VALLEY","04-021-8001","AirNow","6","71","47","59","38"
"09/22/2024","90","Ozone","WEST PHOENIX","04-013-0019","AQS","13","90","71","61","44"
"09/23/2024","106","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","80","106","69","47"
"09/24/2024","87","Ozone","GLENDALE","04-013-2001","AQS","10","87","76","61","49"
"09/25/2024","85","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","80","85","60","47"
"09/26/2024","122","Ozone","DYSART","04-013-4010","AQS","7","122","86","57","46"
"09/27/2024","112","Ozone","NORTH PHOENIX","04-013-1004","AQS","11","112","96","74","56"
"09/28/2024","152","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","74","152","78","43"
"09/29/2024","104","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","80","104","71","34"
"09/30/2024","112","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","9","112","83","64","39"
"10/01/2024","93","Ozone","GLENDALE","04-013-2001","AirNow","8","93","76","69","."
"10/02/2024","108","Ozone","GLENDALE","04-013-2001","AirNow",".","108","107","74","."
"10/03/2024","141","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","108","141","87","."
"10/04/2024","105","Ozone","FALCON FIELD","04-013-1010","AirNow",".","105","103","90","."
"10/05/2024","105","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","97","105","70","."
"10/06/2024","114","PM10","HIDDEN VALLEY","04-021-3015","AirNow",".","71","114","78","."
"10/07/2024","105","Ozone","WEST PHOENIX","04-013-0019","AirNow",".","105","83","67","."
"10/08/2024","100","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AirNow",".","100","85","63","."
