"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"04/24/2019","87","Ozone","FALCON FIELD","04-013-1010","AQS","7","87","51","60","42"
"04/25/2019","90","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","87","90","79","44"
"04/26/2019","100","Ozone","FALCON FIELD","04-013-1010","AQS","8","100","67","61","42"
"04/27/2019","90","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","90","57","65","31"
"04/28/2019","64","Ozone","PINNACLE PEAK","04-013-2005","AQS","3","64","58","46","23"
"04/29/2019","86","PM10","Ak Chin Museum","04-021-7030","AQS","5","43","86","70","35"
"04/30/2019","60","PM10","Ak Chin Museum","04-021-7030","AQS","5","51","60","37","29"
"05/01/2019","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","71","66","52","37"
"05/02/2019","93","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","93","61","63","45"
"05/03/2019","108","Ozone","NORTH PHOENIX","04-013-1004","AQS","9","108","72","72","45"
"05/04/2019","101","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","101","82","73","44"
"05/05/2019","80","Ozone","MESA","04-013-1003","AQS","7","80","61","63","32"
"05/06/2019","68","PM10","Ak Chin Museum","04-021-7030","AQS","6","48","68","46","37"
"05/07/2019","62","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","49","46","62","37"
"05/08/2019","73","PM10","Ak Chin Museum","04-021-7030","AQS","7","58","73","67","33"
"05/09/2019","67","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","6","61","60","67","27"
"05/10/2019","55","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","51","52","55","30"
"05/11/2019","76","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","51","76","61","25"
"05/12/2019","49","Ozone","PINAL AIR PARK","04-021-3007","AQS","5","49","19","26","18"
"05/13/2019","93","Ozone","FALCON FIELD","04-013-1010","AQS","6","93","31","34","41"
"05/14/2019","97","Ozone","FALCON FIELD","04-013-1010","AQS","8","97","62","59","44"
"05/15/2019","97","Ozone","CAVE CREEK","04-013-4008","AQS","7","97","57","59","37"
"05/16/2019","95","PM10","WEST 43RD AVENUE","04-013-4009","AQS","6","50","95","41","41"
"05/17/2019","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","71","63","48","31"
"05/18/2019","67","Ozone","FALCON FIELD","04-013-1010","AQS","5","67","64","53","33"
"05/19/2019","65","PM10","Ak Chin Museum","04-021-7030","AQS","5","58","65","48","26"
"05/20/2019","64","PM10","WEST 43RD AVENUE","04-013-4009","AQS","3","51","64","26","20"
"05/21/2019","82","PM10","WEST 43RD AVENUE","04-013-4009","AQS","6","77","82","48","36"
"05/22/2019","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","71","56","55","31"
"05/23/2019","64","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","64","27","29","38"
"05/24/2019","93","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","93","54","46","49"
"05/25/2019","90","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","11","90","38","33","44"
"05/26/2019","56","PM10","High School Air Monitoring Station","04-013-7024","AQS","5","49","56","38","29"
"05/27/2019","50","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","50","45","35","17"
"05/28/2019","97","Ozone","FALCON FIELD","04-013-1010","AQS","6","97","73","58","49"
"05/29/2019","90","Ozone","FALCON FIELD","04-013-1010","AQS","8","90","82","64","43"
"05/30/2019","127","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","105","127","104","42"
"05/31/2019","90","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","90","69","69","33"
"06/01/2019","67","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","67","56","55","35"
"06/02/2019","54","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","51","34","54","19"
"06/03/2019","93","Ozone","CAVE CREEK","04-013-4008","AQS","7","93","84","79","28"
"06/04/2019","90","Ozone","FALCON FIELD","04-013-1010","AQS","6","90","75","52","39"
"06/05/2019","87","Ozone","FALCON FIELD","04-013-1010","AQS","7","87","64","56","34"
"06/06/2019","84","Ozone","FALCON FIELD","04-013-1010","AQS","6","84","65","62","32"
"06/07/2019","318","PM10","Ak Chin Museum","04-021-7030","AQS","6","64","318","67","30"
"06/08/2019","929","PM10","Ak Chin Museum","04-021-7030","AQS","6","133","929","72","48"
"06/09/2019","929","PM10","Ak Chin Museum","04-021-7030","AQS","7","115","929","68","42"
"06/10/2019","929","PM10","Ak Chin Museum","04-021-7030","AQS","7","64","929","62","37"
"06/11/2019","929","PM10","Ak Chin Museum","04-021-7030","AQS","7","97","929","69","33"
"06/12/2019","929","PM10","Ak Chin Museum","04-021-7030","AQS","7","115","929","92","44"
"06/13/2019","929","PM10","Ak Chin Museum","04-021-7030","AQS","7","84","929","70","41"
"06/14/2019","207","PM10","Ak Chin Museum","04-021-7030","AQS","3","64","207","56","32"
"06/15/2019","109","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","101","109","83","36"
"06/16/2019","67","Ozone","NORTH PHOENIX","04-013-1004","AQS","5","67","63","62","22"
"06/17/2019","74","PM10","Ak Chin Museum","04-021-7030","AQS","6","64","74","57","32"
"06/18/2019","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","87","93","68","33"
"06/19/2019","97","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","97","81","56","37"
"06/20/2019","97","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","97","86","74","29"
"06/21/2019","74","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","74","69","48","29"
"06/22/2019","75","PM10","STANFIELD","04-021-3008","AQS","3","67","75","62","21"
"06/23/2019","115","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","115","70","69","42"
"06/24/2019","136","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","9","136","112","94","44"
"06/25/2019","117","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","101","117","104","34"
"06/26/2019","77","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","45","69","77","33"
"06/27/2019","101","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","101","76","66","42"
"06/28/2019","125","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","101","125","81","38"
"06/29/2019","105","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","7","105","66","61","33"
"06/30/2019","77","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","77","62","57","17"
"07/01/2019","67","PM10","STANFIELD","04-021-3008","AQS","6","49","67","64","27"
"07/02/2019","81","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","50","80","81","31"
"07/03/2019","66","PM10","Ak Chin Museum","04-021-7030","AQS","6","47","66","58","25"
"07/04/2019","62","PM10","High School Air Monitoring Station","04-013-7024","AQS","5","61","62","52","26"
"07/05/2019","80","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","80","66","59","39"
"07/06/2019","93","Ozone","NORTH PHOENIX","04-013-1004","AQS","7","93","47","44","34"
"07/07/2019","54","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","54","52","31","28"
"07/08/2019","94","PM10","Ak Chin Museum","04-021-7030","AQS","5","61","94","56","40"
"07/09/2019","101","Ozone","NORTH PHOENIX","04-013-1004","AQS","8","101","74","43","41"
"07/10/2019","100","Ozone","QUEEN VALLEY","04-021-8001","AQS","8","100","65","54","40"
"07/11/2019","104","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","64","104","81","42"
"07/12/2019","100","Ozone","MESA","04-013-1003","AQS","5","100","76","53","42"
"07/13/2019","98","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","3","77","91","98","34"
"07/14/2019","86","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","3","64","67","86","26"
"07/15/2019","101","Ozone","FALCON FIELD","04-013-1010","AQS","3","101","87","89","41"
"07/16/2019","90","Ozone","FALCON FIELD","04-013-1010","AQS","5","90","67","65","44"
"07/17/2019","93","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","2","54","77","93","25"
"07/18/2019","91","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","2","74","91","91","32"
"07/19/2019","66","PM10","STANFIELD","04-021-3008","AQS","3","61","66","53","32"
"07/20/2019","72","PM10","HIDDEN VALLEY","04-021-3015","AQS","3","51","72","67","33"
"07/21/2019","72","PM10","Ak Chin Museum","04-021-7030","AQS","3","50","72","58","13"
"07/22/2019","142","PM10","BUCKEYE","04-013-4011","AQS","2","54","142","69","25"
"07/23/2019","136","Ozone","NORTH PHOENIX","04-013-1004","AQS","3","136","58","68","38"
"07/24/2019","140","Ozone","WEST CHANDLER","04-013-4004","AQS","5","140","34","46","35"
"07/25/2019","147","Ozone","MESA","04-013-1003","AQS","5","147","57","43","35"
"07/26/2019","105","Ozone","FALCON FIELD","04-013-1010","AQS","3","105","41","47","32"
"07/27/2019","80","Ozone","MESA","04-013-1003","AQS","5","80","43","55","28"
"07/28/2019","90","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","90","33","40","19"
"07/29/2019","87","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","87","77","77","30"
"07/30/2019","112","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","112","82","59","33"
"07/31/2019","101","Ozone","NORTH PHOENIX","04-013-1004","AQS","7","101","52","48","28"
"08/01/2019","129","Ozone","BUCKEYE","04-013-4011","AQS","8","129","56","65","42"
"08/02/2019","105","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","9","105","55","46","42"
"08/03/2019","90","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","90","73","74","25"
"08/04/2019","115","Ozone","CENTRAL PHOENIX","04-013-3002","AQS","6","115","31","41","44"
"08/05/2019","119","Ozone","MESA","04-013-1003","AQS","8","119","73","47","41"
"08/06/2019","100","Ozone","WEST CHANDLER","04-013-4004","AQS","8","100","62","58","48"
"08/07/2019","80","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","7","80","61","52","35"
"08/08/2019","105","Ozone","MESA","04-013-1003","AQS","8","105","73","69","38"
"08/09/2019","77","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","51","77","76","39"
"08/10/2019","53","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","8","49","51","53","35"
"08/11/2019","67","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","67","52","48","27"
"08/12/2019","101","Ozone","CENTRAL PHOENIX","04-013-3002","AQS","8","101","89","84","48"
"08/13/2019","80","Ozone","QUEEN VALLEY","04-021-8001","AQS","7","80","52","53","41"
"08/14/2019","96","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","93","96","83","47"
"08/15/2019","97","Ozone","PINNACLE PEAK","04-013-2005","AQS","10","97","84","72","44"
"08/16/2019","108","Ozone","MESA","04-013-1003","AQS","8","108","70","85","38"
"08/17/2019","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","71","51","62","26"
"08/18/2019","83","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","77","78","83","41"
"08/19/2019","128","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","8","74","78","128","40"
"08/20/2019","87","Ozone","PINNACLE PEAK","04-013-2005","AQS","9","87","70","58","40"
"08/21/2019","90","Ozone","FALCON FIELD","04-013-1010","AQS","10","90","70","51","46"
"08/22/2019","79","PM10","STANFIELD","04-021-3008","AQS","9","67","79","61","47"
"08/23/2019","84","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","7","84","59","56","30"
"08/24/2019","60","PM10","Ak Chin Museum","04-021-7030","AQS","6","54","60","33","20"
"08/25/2019","52","PM10","Ak Chin Museum","04-021-7030","AQS","3","46","52","24","9"
"08/26/2019","67","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","67","59","48","17"
"08/27/2019","75","PM10","WEST 43RD AVENUE","04-013-4009","AQS","7","54","75","60","24"
"08/28/2019","96","PM10","WEST 43RD AVENUE","04-013-4009","AQS","6","48","96","74","24"
"08/29/2019","108","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","5","108","90","52","32"
"08/30/2019","244","PM10","Ak Chin Museum","04-021-7030","AQS","6","74","244","44","32"
"08/31/2019","74","Ozone","FALCON FIELD","04-013-1010","AQS","5","74","56","53","33"
"09/01/2019","74","Ozone","WEST PHOENIX","04-013-0019","AQS","6","74","66","57","33"
"09/02/2019","105","Ozone","MESA","04-013-1003","AQS","3","105","40","38","22"
"09/03/2019","108","Ozone","MESA","04-013-1003","AQS","6","108","63","63","40"
"09/04/2019","101","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","101","71","65","43"
"09/05/2019","93","Ozone","DYSART","04-013-4010","AQS","7","93","75","70","34"
"09/06/2019","101","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","6","101","73","55","32"
"09/07/2019","80","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","3","80","62","45","20"
"09/08/2019","47","Ozone","PINNACLE PEAK","04-013-2005","AQS","3","47","44","46","19"
"09/09/2019","64","Ozone","CAVE CREEK","04-013-4008","AQS","6","64","54","43","36"
"09/10/2019","65","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","42","65","33","20"
"09/11/2019","51","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","51","48","38","38"
"09/12/2019","77","Ozone","CASA GRANDE AIRPORT","04-021-3003","AQS","8","77","66","54","38"
"09/13/2019","101","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","101","72","58","49"
"09/14/2019","151","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","7","54","151","56","34"
"09/15/2019","63","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","49","63","59","33"
"09/16/2019","61","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","61","56","35","40"
"09/17/2019","51","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","51","48","42","41"
"09/18/2019","82","PM10","WEST 43RD AVENUE","04-013-4009","AQS","10","58","82","51","40"
"09/19/2019","72","PM10","WEST 43RD AVENUE","04-013-4009","AQS","9","45","72","41","39"
"09/20/2019","76","PM10","WEST 43RD AVENUE","04-013-4009","AQS","9","67","76","32","38"
"09/21/2019","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","71","62","53","49"
"09/22/2019","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","58","84","59","40"
"09/23/2019","75","PM10","ELOY","04-021-3014","AQS","9","38","75","31","25"
"09/24/2019","41","Ozone","DYSART","04-013-4010","AQS","7","41","19","31","30"
"09/25/2019","37","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","37","32","23","28"
"09/26/2019","59","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","35","59","24","25"
"09/27/2019","51","Ozone","QUEEN VALLEY","04-021-8001","AQS","5","51","22","32","31"
"09/28/2019","49","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","49","25","31","30"
"09/29/2019","43","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","43","19","25","25"
"09/30/2019","85","PM10","WEST 43RD AVENUE","04-013-4009","AQS","7","54","85","37","37"
"10/01/2019","71","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","71","59","46","54"
"10/02/2019","67","Ozone","WEST PHOENIX","04-013-0019","AQS","8","67","55","52","47"
"10/03/2019","56","PM10","STANFIELD","04-021-3008","AQS","9","47","56","55","49"
"10/04/2019","53","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","9","48","52","53","38"
"10/05/2019","55","PM10","STANFIELD","04-021-3008","AQS","10","47","55","52","37"
"10/06/2019","71","Ozone","NORTH PHOENIX","04-013-1004","AQS","11","71","61","59","51"
"10/07/2019","77","Ozone","DYSART","04-013-4010","AQS","14","77","63","56","51"
"10/08/2019","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","67","84","69","48"
"10/09/2019","81","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","50","81","67","38"
"10/10/2019","77","Ozone","QUEEN VALLEY","04-021-8001","AQS","7","77","63","73","35"
"10/11/2019","76","PM10","STANFIELD","04-021-3008","AQS","8","50","76","44","46"
