"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/20/2017","54","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","9","42","18","54","37"
"01/21/2017","83","PM10","STANFIELD","04-021-3008","AQS","8","44","83","36","39"
"01/22/2017","60","PM2.5","GLENDALE","04-013-2001","AQS","9","42","25","60","39"
"01/23/2017","44","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","44","22","35","38"
"01/24/2017","45","NO2","Thirty-Third","04-013-4020","AQS","9","43","13","35","45"
"01/25/2017","56","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","11","42","26","56","44"
"01/26/2017","58","PM2.5","WEST PHOENIX","04-013-0019","AQS","14","44","25","58","41"
"01/27/2017","45","NO2","Thirty-Third","04-013-4020","AQS","8","42","29","24","45"
"01/28/2017","64","PM2.5","WEST PHOENIX","04-013-0019","AQS","14","46","26","64","42"
"01/29/2017","85","PM2.5","WEST PHOENIX","04-013-0019","AQS","24","44","38","85","43"
"01/30/2017","64","NO2","Thirty-Third","04-013-4020","AQS","17","43","59","58","64"
"01/31/2017","72","PM2.5","WEST PHOENIX","04-013-0019","AQS","23","44","56","72","58"
"02/01/2017","65","PM10","HIDDEN VALLEY","04-021-3015","AQS","23","44","65","64","52"
"02/02/2017","59","PM2.5","WEST PHOENIX","04-013-0019","AQS","19","43","53","59","53"
"02/03/2017","88","PM10","HIDDEN VALLEY","04-021-3015","AQS","22","41","88","69","53"
"02/04/2017","69","PM2.5","WEST PHOENIX","04-013-0019","AQS","26","43","53","69","47"
"02/05/2017","77","PM2.5","WEST PHOENIX","04-013-0019","AQS","19","39","44","77","67"
"02/06/2017","62","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","13","37","59","62","42"
"02/07/2017","48","PM2.5","WEST PHOENIX","04-013-0019","AQS","11","40","44","48","44"
"02/08/2017","70","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","41","70","55","60"
"02/09/2017","60","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","17","39","58","60","47"
"02/10/2017","61","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","14","40","61","61","58"
"02/11/2017","57","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","15","40","51","57","44"
"02/12/2017","37","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","37","28","33","33"
"02/13/2017","51","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","40","51","44","42"
"02/14/2017","53","PM10","STANFIELD","04-021-3008","AQS","11","41","53","51","43"
"02/15/2017","56","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","44","56","54","45"
"02/16/2017","51","PM2.5","WEST PHOENIX","04-013-0019","AQS","13","46","41","51","51"
"02/17/2017","58","PM10","STANFIELD","04-021-3008","AQS","13","46","58","42","44"
"02/18/2017","54","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","54","30","44","28"
"02/19/2017","49","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","49","6","47","30"
"02/20/2017","53","PM2.5","MESA","04-013-1003","AQS","10","45","18","53","46"
"02/21/2017","54","PM2.5","WEST PHOENIX","04-013-0019","AQS","15","41","26","54","40"
"02/22/2017","53","PM2.5","WEST PHOENIX","04-013-0019","AQS","14","46","26","53","39"
"02/23/2017","49","Ozone","PINAL AIR PARK","04-021-3007","AQS","7","49","30","34","31"
"02/24/2017","51","Ozone","PINAL AIR PARK","04-021-3007","AQS","10","51","44","45","43"
"02/25/2017","63","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","49","63","59","45"
"02/26/2017","54","PM2.5","NORTH PHOENIX","04-013-1004","AQS","9","50","32","54","41"
"02/27/2017","43","PM2.5","MESA","04-013-1003","AQS","8","42","28","43","42"
"02/28/2017","48","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","9","48","12","47","45"
"03/01/2017","45","PM2.5","DURANGO COMPLEX","04-013-9812","AQS","16","44","21","45","44"
"03/02/2017","52","NO2","Thirty-Third","04-013-4020","AQS","13","45","31","38","52"
"03/03/2017","55","PM10","WEST 43RD AVENUE","04-013-4009","AQS","14","44","55","54","51"
"03/04/2017","55","PM2.5","WEST PHOENIX","04-013-0019","AQS","11","49","40","55","49"
"03/05/2017","42","Ozone","St Johns Air Monitoring Site","04-013-7003","AQS","15","42","40","41","35"
"03/06/2017","50","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","50","37","34","42"
"03/07/2017","54","PM2.5","WEST PHOENIX","04-013-0019","AQS","14","49","49","54","53"
"03/08/2017","62","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","48","62","58","52"
"03/09/2017","64","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","10","64","62","54","62"
"03/10/2017","71","Ozone","WEST CHANDLER","04-013-4004","AQS","15","71","70","58","54"
"03/11/2017","57","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","14","54","52","57","47"
"03/12/2017","61","Ozone","NORTH PHOENIX","04-013-1004","AQS","16","61","59","53","46"
"03/13/2017","82","PM10","HIDDEN VALLEY","04-021-3015","AQS","15","71","82","66","60"
"03/14/2017","98","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","74","98","85","60"
"03/15/2017","80","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","67","80","60","56"
"03/16/2017","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","74","86","69","57"
"03/17/2017","81","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","11","74","77","81","61"
"03/18/2017","91","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","84","91","65","53"
"03/19/2017","80","Ozone","MESA","04-013-1003","AQS","15","80","77","62","56"
"03/20/2017","97","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","13","90","97","97","47"
"03/21/2017","63","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","54","63","54","48"
"03/22/2017","100","PM10","MARICOPA 1405","04-021-3016","AQS","8","45","100","57","40"
"03/23/2017","47","Ozone","WEST PHOENIX","04-013-0019","AQS","6","47","21","25","45"
"03/24/2017","51","Ozone","QUEEN VALLEY","04-021-8001","AQS","8","51","50","40","44"
"03/25/2017","61","Ozone","MESA","04-013-1003","AQS","11","61","41","52","42"
"03/26/2017","64","Ozone","WEST PHOENIX","04-013-0019","AQS","9","64","62","54","46"
"03/27/2017","61","Ozone","PINNACLE PEAK","04-013-2005","AQS","11","61","57","55","41"
"03/28/2017","48","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","48","44","21","42"
"03/29/2017","54","PM10","PINAL AIR PARK","04-021-3007","AQS","6","54","54","31","45"
"03/30/2017","105","PM10","WEST 43RD AVENUE","04-013-4009","AQS","8","54","105","70","42"
"03/31/2017","91","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","50","91","83","34"
"04/01/2017","58","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","58","57","52","44"
"04/02/2017","67","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","9","67","54","59","44"
"04/03/2017","64","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","64","59","58","44"
"04/04/2017","74","Ozone","PINAL AIR PARK","04-021-3007","AQS","7","74","55","44","54"
"04/05/2017","80","Ozone","WEST PHOENIX","04-013-0019","AQS","8","80","66","56","58"
"04/06/2017","77","Ozone","WEST PHOENIX","04-013-0019","AQS","10","77","70","59","53"
"04/07/2017","99","PM10","HIDDEN VALLEY","04-021-3015","AQS","10","77","99","76","48"
"04/08/2017","70","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","64","70","54","47"
"04/09/2017","93","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","93","41","62","32"
"04/10/2017","112","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","112","83","76","61"
"04/11/2017","108","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","13","108","87","75","55"
"04/12/2017","112","Ozone","BUCKEYE","04-013-4011","AQS","13","112","72","65","65"
"04/13/2017","105","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","97","105","99","57"
"04/14/2017","87","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","87","59","61","44"
"04/15/2017","133","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","133","47","72","62"
"04/16/2017","115","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","16","115","70","73","54"
"04/17/2017","90","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","11","90","57","87","51"
"04/18/2017","63","PM10","STANFIELD","04-021-3008","AQS","10","54","63","56","40"
"04/19/2017","87","Ozone","PINNACLE PEAK","04-013-2005","AQS","5","87","41","45","45"
"04/20/2017","111","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","108","111","76","53"
"04/21/2017","105","Ozone","QUEEN VALLEY","04-021-8001","AQS","8","105","74","56","47"
"04/22/2017","108","Ozone","MESA","04-013-1003","AQS","10","108","92","65","56"
"04/23/2017","93","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","18","93","68","63","51"
"04/24/2017","87","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","87","59","53","44"
"04/25/2017","82","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","5","74","76","82","30"
"04/26/2017","84","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","3","84","82","29","49"
"04/27/2017","72","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","71","66","72","48"
"04/28/2017","161","PM10","Sacaton Air Monitoring Site","04-021-7001","AQS","3","77","161","57","26"
"04/29/2017","51","Ozone","PINAL AIR PARK","04-021-3007","AQS","3","51","29","23","37"
"04/30/2017","77","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","6","77","59","50","45"
"05/01/2017","117","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","80","117","96","49"
"05/02/2017","93","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","8","93","68","57","49"
"05/03/2017","101","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","84","101","84","49"
"05/04/2017","152","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","9","93","84","152","54"
"05/05/2017","112","Ozone","DYSART","04-013-4010","AQS","13","112","81","73","53"
"05/06/2017","170","PM10","STANFIELD","04-021-3008","AQS","5","49","170","64","34"
"05/07/2017","109","PM10","BUCKEYE","04-013-4011","AQS","3","46","109","65","34"
"05/08/2017","54","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","49","54","51","38"
"05/09/2017","54","Ozone","NORTH PHOENIX","04-013-1004","AQS","5","54","13","27","39"
"05/10/2017","71","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","5","71","23","29","37"
"05/11/2017","108","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","6","108","55","51","47"
"05/12/2017","108","Ozone","NORTH PHOENIX","04-013-1004","AQS","8","108","68","49","42"
"05/13/2017","77","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","77","43","45","41"
"05/14/2017","58","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","58","53","49","30"
"05/15/2017","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","61","84","57","48"
"05/16/2017","74","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","5","74","58","53","42"
"05/17/2017","67","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","67","43","40","42"
"05/18/2017","77","PM10","STANFIELD","04-021-3008","AQS","5","50","77","52","38"
"05/19/2017","71","Ozone","WEST PHOENIX","04-013-0019","AQS","5","71","53","33","42"
"05/20/2017","64","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","64","62","41","44"
"05/21/2017","100","Ozone","WEST PHOENIX","04-013-0019","AQS","8","100","79","61","48"
"05/22/2017","97","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","8","97","66","61","47"
"05/23/2017","101","Ozone","MESA","04-013-1003","AQS","6","101","67","49","50"
"05/24/2017","90","Ozone","NORTH PHOENIX","04-013-1004","AQS","9","90","72","63","46"
"05/25/2017","77","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","77","54","37","46"
"05/26/2017","67","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","67","50","39","40"
"05/27/2017","71","Ozone","NORTH PHOENIX","04-013-1004","AQS","5","71","60","62","37"
"05/28/2017","76","PM10","STANFIELD","04-021-3008","AQS","7","74","76","67","46"
"05/29/2017","100","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","9","100","79","69","51"
"05/30/2017","113","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","8","90","113","84","46"
"05/31/2017","100","Ozone","DYSART","04-013-4010","AQS","6","100","69","58","46"
"06/01/2017","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","61","93","63","47"
"06/02/2017","100","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","3","100","96","75","42"
"06/03/2017","105","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","6","105","82","81","41"
"06/04/2017","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","80","86","71","26"
"06/05/2017","87","Ozone","QUEEN VALLEY","04-021-8001","AQS","7","87","78","65","38"
"06/06/2017","84","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","8","84","69","70","42"
"06/07/2017","132","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","58","132","99","35"
"06/08/2017","85","PM10","STANFIELD","04-021-3008","AQS","7","80","85","69","46"
"06/09/2017","84","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","9","84","65","66","49"
"06/10/2017","74","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","74","59","62","31"
"06/11/2017","71","PM10","STANFIELD","04-021-3008","AQS","3","45","71","58","23"
"06/12/2017","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","3","71","56","68","42"
"06/13/2017","129","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","6","129","78","69","58"
"06/14/2017","156","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","10","156","120","83","66"
"06/15/2017","149","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","133","149","109","58"
"06/16/2017","122","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","10","122","77","66","52"
"06/17/2017","119","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","6","119","89","83","41"
"06/18/2017","122","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","5","122","81","79","39"
"06/19/2017","143","Ozone","FALCON FIELD","04-013-1010","AQS","9","143","95","80","53"
"06/20/2017","126","Ozone","NORTH PHOENIX","04-013-1004","AQS","10","126","110","95","64"
"06/21/2017","140","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","9","140","86","88","53"
"06/22/2017","96","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","87","96","83","34"
"06/23/2017","90","Ozone","FALCON FIELD","04-013-1010","AQS","5","90","83","87","34"
"06/24/2017","100","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","100","73","91","42"
"06/25/2017","108","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","6","84","89","108","40"
"06/26/2017","111","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","7","105","110","111","43"
"06/27/2017","96","PM10","STANFIELD","04-021-3008","AQS","7","74","96","64","45"
"06/28/2017","80","Ozone","Red Mountain Air Monitoring Station","04-013-7021","AQS","6","80","66","67","45"
"06/29/2017","80","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","80","79","63","33"
"06/30/2017","123","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","100","123","99","48"
"07/01/2017","94","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","84","94","75","44"
"07/02/2017","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","5","71","66","63","33"
"07/03/2017","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","48","87","86","25"
"07/04/2017","67","Ozone","MESA","04-013-1003","AQS","5","67","61","66","25"
"07/05/2017","64","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","61","64","60","32"
"07/06/2017","112","Ozone","QUEEN VALLEY","04-021-8001","AQS","7","112","100","75","38"
"07/07/2017","154","Ozone","DYSART","04-013-4010","AQS","8","154","136","92","47"
"07/08/2017","96","PM10","CASA GRANDE DOWNTOWN","04-021-0001","AQS","6","64","96","76","35"
"07/09/2017","97","Ozone","MESA","04-013-1003","AQS","5","97","95","81","15"
"07/10/2017","126","Ozone","MESA","04-013-1003","AQS","6","126","97","107","43"
"07/11/2017","90","Ozone","MESA","04-013-1003","AQS","6","90","53","42","37"
"07/12/2017","87","Ozone","QUEEN VALLEY","04-021-8001","AQS","6","87","68","74","36"
"07/13/2017","98","PM10","STANFIELD","04-021-3008","AQS","6","84","98","51","34"
"07/14/2017","139","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","6","93","139","54","35"
"07/15/2017","358","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","5","80","358","74","25"
"07/16/2017","138","PM10","St Johns Air Monitoring Site","04-013-7003","AQS","5","80","138","59","16"
"07/17/2017","97","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","7","97","64","58","35"
"07/18/2017","108","Ozone","NORTH PHOENIX","04-013-1004","AQS","6","108","82","53","39"
"07/19/2017","64","Ozone","FALCON FIELD","04-013-1010","AQS","7","64","41","38","37"
"07/20/2017","93","Ozone","MESA","04-013-1003","AQS","7","93","42","36","39"
"07/21/2017","77","Ozone","BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA","04-013-9702","AQS","6","77","55","36","39"
"07/22/2017","68","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","54","68","61","28"
"07/23/2017","58","PM10","WEST 43RD AVENUE","04-013-4009","AQS","5","51","58","36","20"
"07/24/2017","74","Ozone","WEST PHOENIX","04-013-0019","AQS","6","74","19","37","35"
"07/25/2017","50","PM2.5","SOUTH PHOENIX","04-013-4003","AQS","7","48","36","50","38"
"07/26/2017","80","Ozone","MESA","04-013-1003","AQS","6","80","39","51","34"
"07/27/2017","93","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","67","93","74","33"
"07/28/2017","90","PM10","St Johns Air Monitoring Site","04-013-7003","AQS","6","64","90","32","38"
"07/29/2017","184","PM10","Sacaton Air Monitoring Site","04-021-7001","AQS","5","84","184","26","33"
"07/30/2017","129","Ozone","MESA","04-013-1003","AQS","5","129","83","77","38"
"07/31/2017","105","Ozone","DYSART","04-013-4010","AQS","7","105","72","33","35"
"08/01/2017","70","PM10","Sacaton Air Monitoring Site","04-021-7001","AQS","6","67","70","27","31"
"08/02/2017","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","46","86","74","36"
"08/03/2017","122","PM10","Casa Blanca Air Monitoring Site","04-021-7004","AQS","7","119","122","37","36"
"08/04/2017","130","PM10","STANFIELD","04-021-3008","AQS","8","122","130","34","36"
"08/05/2017","55","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","6","46","46","55","34"
"08/06/2017","99","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","47","99","32","36"
"08/07/2017","104","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","71","104","36","44"
"08/08/2017","116","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","100","116","97","50"
"08/09/2017","100","Ozone","MESA","04-013-1003","AQS","8","100","98","44","45"
"08/10/2017","128","PM10","STANFIELD","04-021-3008","AQS","7","67","128","51","42"
"08/11/2017","156","Ozone","WEST PHOENIX","04-013-0019","AQS","7","156","41","37","40"
"08/12/2017","74","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","74","46","34","34"
"08/13/2017","51","Ozone","MESA","04-013-1003","AQS","5","51","27","23","19"
"08/14/2017","52","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","8","48","46","52","36"
"08/15/2017","54","Ozone","PINNACLE PEAK","04-013-2005","AQS","7","54","53","34","41"
"08/16/2017","46","NO2","Thirty-Third","04-013-4020","AQS","7","45","44","34","46"
"08/17/2017","77","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","71","77","61","54"
"08/18/2017","100","Ozone","PINNACLE PEAK","04-013-2005","AQS","8","100","70","34","47"
"08/19/2017","72","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","50","72","36","42"
"08/20/2017","114","PM10","HIDDEN VALLEY","04-021-3015","AQS","5","44","114","90","31"
"08/21/2017","83","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","58","83","33","34"
"08/22/2017","87","Ozone","MESA","04-013-1003","AQS","6","87","76","38","36"
"08/23/2017","97","PM10","PINAL AIR PARK","04-021-3007","AQS","8","87","97","55","38"
"08/24/2017","100","Ozone","WEST PHOENIX","04-013-0019","AQS","7","100","46","42","36"
"08/25/2017","115","Ozone","MESA","04-013-1003","AQS","9","115","61","53","52"
"08/26/2017","120","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","101","120","85","47"
"08/27/2017","100","Ozone","WEST PHOENIX","04-013-0019","AQS","6","100","94","68","22"
"08/28/2017","134","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","119","134","82","39"
"08/29/2017","115","Ozone","NORTH PHOENIX","04-013-1004","AQS","8","115","98","85","43"
"08/30/2017","122","Ozone","DYSART","04-013-4010","AQS","7","122","117","90","53"
"08/31/2017","102","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","67","102","78","53"
"09/01/2017","136","Ozone","DYSART","04-013-4010","AQS","8","136","85","77","61"
"09/02/2017","66","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","47","66","63","44"
"09/03/2017","52","PM2.5","CASA GRANDE DOWNTOWN","04-021-0001","AQS","3","50","38","52","15"
"09/04/2017","64","Ozone","QUEEN VALLEY","04-021-8001","AQS","3","64","43","53","24"
"09/05/2017","112","Ozone","DYSART","04-013-4010","AQS","8","112","61","58","40"
"09/06/2017","138","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","112","138","105","52"
"09/07/2017","289","PM10","PINAL COUNTY HOUSING (aka ELEVEN MILE CORNER)","04-021-3011","AQS","9","122","289","94","52"
"09/08/2017","112","Ozone","A J MAINTENANCE YARD","04-021-3001","AQS","8","112","72","69","41"
"09/09/2017","90","Ozone","MESA","04-013-1003","AQS","7","90","47","61","32"
"09/10/2017","71","Ozone","MESA","04-013-1003","AQS","6","71","48","60","39"
"09/11/2017","90","Ozone","NORTH PHOENIX","04-013-1004","AQS","8","90","64","60","39"
"09/12/2017","105","Ozone","MESA","04-013-1003","AQS","8","105","67","70","38"
"09/13/2017","79","PM10","HIDDEN VALLEY","04-021-3015","AQS","7","51","79","76","37"
"09/14/2017","165","PM10","STANFIELD","04-021-3008","AQS","6","45","165","55","29"
"09/15/2017","64","Ozone","PINNACLE PEAK","04-013-2005","AQS","6","64","50","34","40"
"09/16/2017","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","51","84","77","42"
"09/17/2017","52","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","49","52","45","39"
"09/18/2017","105","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","54","105","70","43"
"09/19/2017","81","PM10","STANFIELD","04-021-3008","AQS","8","58","81","58","39"
"09/20/2017","73","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","49","73","51","39"
"09/21/2017","92","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","44","92","60","39"
"09/22/2017","57","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","47","57","51","36"
"09/23/2017","87","PM10","HIDDEN VALLEY","04-021-3015","AQS","6","58","87","69","38"
"09/24/2017","74","PM10","STANFIELD","04-021-3008","AQS","6","58","74","40","32"
"09/25/2017","94","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","61","94","67","40"
"09/26/2017","112","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","67","112","90","49"
"09/27/2017","99","PM10","HIDDEN VALLEY","04-021-3015","AQS","9","74","99","70","48"
"09/28/2017","93","Ozone","NORTH PHOENIX","04-013-1004","AQS","10","93","77","68","65"
"09/29/2017","86","PM10","HIDDEN VALLEY","04-021-3015","AQS","14","84","86","77","55"
"09/30/2017","116","PM10","HIDDEN VALLEY","04-021-3015","AQS","13","80","116","78","47"
"10/01/2017","80","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","10","80","56","62","43"
"10/02/2017","71","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","6","71","61","55","43"
"10/03/2017","93","Ozone","HUMBOLDT MOUNTAIN","04-013-9508","AQS","8","93","73","64","55"
"10/04/2017","81","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","13","50","79","81","52"
"10/05/2017","84","PM10","HIDDEN VALLEY","04-021-3015","AQS","8","58","84","56","41"
"10/06/2017","74","Ozone","QUEEN VALLEY","04-021-8001","AQS","8","74","68","60","40"
"10/07/2017","138","PM10","HIDDEN VALLEY","04-021-3015","AQS","11","90","138","108","53"
"10/08/2017","114","PM10","HIDDEN VALLEY","04-021-3015","AQS","17","84","114","55","46"
"10/09/2017","76","PM10","STANFIELD","04-021-3008","AQS","8","54","76","60","47"
"10/10/2017","85","PM2.5","HIDDEN VALLEY","04-021-3015","AQS","9","50","80","85","53"
"10/11/2017","86","PM10","STANFIELD","04-021-3008","AQS","10","51","86","77","47"
