"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"02/23/2018","54","PM2.5","Durham Armory","37-063-0015","AQS",".","15","54"
"02/24/2018","51","PM2.5","Durham Armory","37-063-0015","AQS",".","13","51"
"02/25/2018","38","PM2.5","Durham Armory","37-063-0015","AQS",".","10","38"
"02/26/2018","25","PM2.5","Durham Armory","37-063-0015","AQS",".","6","25"
"02/27/2018","33","PM2.5","Durham Armory","37-063-0015","AQS",".","8","33"
"02/28/2018","54","PM2.5","Durham Armory","37-063-0015","AQS",".","13","54"
"03/01/2018","50","PM2.5","Durham Armory","37-063-0015","AQS","39","9","50"
"03/02/2018","43","Ozone","Bushy Fork","37-145-0003","AQS","43","6","27"
"03/03/2018","44","Ozone","Bushy Fork","37-145-0003","AQS","44","6","26"
"03/04/2018","44","Ozone","Durham Armory","37-063-0015","AQS","44","6","32"
"03/05/2018","43","Ozone","Bushy Fork","37-145-0003","AQS","43","9","39"
"03/06/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","31","10","52"
"03/07/2018","39","PM2.5","Durham Armory","37-063-0015","AQS","34","7","39"
"03/08/2018","41","Ozone","Bushy Fork","37-145-0003","AQS","41","7","36"
"03/09/2018","44","Ozone","Bushy Fork","37-145-0003","AQS","44","10","39"
"03/10/2018","62","PM2.5","Durham Armory","37-063-0015","AQS","38","18","62"
"03/11/2018","65","PM2.5","Durham Armory","37-063-0015","AQS","33","16","65"
"03/12/2018","54","PM2.5","Durham Armory","37-063-0015","AQS","38","9","54"
"03/13/2018","45","PM2.5","Durham Armory","37-063-0015","AQS","44","8","45"
"03/14/2018","43","Ozone","Bushy Fork","37-145-0003","AQS","43","6","42"
"03/15/2018","58","Ozone","Bushy Fork","37-145-0003","AQS","58","16","51"
"03/16/2018","55","PM2.5","Durham Armory","37-063-0015","AQS","50","15","55"
"03/17/2018","56","PM2.5","Durham Armory","37-063-0015","AQS","54","18","56"
"03/18/2018","45","Ozone","Bushy Fork","37-145-0003","AQS","45","9","43"
"03/19/2018","44","PM2.5","Durham Armory","37-063-0015","AQS","44","15","44"
"03/20/2018","34","Ozone","Bushy Fork","37-145-0003","AQS","34","5","23"
"03/21/2018","32","Ozone","Bushy Fork","37-145-0003","AQS","32","5","31"
"03/22/2018","43","Ozone","Bushy Fork","37-145-0003","AQS","43","6","33"
"03/23/2018","50","Ozone","Bushy Fork","37-145-0003","AQS","50","10","45"
"03/24/2018","51","PM2.5","Durham Armory","37-063-0015","AQS","44","10","51"
"03/25/2018","46","Ozone","Bushy Fork","37-145-0003","AQS","46","6","39"
"03/26/2018","44","Ozone","Bushy Fork","37-145-0003","AQS","44","10","30"
"03/27/2018","39","PM2.5","Durham Armory","37-063-0015","AQS","36","15","39"
"03/28/2018","49","PM2.5","Durham Armory","37-063-0015","AQS","45","16","49"
"03/29/2018","50","Ozone","Bushy Fork","37-145-0003","AQS","50",".","."
"03/30/2018","42","Ozone","Bushy Fork","37-145-0003","AQS","42",".","26"
"03/31/2018","47","Ozone","Bushy Fork","37-145-0003","AQS","47",".","."
"04/01/2018","49","Ozone","Bushy Fork","37-145-0003","AQS","49",".","."
"04/02/2018","48","Ozone","Durham Armory","37-063-0015","AQS","48",".","43"
"04/03/2018","61","PM2.5","Durham Armory","37-063-0015","AQS","40","24","61"
"04/04/2018","45","Ozone","Bushy Fork","37-145-0003","AQS","45","27","38"
"04/05/2018","45","Ozone","Durham Armory","37-063-0015","AQS","45","12","38"
"04/06/2018","57","PM2.5","Durham Armory","37-063-0015","AQS","51","24","57"
"04/07/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","44","10","52"
"04/08/2018","45","Ozone","Bushy Fork","37-145-0003","AQS","45","7","43"
"04/09/2018","54","PM2.5","Durham Armory","37-063-0015","AQS","48","12","54"
"04/10/2018","54","PM2.5","Durham Armory","37-063-0015","AQS","44","12","54"
"04/11/2018","58","PM2.5","Durham Armory","37-063-0015","AQS","49","16","58"
"04/12/2018","58","PM2.5","Durham Armory","37-063-0015","AQS","54","22","58"
"04/13/2018","61","Ozone","Bushy Fork","37-145-0003","AQS","61","19","56"
"04/14/2018","53","PM2.5","Durham Armory","37-063-0015","AQS","48","19","53"
"04/15/2018","38","Ozone","Bushy Fork","37-145-0003","AQS","38","14","33"
"04/16/2018","34","Ozone","Bushy Fork","37-145-0003","AQS","34","8","23"
"04/17/2018","50","Ozone","Bushy Fork","37-145-0003","AQS","50","7","31"
"04/18/2018","64","Ozone","Bushy Fork","37-145-0003","AQS","64","15","52"
"04/19/2018","46","Ozone","Durham Armory","37-063-0015","AQS","46","18","43"
"04/20/2018","61","Ozone","Bushy Fork","37-145-0003","AQS","61","8","34"
"04/21/2018","77","Ozone","Durham Armory","37-063-0015","AQS","77","13","50"
"04/22/2018","64","Ozone","Durham Armory","37-063-0015","AQS","64","13","51"
"04/23/2018","47","Ozone","Durham Armory","37-063-0015","AQS","47","13","31"
"04/24/2018","43","Ozone","Bushy Fork","37-145-0003","AQS","43","3","13"
"04/25/2018","34","Ozone","Bushy Fork","37-145-0003","AQS","34","10","22"
"04/26/2018","44","Ozone","Durham Armory","37-063-0015","AQS","44","7","27"
"04/27/2018","45","Ozone","Durham Armory","37-063-0015","AQS","45","6","27"
"04/28/2018","71","Ozone","Durham Armory","37-063-0015","AQS","71","15","48"
"04/29/2018","44","Ozone","Durham Armory","37-063-0015","AQS","44","12","32"
"04/30/2018","54","Ozone","Bushy Fork","37-145-0003","AQS","54","10","41"
"05/01/2018","74","Ozone","Bushy Fork","37-145-0003","AQS","74","13","52"
"05/02/2018","97","Ozone","Bushy Fork","37-145-0003","AQS","97","16","53"
"05/03/2018","61","Ozone","Bushy Fork","37-145-0003","AQS","61","18","53"
"05/04/2018","61","Ozone","Bushy Fork","37-145-0003","AQS","61","23","51"
"05/05/2018","58","PM2.5","Durham Armory","37-063-0015","AQS","45","22","58"
"05/06/2018","39","PM2.5","Durham Armory","37-063-0015","AQS","36","12","39"
"05/07/2018","44","Ozone","Bushy Fork","37-145-0003","AQS","44","12","36"
"05/08/2018","50","Ozone","Bushy Fork","37-145-0003","AQS","50","15","47"
"05/09/2018","64","Ozone","Bushy Fork","37-145-0003","AQS","64","9","37"
"05/10/2018","61","Ozone","Bushy Fork","37-145-0003","AQS","61","19","54"
"05/11/2018","80","Ozone","Bushy Fork","37-145-0003","AQS","80","17","56"
"05/12/2018","84","Ozone","Bushy Fork","37-145-0003","AQS","84","20","60"
"05/13/2018","66","PM2.5","Durham Armory","37-063-0015","AQS","54","23","66"
"05/14/2018","60","PM2.5","Durham Armory","37-063-0015","AQS","50","19","60"
"05/15/2018","34","PM2.5","Durham Armory","37-063-0015","AQS","25","8","34"
"05/16/2018","33","Ozone","Durham Armory","37-063-0015","AQS","33","6","28"
"05/17/2018","30","Ozone","Durham Armory","37-063-0015","AQS","30","6","25"
"05/18/2018","31","Ozone","Durham Armory","37-063-0015","AQS","31","6","19"
"05/19/2018","23","Ozone","Bushy Fork","37-145-0003","AQS","23","1","6"
"05/20/2018","39","Ozone","Bushy Fork","37-145-0003","AQS","39","7","37"
"05/21/2018","47","PM2.5","Durham Armory","37-063-0015","AQS","38","12","47"
"05/22/2018","46","PM2.5","Durham Armory","37-063-0015","AQS","35","11","46"
"05/23/2018","42","Ozone","Durham Armory","37-063-0015","AQS","42","7","39"
"05/24/2018","47","PM2.5","Durham Armory","37-063-0015","AQS","45","11","47"
"05/25/2018","51","PM2.5","Durham Armory","37-063-0015","AQS","47","12","51"
"05/26/2018","36","PM2.5","Durham Armory","37-063-0015","AQS","23","7","36"
"05/27/2018","36","PM2.5","Durham Armory","37-063-0015","AQS","24","9","36"
"05/28/2018","18","Ozone","Durham Armory","37-063-0015","AQS","18","3","12"
"05/29/2018","23","Ozone","Durham Armory","37-063-0015","AQS","23","1","21"
"05/30/2018","28","Ozone","Durham Armory","37-063-0015","AQS","28","5","15"
"05/31/2018","31","Ozone","Bushy Fork","37-145-0003","AQS","31","6","26"
"06/01/2018","47","Ozone","Durham Armory","37-063-0015","AQS","47","9","38"
"06/02/2018","37","Ozone","Durham Armory","37-063-0015","AQS","37","6","31"
"06/03/2018","39","Ozone","Bushy Fork","37-145-0003","AQS","39","6","32"
"06/04/2018","71","Ozone","Durham Armory","37-063-0015","AQS","71","9","28"
"06/05/2018","54","Ozone","Durham Armory","37-063-0015","AQS","54","10","47"
"06/06/2018","67","Ozone","Bushy Fork","37-145-0003","AQS","67","15","56"
"06/07/2018","55","PM2.5","Durham Armory","37-063-0015","AQS","49","14","55"
"06/08/2018","100","Ozone","Durham Armory","37-063-0015","AQS","100","18","59"
"06/09/2018","74","Ozone","Durham Armory","37-063-0015","AQS","74","14","57"
"06/10/2018","50","PM2.5","Durham Armory","37-063-0015","AQS","45","10","50"
"06/11/2018","45","PM2.5","Durham Armory","37-063-0015","AQS","34","9","45"
"06/12/2018","33","PM2.5","Durham Armory","37-063-0015","AQS","32","9","33"
"06/13/2018","43","Ozone","Bushy Fork","37-145-0003","AQS","43","7","42"
"06/14/2018","47","PM2.5","Durham Armory","37-063-0015","AQS","44","9","47"
"06/15/2018","54","Ozone","Durham Armory","37-063-0015","AQS","54","14","52"
"06/16/2018","61","Ozone","Durham Armory","37-063-0015","AQS","61","15","57"
"06/17/2018","54","PM2.5","Durham Armory","37-063-0015","AQS","50","12","54"
"06/18/2018","62","PM2.5","Durham Armory","37-063-0015","AQS","45","14","62"
"06/19/2018","63","PM2.5","Durham Armory","37-063-0015","AQS","54","18","63"
"06/20/2018","49","PM2.5","Durham Armory","37-063-0015","AQS","39","9","49"
"06/21/2018","55","PM2.5","Durham Armory","37-063-0015","AQS","38","15","55"
"06/22/2018","40","Ozone","Durham Armory","37-063-0015","AQS","40","9","39"
"06/23/2018","44","Ozone","Durham Armory","37-063-0015","AQS","44","7","40"
"06/24/2018","45","Ozone","Bushy Fork","37-145-0003","AQS","45","7","36"
"06/25/2018","54","PM2.5","Durham Armory","37-063-0015","AQS","43","10","54"
"06/26/2018","44","PM2.5","Durham Armory","37-063-0015","AQS","33","6","44"
"06/27/2018","39","PM2.5","Durham Armory","37-063-0015","AQS","37","7","39"
"06/28/2018","42","Ozone","Durham Armory","37-063-0015","AQS","42","6","40"
"06/29/2018","53","PM2.5","Durham Armory","37-063-0015","AQS","47","10","53"
"06/30/2018","55","PM2.5","Durham Armory","37-063-0015","AQS","54","11","55"
"07/01/2018","47","PM2.5","Durham Armory","37-063-0015","AQS","44","7","47"
"07/02/2018","47","Ozone","Durham Armory","37-063-0015","AQS","47","15","44"
"07/03/2018","57","PM2.5","Durham Armory","37-063-0015","AQS","42","13","57"
"07/04/2018","60","PM2.5","Durham Armory","37-063-0015","AQS","27","12","60"
"07/05/2018","39","Ozone","Durham Armory","37-063-0015","AQS","39","6","19"
"07/06/2018","36","Ozone","Bushy Fork","37-145-0003","AQS","36","4","22"
"07/07/2018","34","PM2.5","Durham Armory","37-063-0015","AQS","31","7","34"
"07/08/2018","39","Ozone","Bushy Fork","37-145-0003","AQS","39","7","32"
"07/09/2018","49","Ozone","Bushy Fork","37-145-0003","AQS","49","9","37"
"07/10/2018","74","Ozone","Durham Armory","37-063-0015","AQS","74","15","57"
"07/11/2018","65","PM2.5","Durham Armory","37-063-0015","AQS","58","19","65"
"07/12/2018","61","PM2.5","Durham Armory","37-063-0015","AQS","58","16","61"
"07/13/2018","62","PM2.5","Durham Armory","37-063-0015","AQS","50","16","62"
"07/14/2018","55","PM2.5","Durham Armory","37-063-0015","AQS","47","14","55"
"07/15/2018","61","PM2.5","Durham Armory","37-063-0015","AQS","58","17","61"
"07/16/2018","59","PM2.5","Durham Armory","37-063-0015","AQS","42","16","59"
"07/17/2018","57","PM2.5","Durham Armory","37-063-0015","AQS","44","14","57"
"07/18/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","44","13","52"
"07/19/2018","64","Ozone","Durham Armory","37-063-0015","AQS","64","14","54"
"07/20/2018","56","PM2.5","Durham Armory","37-063-0015","AQS","45","28","56"
"07/21/2018","46","PM2.5","Durham Armory","37-063-0015","AQS","38","13","46"
"07/22/2018","42","PM2.5","Durham Armory","37-063-0015","AQS","42","7","42"
"07/23/2018","53","PM2.5","Durham Armory","37-063-0015","AQS","45","12","53"
"07/24/2018","44","PM2.5","Durham Armory","37-063-0015","AQS","42","9","44"
"07/25/2018","51","PM2.5","Durham Armory","37-063-0015","AQS","39","9","51"
"07/26/2018","51","PM2.5","Durham Armory","37-063-0015","AQS","49","11","51"
"07/27/2018","58","PM2.5","Durham Armory","37-063-0015","AQS","48","13","58"
"07/28/2018","58","PM2.5","Durham Armory","37-063-0015","AQS","42","13","58"
"07/29/2018","53","PM2.5","Durham Armory","37-063-0015","AQS","37","11","53"
"07/30/2018","35","PM2.5","Durham Armory","37-063-0015","AQS","31","6","35"
"07/31/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","30","11","52"
"08/01/2018","45","PM2.5","Durham Armory","37-063-0015","AQS","30","10","45"
"08/02/2018","37","PM2.5","Durham Armory","37-063-0015","AQS","24","10","37"
"08/03/2018","29","PM2.5","Durham Armory","37-063-0015","AQS","19","7","29"
"08/04/2018","43","PM2.5","Durham Armory","37-063-0015","AQS","28","10","43"
"08/05/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","41","12","52"
"08/06/2018","54","PM2.5","Durham Armory","37-063-0015","AQS","44","14","54"
"08/07/2018","47","PM2.5","Durham Armory","37-063-0015","AQS","40","12","47"
"08/08/2018","42","Ozone","Durham Armory","37-063-0015","AQS","42","9","37"
"08/09/2018","51","PM2.5","Durham Armory","37-063-0015","AQS","40","13","51"
"08/10/2018","58","PM2.5","Durham Armory","37-063-0015","AQS","47","16","58"
"08/11/2018","55","PM2.5","Durham Armory","37-063-0015","AQS","40","13","55"
"08/12/2018","50","PM2.5","Durham Armory","37-063-0015","AQS","42","11","50"
"08/13/2018","51","PM2.5","Durham Armory","37-063-0015","AQS","39","11","51"
"08/14/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","41","12","52"
"08/15/2018","58","PM2.5","Durham Armory","37-063-0015","AQS","42","16","58"
"08/16/2018","67","Ozone","Bushy Fork","37-145-0003","AQS","67",".","."
"08/17/2018","64","PM2.5","Durham Armory","37-063-0015","AQS","40","19","64"
"08/18/2018","49","PM2.5","Durham Armory","37-063-0015","AQS","28","10","49"
"08/19/2018","48","PM2.5","Durham Armory","37-063-0015","AQS","35","10","48"
"08/20/2018","46","PM2.5","Durham Armory","37-063-0015","AQS","40","10","46"
"08/21/2018","48","PM2.5","Durham Armory","37-063-0015","AQS","27","10","48"
"08/22/2018","44","PM2.5","Durham Armory","37-063-0015","AQS","40","10","44"
"08/23/2018","59","PM2.5","Durham Armory","37-063-0015","AQS","36","17","59"
"08/24/2018","54","PM2.5","Durham Armory","37-063-0015","AQS","43","11","54"
"08/25/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","41","12","52"
"08/26/2018","57","PM2.5","Durham Armory","37-063-0015","AQS","44","15","57"
"08/27/2018","60","PM2.5","Durham Armory","37-063-0015","AQS","43","17","60"
"08/28/2018","67","PM2.5","Durham Armory","37-063-0015","AQS","61","20","67"
"08/29/2018","56","PM2.5","Durham Armory","37-063-0015","AQS","42","14","56"
"08/30/2018","56","PM2.5","Durham Armory","37-063-0015","AQS","45","16","56"
"08/31/2018","100","Ozone","Durham Armory","37-063-0015","AQS","100","10","52"
"09/01/2018","56","PM2.5","Durham Armory","37-063-0015","AQS","35","12","56"
"09/02/2018","44","PM2.5","Durham Armory","37-063-0015","AQS","27","10","44"
"09/03/2018","46","PM2.5","Durham Armory","37-063-0015","AQS","39","8","46"
"09/04/2018","55","PM2.5","Durham Armory","37-063-0015","AQS","38","12","55"
"09/05/2018","53","PM2.5","Durham Armory","37-063-0015","AQS","37","11","53"
"09/06/2018","46","PM2.5","Durham Armory","37-063-0015","AQS","40","10","46"
"09/07/2018","44","Ozone","Bushy Fork","37-145-0003","AQS","44",".","."
"09/08/2018","56","PM2.5","Durham Armory","37-063-0015","AQS","39","12","56"
"09/09/2018","39","PM2.5","Durham Armory","37-063-0015","AQS","11","6","39"
"09/10/2018","40","PM2.5","Durham Armory","37-063-0015","AQS","29","7","40"
"09/18/2018","25","Ozone","Durham Armory","37-063-0015","AQS","25",".","."
"09/19/2018","42","Ozone","Durham Armory","37-063-0015","AQS","42",".","."
"09/20/2018","51","Ozone","Durham Armory","37-063-0015","AQS","51",".","."
"09/21/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","39","15","52"
"09/22/2018","58","PM2.5","Durham Armory","37-063-0015","AQS","45","15","58"
"09/23/2018","40","PM2.5","Durham Armory","37-063-0015","AQS","17","9","40"
"09/24/2018","25","PM2.5","Durham Armory","37-063-0015","AQS","20","5","25"
"09/25/2018","31","Ozone","Durham Armory","37-063-0015","AQS","31","8","0"
"09/26/2018","40","Ozone","Bushy Fork","37-145-0003","AQS","40","10","37"
"09/27/2018","20","Ozone","Durham Armory","37-063-0015","AQS","20","6","6"
"09/28/2018","24","Ozone","Bushy Fork","37-145-0003","AQS","24","6","0"
"09/29/2018","34","PM2.5","Durham Armory","37-063-0015","AQS","33","6","34"
"09/30/2018","37","Ozone","Durham Armory","37-063-0015","AQS","37","9","8"
"10/01/2018","43","Ozone","Durham Armory","37-063-0015","AQS","43","12","23"
"10/02/2018","50","PM2.5","Durham Armory","37-063-0015","AQS","43","13","50"
"10/03/2018","34","Ozone","Bushy Fork","37-145-0003","AQS","34","11","23"
"10/04/2018","40","Ozone","Durham Armory","37-063-0015","AQS","40","10","26"
"10/05/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","36","12","52"
"10/06/2018","28","PM2.5","Durham Armory","37-063-0015","AQS","27","10","28"
"10/07/2018","33","Ozone","Durham Armory","37-063-0015","AQS","33","9","23"
"10/08/2018","33","PM2.5","Durham Armory","37-063-0015","AQS","28","5","33"
"10/09/2018","26","Ozone","Bushy Fork","37-145-0003","AQS","26","5","."
"10/10/2018","20","Ozone","Durham Armory","37-063-0015","AQS","20","10","."
"10/11/2018","27","Ozone","Durham Armory","37-063-0015","AQS","27","4","18"
"10/12/2018","38","PM2.5","Durham Armory","37-063-0015","AQS","35","9","38"
"10/13/2018","44","PM2.5","Durham Armory","37-063-0015","AQS","32","7","44"
"10/14/2018","43","PM2.5","Durham Armory","37-063-0015","AQS","19","6","43"
"10/15/2018","51","PM2.5","Durham Armory","37-063-0015","AQS","38","8","51"
"10/16/2018","43","PM2.5","Durham Armory","37-063-0015","AQS","22","8","43"
"10/17/2018","32","PM2.5","Durham Armory","37-063-0015","AQS","31","7","32"
"10/18/2018","39","PM2.5","Durham Armory","37-063-0015","AQS","32",".","39"
"10/19/2018","53","PM2.5","Durham Armory","37-063-0015","AQS","38",".","53"
"10/20/2018","54","PM2.5","Durham Armory","37-063-0015","AQS","30",".","54"
"10/21/2018","36","PM2.5","Durham Armory","37-063-0015","AQS","30",".","36"
"10/22/2018","39","PM2.5","Durham Armory","37-063-0015","AQS","29",".","39"
"10/23/2018","52","PM2.5","Durham Armory","37-063-0015","AQS","35",".","52"
"10/24/2018","48","PM2.5","Durham Armory","37-063-0015","AQS","33",".","48"
"10/25/2018","47","PM2.5","Durham Armory","37-063-0015","AQS","27",".","47"
"10/26/2018","51","PM2.5","Durham Armory","37-063-0015","AQS","26",".","51"
"10/27/2018","32","PM2.5","Durham Armory","37-063-0015","AQS","22",".","32"
"10/28/2018","39","PM2.5","Durham Armory","37-063-0015","AQS","35",".","39"
"10/29/2018","40","PM2.5","Durham Armory","37-063-0015","AQS","34",".","40"
"10/30/2018","46","PM2.5","Durham Armory","37-063-0015","AQS","36",".","46"
"10/31/2018","63","PM2.5","Durham Armory","37-063-0015","AQS","44","23","63"
"11/01/2018","51","PM2.5","Durham Armory","37-063-0015","AQS",".","11","51"
"11/02/2018","34","PM2.5","Durham Armory","37-063-0015","AQS",".","10","34"
"11/03/2018","47","PM2.5","Durham Armory","37-063-0015","AQS",".","8","47"
"11/04/2018","51","PM2.5","Durham Armory","37-063-0015","AQS",".","11","51"
"11/05/2018","43","PM2.5","Durham Armory","37-063-0015","AQS",".","9","43"
"11/06/2018","42","PM2.5","Durham Armory","37-063-0015","AQS",".","10","42"
"11/07/2018","47","PM2.5","Durham Armory","37-063-0015","AQS",".","12","47"
"11/08/2018","55","PM2.5","Durham Armory","37-063-0015","AQS",".","14","55"
"11/09/2018","42","PM2.5","Durham Armory","37-063-0015","AQS",".","8","42"
"11/10/2018","42","PM2.5","Durham Armory","37-063-0015","AQS",".","8","42"
"11/11/2018","53","PM2.5","Durham Armory","37-063-0015","AQS",".","9","53"
"11/12/2018","57","PM2.5","Durham Armory","37-063-0015","AQS",".","11","57"
"11/13/2018","39","PM2.5","Durham Armory","37-063-0015","AQS",".","6","39"
"11/14/2018","54","PM2.5","Durham Armory","37-063-0015","AQS",".","10","54"
"11/15/2018","39","PM2.5","Durham Armory","37-063-0015","AQS",".","6","39"
"11/16/2018","42","PM2.5","Durham Armory","37-063-0015","AQS",".","8","42"
"11/17/2018","60","PM2.5","Durham Armory","37-063-0015","AQS",".","18","60"
"11/18/2018","72","PM2.5","Durham Armory","37-063-0015","AQS",".","21","72"
"11/19/2018","69","PM2.5","Durham Armory","37-063-0015","AQS",".","21","69"
"11/20/2018","58","PM2.5","Durham Armory","37-063-0015","AQS",".","15","58"
"11/21/2018","53","PM2.5","Durham Armory","37-063-0015","AQS",".","12","53"
"11/22/2018","59","PM2.5","Durham Armory","37-063-0015","AQS",".","14","59"
"11/23/2018","48","PM2.5","Durham Armory","37-063-0015","AQS",".","9","48"
"11/24/2018","40","PM2.5","Durham Armory","37-063-0015","AQS",".","8","40"
"11/25/2018","57","PM2.5","Durham Armory","37-063-0015","AQS",".","12","57"
"11/26/2018","56","PM2.5","Durham Armory","37-063-0015","AQS",".","11","56"
"11/27/2018","24","PM2.5","Durham Armory","37-063-0015","AQS",".","5","24"
"11/28/2018","50","PM2.5","Durham Armory","37-063-0015","AQS",".","9","50"
"11/29/2018","53","PM2.5","Durham Armory","37-063-0015","AQS",".","11","53"
"11/30/2018","58","PM2.5","Durham Armory","37-063-0015","AQS",".","15","58"
"12/01/2018","65","PM2.5","Durham Armory","37-063-0015","AQS",".","18","65"
"12/02/2018","47","PM2.5","Durham Armory","37-063-0015","AQS",".","11","47"
"12/03/2018","58","PM2.5","Durham Armory","37-063-0015","AQS",".","22","58"
"12/04/2018","33","PM2.5","Durham Armory","37-063-0015","AQS",".","6","33"
"12/05/2018","38","PM2.5","Durham Armory","37-063-0015","AQS",".","6","38"
"12/06/2018","51","PM2.5","Durham Armory","37-063-0015","AQS",".","8","51"
"12/07/2018","61","PM2.5","Durham Armory","37-063-0015","AQS",".","17","61"
"12/08/2018","61","PM2.5","Durham Armory","37-063-0015","AQS",".","15","61"
"12/09/2018","54","PM2.5","Durham Armory","37-063-0015","AQS",".","8","54"
"12/10/2018","56","PM2.5","Durham Armory","37-063-0015","AQS",".","9","56"
"12/11/2018","63","PM2.5","Durham Armory","37-063-0015","AQS",".","17","63"
"12/12/2018","63","PM2.5","Durham Armory","37-063-0015","AQS",".","17","63"
