"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"11/30/2020","14","PM2.5","Durham Armory","37-063-0015","AQS",".",".","14"
"12/01/2020","9","PM2.5","Durham Armory","37-063-0015","AQS",".",".","9"
"12/02/2020","26","PM2.5","Durham Armory","37-063-0015","AQS",".","6","26"
"12/03/2020","43","PM2.5","Durham Armory","37-063-0015","AQS",".","10","43"
"12/04/2020","51","PM2.5","Durham Armory","37-063-0015","AQS",".","10","51"
"12/05/2020","22","PM2.5","Durham Armory","37-063-0015","AQS",".","5","22"
"12/06/2020","51","PM2.5","Durham Armory","37-063-0015","AQS",".","10","51"
"12/07/2020","55","PM2.5","Durham Armory","37-063-0015","AQS",".","9","55"
"12/08/2020","21","PM2.5","Durham Armory","37-063-0015","AQS",".","6","21"
"12/09/2020","44","PM2.5","Durham Armory","37-063-0015","AQS",".","9","44"
"12/10/2020","55","PM2.5","Durham Armory","37-063-0015","AQS",".","19","55"
"12/11/2020","66","PM2.5","Durham Armory","37-063-0015","AQS",".","24","66"
"12/12/2020","72","PM2.5","Durham Armory","37-063-0015","AQS",".","21","72"
"12/13/2020","58","PM2.5","Durham Armory","37-063-0015","AQS",".","14","58"
"12/14/2020","45","PM2.5","Durham Armory","37-063-0015","AQS",".","10","45"
"12/15/2020","31","PM2.5","Durham Armory","37-063-0015","AQS",".","6","31"
"12/16/2020","30","PM2.5","Durham Armory","37-063-0015","AQS",".","2","30"
"12/18/2020","31","PM2.5","Durham Armory","37-063-0015","AQS",".","6","31"
"12/19/2020","55","PM2.5","Durham Armory","37-063-0015","AQS",".","12","55"
"12/20/2020","61","PM2.5","Durham Armory","37-063-0015","AQS",".","11","61"
"12/21/2020","38","PM2.5","Durham Armory","37-063-0015","AQS",".","6","38"
"12/22/2020","29","PM2.5","Durham Armory","37-063-0015","AQS",".","10","29"
"12/23/2020","50","PM2.5","Durham Armory","37-063-0015","AQS",".","14","50"
"12/24/2020","32","PM2.5","Durham Armory","37-063-0015","AQS",".",".","32"
"12/25/2020","21","PM2.5","Durham Armory","37-063-0015","AQS",".","1","21"
"12/26/2020","26","PM2.5","Durham Armory","37-063-0015","AQS",".","4","26"
"12/27/2020","57","PM2.5","Durham Armory","37-063-0015","AQS",".","12","57"
"12/28/2020","63","PM2.5","Durham Armory","37-063-0015","AQS",".","17","63"
"12/29/2020","51","PM2.5","Durham Armory","37-063-0015","AQS",".","11","51"
"12/30/2020","46","PM2.5","Durham Armory","37-063-0015","AQS",".","10","46"
"12/31/2020","55","PM2.5","Durham Armory","37-063-0015","AQS",".","8","55"
