"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"05/31/2019","55","PM2.5","Durham Armory","37-063-0015","AQS","44","19","55"
"06/01/2019","51","Ozone","Bushy Fork","37-145-0003","AQS","51","10","37"
"06/02/2019","67","Ozone","Bushy Fork","37-145-0003","AQS","67","13","55"
"06/03/2019","57","PM2.5","Durham Armory","37-063-0015","AQS","48","21","57"
"06/04/2019","64","Ozone","Durham Armory","37-063-0015","AQS","64","13","42"
"06/05/2019","58","PM2.5","Durham Armory","37-063-0015","AQS","44","19","58"
"06/06/2019","56","PM2.5","Durham Armory","37-063-0015","AQS","48","14","56"
"06/07/2019","43","PM2.5","Durham Armory","37-063-0015","AQS","29","12","43"
"06/08/2019","32","Ozone","Bushy Fork","37-145-0003","AQS","32","6","28"
"06/09/2019","27","Ozone","Bushy Fork","37-145-0003","AQS","27","6","14"
"06/10/2019","33","Ozone","Bushy Fork","37-145-0003","AQS","33","6","14"
"06/11/2019","41","Ozone","Bushy Fork","37-145-0003","AQS","41","8","21"
"06/12/2019","39","Ozone","Bushy Fork","37-145-0003","AQS","39","8","28"
"06/13/2019","44","Ozone","Bushy Fork","37-145-0003","AQS","44","6","22"
"06/14/2019","40","Ozone","Bushy Fork","37-145-0003","AQS","40","6","21"
"06/15/2019","61","Ozone","Durham Armory","37-063-0015","AQS","61","12","52"
"06/16/2019","51","PM2.5","Durham Armory","37-063-0015","AQS","45","15","51"
"06/17/2019","58","PM2.5","Durham Armory","37-063-0015","AQS","39","15","58"
"06/18/2019","32","PM2.5","Durham Armory","37-063-0015","AQS","32","8","32"
"06/19/2019","31","Ozone","Bushy Fork","37-145-0003","AQS","31","6","21"
"06/20/2019","42","PM2.5","Durham Armory","37-063-0015","AQS","38","8","42"
"06/21/2019","45","Ozone","Bushy Fork","37-145-0003","AQS","45","7","16"
"06/22/2019","41","PM2.5","Durham Armory","37-063-0015","AQS","40","9","41"
"06/23/2019","51","PM2.5","Durham Armory","37-063-0015","AQS","43","10","51"
"06/24/2019","56","PM2.5","Durham Armory","37-063-0015","AQS","36","17","56"
"06/25/2019","40","Ozone","Bushy Fork","37-145-0003","AQS","40","8","28"
"06/26/2019","54","Ozone","Bushy Fork","37-145-0003","AQS","54","10","46"
"06/27/2019","61","Ozone","Durham Armory","37-063-0015","AQS","61","16","54"
"06/28/2019","74","Ozone","Bushy Fork","37-145-0003","AQS","74","17","57"
"06/29/2019","87","Ozone","Durham Armory","37-063-0015","AQS","87","17","60"
"06/30/2019","54","PM2.5","Durham Armory","37-063-0015","AQS","44","14","54"
"07/01/2019","46","Ozone","Durham Armory","37-063-0015","AQS","46","13","44"
"07/02/2019","53","PM2.5","Durham Armory","37-063-0015","AQS","50","15","53"
"07/03/2019","64","Ozone","Durham Armory","37-063-0015","AQS","64","9","37"
"07/04/2019","44","Ozone","Durham Armory","37-063-0015","AQS","44","17","."
"07/05/2019","53","PM2.5","Durham Armory","37-063-0015","AQS","46","14","53"
"07/06/2019","41","Ozone","Bushy Fork","37-145-0003","AQS","41","12","."
"07/07/2019","34","Ozone","Bushy Fork","37-145-0003","AQS","34","12","."
"07/08/2019","46","PM2.5","Durham Armory","37-063-0015","AQS","39","11","46"
"07/09/2019","34","Ozone","Durham Armory","37-063-0015","AQS","34","9","31"
"07/10/2019","54","Ozone","Durham Armory","37-063-0015","AQS","54","14","39"
"07/11/2019","43","PM2.5","Durham Armory","37-063-0015","AQS","39","10","43"
"07/12/2019","48","Ozone","Bushy Fork","37-145-0003","AQS","48","8","33"
"07/13/2019","50","Ozone","Bushy Fork","37-145-0003","AQS","50","11","43"
"07/14/2019","54","Ozone","Durham Armory","37-063-0015","AQS","54","13","53"
"07/15/2019","54","PM2.5","Durham Armory","37-063-0015","AQS","49","15","54"
"07/16/2019","58","PM2.5","Durham Armory","37-063-0015","AQS","54","17","58"
"07/17/2019","65","PM2.5","Durham Armory","37-063-0015","AQS","43","28","65"
"07/18/2019","44","PM2.5","Durham Armory","37-063-0015","AQS","43","12","44"
"07/19/2019","44","Ozone","Durham Armory","37-063-0015","AQS","44","10","43"
"07/20/2019","48","PM2.5","Durham Armory","37-063-0015","AQS","39","10","48"
"07/21/2019","43","Ozone","Bushy Fork","37-145-0003","AQS","43","10","42"
"07/22/2019","44","Ozone","Bushy Fork","37-145-0003","AQS","44","9","35"
"07/23/2019","34","PM2.5","Durham Armory","37-063-0015","AQS","29","6","34"
"07/24/2019","44","PM2.5","Durham Armory","37-063-0015","AQS","36","11","44"
"07/25/2019","48","Ozone","Bushy Fork","37-145-0003","AQS","48","11","46"
"07/26/2019","52","PM2.5","Durham Armory","37-063-0015","AQS","51","14","52"
"07/27/2019","64","Ozone","Bushy Fork","37-145-0003","AQS","64","17","55"
"07/28/2019","57","PM2.5","Durham Armory","37-063-0015","AQS","51","15","57"
"07/29/2019","61","PM2.5","Durham Armory","37-063-0015","AQS","61","15","61"
"07/30/2019","67","Ozone","Bushy Fork","37-145-0003","AQS","67","16","56"
"07/31/2019","53","PM2.5","Durham Armory","37-063-0015","AQS","48","13","53"
"08/01/2019","64","Ozone","Durham Armory","37-063-0015","AQS","64","13","51"
"08/02/2019","46","Ozone","Bushy Fork","37-145-0003","AQS","46","9","33"
"08/03/2019","39","Ozone","Bushy Fork","37-145-0003","AQS","39","7","32"
"08/04/2019","46","PM2.5","Durham Armory","37-063-0015","AQS","42","9","46"
"08/05/2019","39","Ozone","Bushy Fork","37-145-0003","AQS","39","9","36"
"08/06/2019","46","Ozone","Bushy Fork","37-145-0003","AQS","46","8","32"
"08/07/2019","55","PM2.5","Durham Armory","37-063-0015","AQS","45","13","55"
"08/08/2019","48","Ozone","Bushy Fork","37-145-0003","AQS","48","9","34"
"08/09/2019","61","Ozone","Durham Armory","37-063-0015","AQS","61","14","47"
"08/10/2019","53","PM2.5","Durham Armory","37-063-0015","AQS","47","13","53"
"08/11/2019","48","PM2.5","Durham Armory","37-063-0015","AQS","44","13","48"
"08/12/2019","64","Ozone","Durham Armory","37-063-0015","AQS","64","15","49"
"08/13/2019","51","PM2.5","Durham Armory","37-063-0015","AQS","44","12","51"
"08/14/2019","45","Ozone","Durham Armory","37-063-0015","AQS","45","8","27"
"08/15/2019","48","Ozone","Durham Armory","37-063-0015","AQS","48","12","44"
"08/16/2019","47","Ozone","Bushy Fork","37-145-0003","AQS","47","8","35"
"08/17/2019","45","Ozone","Durham Armory","37-063-0015","AQS","45","8","21"
"08/18/2019","42","Ozone","Durham Armory","37-063-0015","AQS","42","9","29"
"08/19/2019","52","PM2.5","Durham Armory","37-063-0015","AQS","44","11","52"
"08/20/2019","40","Ozone","Bushy Fork","37-145-0003","AQS","40","10","38"
"08/21/2019","45","Ozone","Bushy Fork","37-145-0003","AQS","45","6","19"
"08/22/2019","44","Ozone","Bushy Fork","37-145-0003","AQS","44","9","43"
"08/23/2019","43","Ozone","Bushy Fork","37-145-0003","AQS","43","9","22"
"08/24/2019","29","Ozone","Bushy Fork","37-145-0003","AQS","29","6","15"
"08/25/2019","34","Ozone","Bushy Fork","37-145-0003","AQS","34","7","31"
"08/26/2019","25","Ozone","Bushy Fork","37-145-0003","AQS","25","9","8"
"08/27/2019","29","Ozone","Durham Armory","37-063-0015","AQS","29","7","12"
"08/28/2019","35","Ozone","Bushy Fork","37-145-0003","AQS","35","6","31"
"08/29/2019","45","Ozone","Durham Armory","37-063-0015","AQS","45","8","17"
"08/30/2019","44","Ozone","Durham Armory","37-063-0015","AQS","44","10","22"
"08/31/2019","54","Ozone","Bushy Fork","37-145-0003","AQS","54","11","48"
"09/01/2019","41","Ozone","Bushy Fork","37-145-0003","AQS","41","9","32"
"09/02/2019","33","Ozone","Bushy Fork","37-145-0003","AQS","33","8","18"
"09/03/2019","48","Ozone","Bushy Fork","37-145-0003","AQS","48","10","45"
"09/04/2019","39","Ozone","Bushy Fork","37-145-0003","AQS","39","13","38"
"09/05/2019","30","Ozone","Bushy Fork","37-145-0003","AQS","30",".","."
"09/06/2019","46","Ozone","Bushy Fork","37-145-0003","AQS","46",".","."
"09/07/2019","49","Ozone","Durham Armory","37-063-0015","AQS","49","12","48"
"09/08/2019","56","PM2.5","Durham Armory","37-063-0015","AQS","44","16","56"
"09/09/2019","61","PM2.5","Durham Armory","37-063-0015","AQS","43","18","61"
"09/10/2019","45","PM2.5","Durham Armory","37-063-0015","AQS","44","11","45"
"09/11/2019","53","PM2.5","Durham Armory","37-063-0015","AQS","51","14","53"
"09/12/2019","64","Ozone","Bushy Fork","37-145-0003","AQS","64","17","63"
"09/13/2019","52","PM2.5","Durham Armory","37-063-0015","AQS","41","13","52"
"09/14/2019","37","Ozone","Bushy Fork","37-145-0003","AQS","37","17","27"
"09/15/2019","51","PM2.5","Durham Armory","37-063-0015","AQS","45","11","51"
"09/16/2019","47","Ozone","Bushy Fork","37-145-0003","AQS","47","11","35"
"09/17/2019","43","Ozone","Bushy Fork","37-145-0003","AQS","43","16","38"
"09/18/2019","45","Ozone","Bushy Fork","37-145-0003","AQS","45","11","29"
"09/19/2019","39","Ozone","Bushy Fork","37-145-0003","AQS","39","9","14"
"09/20/2019","49","Ozone","Durham Armory","37-063-0015","AQS","49","12","28"
"09/21/2019","67","Ozone","Bushy Fork","37-145-0003","AQS","67","14","52"
"09/22/2019","61","Ozone","Bushy Fork","37-145-0003","AQS","61","17","52"
"09/23/2019","67","Ozone","Bushy Fork","37-145-0003","AQS","67","14","51"
"09/24/2019","46","Ozone","Durham Armory","37-063-0015","AQS","46","13","42"
"09/25/2019","51","Ozone","Bushy Fork","37-145-0003","AQS","51","15","43"
"09/26/2019","74","Ozone","Bushy Fork","37-145-0003","AQS","74","16","54"
"09/27/2019","54","PM2.5","Durham Armory","37-063-0015","AQS","54","20","54"
"09/28/2019","47","Ozone","Bushy Fork","37-145-0003","AQS","47","11","42"
"09/29/2019","54","PM2.5","Durham Armory","37-063-0015","AQS","51","14","54"
"09/30/2019","55","PM2.5","Durham Armory","37-063-0015","AQS","44","14","55"
"10/01/2019","54","Ozone","Durham Armory","37-063-0015","AQS","54","18","49"
"10/02/2019","58","PM2.5","Durham Armory","37-063-0015","AQS","49","18","58"
"10/03/2019","58","PM2.5","Durham Armory","37-063-0015","AQS","54","16","58"
"10/04/2019","55","PM2.5","Durham Armory","37-063-0015","AQS","50","19","55"
"10/05/2019","29","Ozone","Bushy Fork","37-145-0003","AQS","29","10","15"
"10/06/2019","38","Ozone","Durham Armory","37-063-0015","AQS","38","11","32"
"10/07/2019","38","Ozone","Durham Armory","37-063-0015","AQS","38","13","16"
"10/08/2019","32","Ozone","Bushy Fork","37-145-0003","AQS","32","9","15"
"10/09/2019","37","Ozone","Bushy Fork","37-145-0003","AQS","37","9","24"
"10/10/2019","38","Ozone","Bushy Fork","37-145-0003","AQS","38","8","17"
"10/11/2019","44","Ozone","Bushy Fork","37-145-0003","AQS","44","8","14"
"10/12/2019","49","Ozone","Bushy Fork","37-145-0003","AQS","49","9","38"
"10/13/2019","37","PM2.5","Durham Armory","37-063-0015","AQS","20","7","37"
"10/14/2019","41","Ozone","Bushy Fork","37-145-0003","AQS","41","9","31"
"10/15/2019","48","PM2.5","Durham Armory","37-063-0015","AQS","46","16","48"
"10/16/2019","35","Ozone","Bushy Fork","37-145-0003","AQS","35","7","31"
"10/17/2019","35","Ozone","Bushy Fork","37-145-0003","AQS","35","4","11"
"10/18/2019","37","Ozone","Bushy Fork","37-145-0003","AQS","37","5","23"
"10/19/2019","39","PM2.5","Durham Armory","37-063-0015","AQS","38","8","39"
"10/20/2019","31","Ozone","Durham Armory","37-063-0015","AQS","31","0","."
"10/21/2019","32","Ozone","Durham Armory","37-063-0015","AQS","32","5","21"
"10/22/2019","23","Ozone","Bushy Fork","37-145-0003","AQS","23","6","20"
"10/23/2019","36","Ozone","Bushy Fork","37-145-0003","AQS","36","6","16"
"10/24/2019","38","Ozone","Durham Armory","37-063-0015","AQS","38","8","32"
"10/25/2019","42","PM2.5","Durham Armory","37-063-0015","AQS","34","14","42"
"10/26/2019","41","Ozone","Bushy Fork","37-145-0003","AQS","41","12","40"
"10/27/2019","31","Ozone","Bushy Fork","37-145-0003","AQS","31","6","22"
"10/28/2019","38","Ozone","Bushy Fork","37-145-0003","AQS","38","7","23"
"10/29/2019","39","PM2.5","Durham Armory","37-063-0015","AQS","24","15","39"
"10/30/2019","36","PM2.5","Durham Armory","37-063-0015","AQS","24","12","36"
"10/31/2019","25","Ozone","Bushy Fork","37-145-0003","AQS","25","7","10"
"11/01/2019","12","PM2.5","Durham Armory","37-063-0015","AQS",".","4","12"
"11/02/2019","38","PM2.5","Durham Armory","37-063-0015","AQS",".","8","38"
"11/03/2019","25","PM2.5","Durham Armory","37-063-0015","AQS",".","6","25"
"11/04/2019","44","PM2.5","Durham Armory","37-063-0015","AQS",".","11","44"
"11/05/2019","51","PM2.5","Durham Armory","37-063-0015","AQS",".","12","51"
"11/06/2019","56","PM2.5","Durham Armory","37-063-0015","AQS",".","14","56"
"11/07/2019","52","PM2.5","Durham Armory","37-063-0015","AQS",".","15","52"
"11/08/2019","23","PM2.5","Durham Armory","37-063-0015","AQS",".","5","23"
"11/09/2019","42","PM2.5","Durham Armory","37-063-0015","AQS",".","9","42"
"11/10/2019","56","PM2.5","Durham Armory","37-063-0015","AQS",".","12","56"
"11/11/2019","53","PM2.5","Durham Armory","37-063-0015","AQS",".","12","53"
"11/12/2019","32","PM2.5","Durham Armory","37-063-0015","AQS",".","6","32"
"11/13/2019","19","PM2.5","Durham Armory","37-063-0015","AQS",".","6","19"
"11/14/2019","51","PM2.5","Durham Armory","37-063-0015","AQS",".","11","51"
"11/15/2019","54","PM2.5","Durham Armory","37-063-0015","AQS",".","10","54"
"11/16/2019","38","PM2.5","Durham Armory","37-063-0015","AQS",".","10","38"
"11/17/2019","23","PM2.5","Durham Armory","37-063-0015","AQS",".","6","23"
"11/18/2019","33","PM2.5","Durham Armory","37-063-0015","AQS",".","6","33"
"11/19/2019","41","PM2.5","Durham Armory","37-063-0015","AQS",".","9","41"
"11/20/2019","52","PM2.5","Durham Armory","37-063-0015","AQS",".","13","52"
"11/21/2019","52","PM2.5","Durham Armory","37-063-0015","AQS",".","11","52"
"11/22/2019","59","PM2.5","Durham Armory","37-063-0015","AQS",".","16","59"
"11/23/2019","31","PM2.5","Durham Armory","37-063-0015","AQS",".","6","31"
"11/24/2019","13","PM2.5","Durham Armory","37-063-0015","AQS",".","4","13"
"11/25/2019","34","PM2.5","Durham Armory","37-063-0015","AQS",".","8","34"
"11/26/2019","55","PM2.5","Durham Armory","37-063-0015","AQS",".","13","55"
"11/27/2019","57","PM2.5","Durham Armory","37-063-0015","AQS",".","16","57"
"11/28/2019","12","PM2.5","Durham Armory","37-063-0015","AQS",".","5","12"
"11/29/2019","29","PM2.5","Durham Armory","37-063-0015","AQS",".","6","29"
"11/30/2019","53","PM2.5","Durham Armory","37-063-0015","AQS",".","12","53"
"12/01/2019","34","PM2.5","Durham Armory","37-063-0015","AQS",".","7","34"
"12/02/2019","11","PM2.5","Durham Armory","37-063-0015","AQS",".","3","11"
"12/03/2019","9","PM2.5","Durham Armory","37-063-0015","AQS",".","3","9"
"12/04/2019","23","PM2.5","Durham Armory","37-063-0015","AQS",".","6","23"
"12/05/2019","31","PM2.5","Durham Armory","37-063-0015","AQS",".","10","31"
