"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"12/06/2019","51","PM2.5","Durham Armory","37-063-0015","AQS",".","14","51"
"12/07/2019","52","PM2.5","Durham Armory","37-063-0015","AQS",".","11","52"
"12/08/2019","42","PM2.5","Durham Armory","37-063-0015","AQS",".","9","42"
"12/09/2019","47","PM2.5","Durham Armory","37-063-0015","AQS",".","11","47"
"12/10/2019","35","PM2.5","Durham Armory","37-063-0015","AQS",".","8","35"
"12/11/2019","16","PM2.5","Durham Armory","37-063-0015","AQS",".","5","16"
"12/12/2019","36","PM2.5","Durham Armory","37-063-0015","AQS",".","8","36"
"12/13/2019","30","PM2.5","Durham Armory","37-063-0015","AQS",".","6","30"
"12/14/2019","9","PM2.5","Durham Armory","37-063-0015","AQS",".","0","9"
"12/15/2019","28","PM2.5","Durham Armory","37-063-0015","AQS",".","6","28"
"12/16/2019","54","PM2.5","Durham Armory","37-063-0015","AQS",".","11","54"
"12/17/2019","22","PM2.5","Durham Armory","37-063-0015","AQS",".","5","22"
"12/18/2019","13","PM2.5","Durham Armory","37-063-0015","AQS",".","3","13"
"12/19/2019","42","PM2.5","Durham Armory","37-063-0015","AQS",".","9","42"
"12/20/2019","52","PM2.5","Durham Armory","37-063-0015","AQS",".","13","52"
"12/21/2019","58","PM2.5","Durham Armory","37-063-0015","AQS",".","15","58"
"12/22/2019","74","PM2.5","Durham Armory","37-063-0015","AQS",".","21","74"
"12/23/2019","56","PM2.5","Durham Armory","37-063-0015","AQS",".","11","56"
"12/24/2019","18","PM2.5","Durham Armory","37-063-0015","AQS",".","6","18"
"12/25/2019","52","PM2.5","Durham Armory","37-063-0015","AQS",".","13","52"
"12/26/2019","55","PM2.5","Durham Armory","37-063-0015","AQS",".","16","55"
"12/27/2019","55","PM2.5","Durham Armory","37-063-0015","AQS",".","16","55"
"12/28/2019","52","PM2.5","Durham Armory","37-063-0015","AQS",".","16","52"
"12/29/2019","46","PM2.5","Durham Armory","37-063-0015","AQS",".","11","46"
"12/30/2019","12","PM2.5","Durham Armory","37-063-0015","AQS",".","5","12"
"12/31/2019","19","PM2.5","Durham Armory","37-063-0015","AQS",".","6","19"
