"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"01/31/2017","57","PM2.5","Durham Armory","37-063-0015","AQS",".","17","57"
"02/01/2017","62","PM2.5","Durham Armory","37-063-0015","AQS",".","22","62"
"02/02/2017","54","PM2.5","Durham Armory","37-063-0015","AQS",".","15","54"
"02/03/2017","43","PM2.5","Durham Armory","37-063-0015","AQS",".","9","43"
"02/04/2017","54","PM2.5","Durham Armory","37-063-0015","AQS",".","11","54"
"02/05/2017","63","PM2.5","Durham Armory","37-063-0015","AQS",".","18","63"
"02/06/2017","60","PM2.5","Durham Armory","37-063-0015","AQS",".","18","60"
"02/07/2017","75","PM2.5","Durham Armory","37-063-0015","AQS",".","26","75"
"02/08/2017","53","PM2.5","Durham Armory","37-063-0015","AQS",".","10","53"
"02/09/2017","34","PM2.5","Durham Armory","37-063-0015","AQS",".","6","34"
"02/10/2017","53","PM2.5","Durham Armory","37-063-0015","AQS",".","9","53"
"02/11/2017","60","PM2.5","Durham Armory","37-063-0015","AQS",".","16","60"
"02/12/2017","57","PM2.5","Durham Armory","37-063-0015","AQS",".","16","57"
"02/13/2017","31","PM2.5","Durham Armory","37-063-0015","AQS",".","7","31"
"02/14/2017","69","PM2.5","Durham Armory","37-063-0015","AQS",".","33","69"
"02/15/2017","61","PM2.5","Durham Armory","37-063-0015","AQS",".","18","61"
"02/16/2017","39","PM2.5","Durham Armory","37-063-0015","AQS",".","7","39"
"02/17/2017","60","PM2.5","Durham Armory","37-063-0015","AQS",".","15","60"
"02/18/2017","60","PM2.5","Durham Armory","37-063-0015","AQS",".","17","60"
"02/19/2017","54","PM2.5","Durham Armory","37-063-0015","AQS",".","11","54"
"02/20/2017","60","PM2.5","Durham Armory","37-063-0015","AQS",".","19","60"
"02/21/2017","73","PM2.5","Durham Armory","37-063-0015","AQS",".","27","73"
"02/22/2017","61","PM2.5","Durham Armory","37-063-0015","AQS",".","23","61"
"02/23/2017","56","PM2.5","Durham Armory","37-063-0015","AQS",".","18","56"
"02/24/2017","47","PM2.5","Durham Armory","37-063-0015","AQS",".","16","47"
"02/25/2017","42","PM2.5","Durham Armory","37-063-0015","AQS",".","11","42"
"02/26/2017","51","PM2.5","Durham Armory","37-063-0015","AQS",".","9","51"
"02/27/2017","57","PM2.5","Durham Armory","37-063-0015","AQS",".","19","57"
"02/28/2017","57","PM2.5","Durham Armory","37-063-0015","AQS",".","18","57"
"03/01/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","32","15","56"
"03/02/2017","41","Ozone","Bushy Fork","37-145-0003","AQS","41","6","35"
"03/03/2017","42","PM2.5","Durham Armory","37-063-0015","AQS","40","6","42"
"03/04/2017","55","PM2.5","Durham Armory","37-063-0015","AQS","41","11","55"
"03/05/2017","53","PM2.5","Durham Armory","37-063-0015","AQS","43","12","53"
"03/06/2017","62","PM2.5","Durham Armory","37-063-0015","AQS","47","20","62"
"03/07/2017","55","PM2.5","Durham Armory","37-063-0015","AQS","46","16","55"
"03/08/2017","46","Ozone","Bushy Fork","37-145-0003","AQS","46","9","31"
"03/09/2017","50","Ozone","Bushy Fork","37-145-0003","AQS","50","12","39"
"03/10/2017","55","PM2.5","Durham Armory","37-063-0015","AQS","44","14","55"
"03/11/2017","42","Ozone","Bushy Fork","37-145-0003","AQS","42","9","41"
"03/12/2017","50","PM2.5","Durham Armory","37-063-0015","AQS","42","8","50"
"03/13/2017","55","PM2.5","Durham Armory","37-063-0015","AQS","39","12","55"
"03/14/2017","38","PM2.5","Durham Armory","37-063-0015","AQS","38","6","38"
"03/15/2017","42","Ozone","Durham Armory","37-063-0015","AQS","42","7","38"
"03/16/2017","49","PM2.5","Durham Armory","37-063-0015","AQS","45","9","49"
"03/17/2017","57","PM2.5","Durham Armory","37-063-0015","AQS","47","14","57"
"03/18/2017","72","PM2.5","Durham Armory","37-063-0015","AQS","44","18","72"
"03/19/2017","47","PM2.5","Durham Armory","37-063-0015","AQS","37","6","47"
"03/20/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","42","8","52"
"03/21/2017","65","PM2.5","Durham Armory","37-063-0015","AQS","49","19","65"
"03/22/2017","47","Ozone","Bushy Fork","37-145-0003","AQS","47","7","41"
"03/23/2017","48","PM2.5","Durham Armory","37-063-0015","AQS","47","12","48"
"03/24/2017","48","Ozone","Bushy Fork","37-145-0003","AQS","48",".","."
"03/25/2017","44","Ozone","Bushy Fork","37-145-0003","AQS","44",".","."
"03/26/2017","42","Ozone","Bushy Fork","37-145-0003","AQS","42",".","31"
"03/27/2017","39","Ozone","Bushy Fork","37-145-0003","AQS","39",".","."
"03/28/2017","48","Ozone","Bushy Fork","37-145-0003","AQS","48",".","."
"03/29/2017","42","Ozone","Durham Armory","37-063-0015","AQS","42",".","38"
"03/30/2017","44","PM2.5","Durham Armory","37-063-0015","AQS","44","13","44"
"03/31/2017","40","Ozone","Durham Armory","37-063-0015","AQS","40","8","23"
"04/01/2017","39","Ozone","Bushy Fork","37-145-0003","AQS","39","9","22"
"04/02/2017","40","Ozone","Durham Armory","37-063-0015","AQS","40","6","31"
"04/03/2017","42","Ozone","Bushy Fork","37-145-0003","AQS","42","9","32"
"04/04/2017","50","Ozone","Bushy Fork","37-145-0003","AQS","50","10","31"
"04/05/2017","49","PM2.5","Durham Armory","37-063-0015","AQS","45","13","49"
"04/06/2017","35","Ozone","Bushy Fork","37-145-0003","AQS","35","7","25"
"04/07/2017","40","Ozone","Bushy Fork","37-145-0003","AQS","40","5","19"
"04/08/2017","49","Ozone","Durham Armory","37-063-0015","AQS","49","7","37"
"04/09/2017","67","Ozone","Durham Armory","37-063-0015","AQS","67","12","52"
"04/10/2017","61","Ozone","Bushy Fork","37-145-0003","AQS","61","12","49"
"04/11/2017","58","Ozone","Bushy Fork","37-145-0003","AQS","58","12","48"
"04/12/2017","51","Ozone","Bushy Fork","37-145-0003","AQS","51","13","42"
"04/13/2017","71","Ozone","Durham Armory","37-063-0015","AQS","71","19","51"
"04/14/2017","50","Ozone","Durham Armory","37-063-0015","AQS","50","15","."
"04/15/2017","49","Ozone","Bushy Fork","37-145-0003","AQS","49","18","."
"04/16/2017","59","PM2.5","Durham Armory","37-063-0015","AQS","48","21","59"
"04/17/2017","45","Ozone","Bushy Fork","37-145-0003","AQS","45","17","."
"04/18/2017","44","Ozone","Durham Armory","37-063-0015","AQS","44","11","33"
"04/19/2017","42","PM2.5","Durham Armory","37-063-0015","AQS","31","11","42"
"04/20/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","44","15","56"
"04/21/2017","55","PM2.5","Durham Armory","37-063-0015","AQS","45","16","55"
"04/22/2017","50","PM2.5","Durham Armory","37-063-0015","AQS","39","14","50"
"04/23/2017","26","Ozone","Durham Armory","37-063-0015","AQS","26","5","24"
"04/24/2017","26","Ozone","Durham Armory","37-063-0015","AQS","26","0","13"
"04/25/2017","27","Ozone","Durham Armory","37-063-0015","AQS","27","1","13"
"04/26/2017","38","Ozone","Bushy Fork","37-145-0003","AQS","38","7","32"
"04/27/2017","58","PM2.5","Durham Armory","37-063-0015","AQS","51","18","58"
"04/28/2017","63","PM2.5","Durham Armory","37-063-0015","AQS","39","20","63"
"04/29/2017","65","PM2.5","Durham Armory","37-063-0015","AQS","34","21","65"
"04/30/2017","34","PM2.5","Durham Armory","37-063-0015","AQS","24","10","34"
"05/01/2017","32","PM2.5","Durham Armory","37-063-0015","AQS","28","11","32"
"05/02/2017","49","Ozone","Bushy Fork","37-145-0003","AQS","49","7","29"
"05/03/2017","47","Ozone","Durham Armory","37-063-0015","AQS","47","7","."
"05/04/2017","46","Ozone","Durham Armory","37-063-0015","AQS","46","11","33"
"05/05/2017","41","Ozone","Bushy Fork","37-145-0003","AQS","41","6","."
"05/06/2017","38","Ozone","Durham Armory","37-063-0015","AQS","38","5","."
"05/07/2017","43","Ozone","Durham Armory","37-063-0015","AQS","43","5","23"
"05/08/2017","64","Ozone","Durham Armory","37-063-0015","AQS","64","8","."
"05/09/2017","41","PM2.5","Durham Armory","37-063-0015","AQS","31","8","41"
"05/10/2017","61","Ozone","Durham Armory","37-063-0015","AQS","61","16","59"
"05/11/2017","43","Ozone","Bushy Fork","37-145-0003","AQS","43","18","."
"05/12/2017","34","Ozone","Bushy Fork","37-145-0003","AQS","34","3","."
"05/13/2017","28","Ozone","Bushy Fork","37-145-0003","AQS","28","2","17"
"05/14/2017","51","Ozone","Durham Armory","37-063-0015","AQS","51","11","42"
"05/15/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","54","13","56"
"05/16/2017","100","Ozone","Durham Armory","37-063-0015","AQS","100","14","53"
"05/17/2017","74","Ozone","Bushy Fork","37-145-0003","AQS","74","18","58"
"05/18/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","43","16","54"
"05/19/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","46","14","54"
"05/20/2017","46","Ozone","Durham Armory","37-063-0015","AQS","46","11","40"
"05/21/2017","51","PM2.5","Durham Armory","37-063-0015","AQS","24","13","51"
"05/22/2017","37","PM2.5","Durham Armory","37-063-0015","AQS","23","6","37"
"05/23/2017","26","Ozone","Bushy Fork","37-145-0003","AQS","26","3","0"
"05/24/2017","32","Ozone","Bushy Fork","37-145-0003","AQS","32","6","6"
"05/25/2017","38","Ozone","Bushy Fork","37-145-0003","AQS","38","6","22"
"05/26/2017","51","Ozone","Durham Armory","37-063-0015","AQS","51","9","46"
"05/27/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","51","12","54"
"05/28/2017","47","Ozone","Bushy Fork","37-145-0003","AQS","47","6","30"
"05/29/2017","49","Ozone","Durham Armory","37-063-0015","AQS","49","6","26"
"05/30/2017","39","Ozone","Durham Armory","37-063-0015","AQS","39","7","29"
"05/31/2017","51","Ozone","Durham Armory","37-063-0015","AQS","51","10","43"
"06/01/2017","49","Ozone","Durham Armory","37-063-0015","AQS","49","9","41"
"06/02/2017","71","Ozone","Bushy Fork","37-145-0003","AQS","71","12","44"
"06/03/2017","58","Ozone","Durham Armory","37-063-0015","AQS","58","15","54"
"06/04/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","47","13","54"
"06/05/2017","31","Ozone","Bushy Fork","37-145-0003","AQS","31","6","24"
"06/06/2017","49","Ozone","Durham Armory","37-063-0015","AQS","49","10","38"
"06/07/2017","39","Ozone","Durham Armory","37-063-0015","AQS","39","8","32"
"06/08/2017","37","Ozone","Bushy Fork","37-145-0003","AQS","37","6","19"
"06/09/2017","54","Ozone","Durham Armory","37-063-0015","AQS","54","8","37"
"06/10/2017","71","Ozone","Bushy Fork","37-145-0003","AQS","71","13","54"
"06/11/2017","51","PM2.5","Durham Armory","37-063-0015","AQS","47","12","51"
"06/12/2017","53","PM2.5","Durham Armory","37-063-0015","AQS","43","12","53"
"06/13/2017","57","PM2.5","Durham Armory","37-063-0015","AQS","42","15","57"
"06/14/2017","49","PM2.5","Durham Armory","37-063-0015","AQS","44","11","49"
"06/15/2017","67","Ozone","Durham Armory","37-063-0015","AQS","67","12","54"
"06/16/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","54","12","56"
"06/17/2017","43","PM2.5","Durham Armory","37-063-0015","AQS","32","9","43"
"06/18/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","29","11","52"
"06/19/2017","46","PM2.5","Durham Armory","37-063-0015","AQS","31","11","46"
"06/20/2017","40","PM2.5","Durham Armory","37-063-0015","AQS","39","8","40"
"06/21/2017","36","Ozone","Bushy Fork","37-145-0003","AQS","36","6","25"
"06/22/2017","38","PM2.5","Durham Armory","37-063-0015","AQS","32","9","38"
"06/23/2017","58","PM2.5","Durham Armory","37-063-0015","AQS","22","24","58"
"06/24/2017","42","PM2.5","Durham Armory","37-063-0015","AQS","34","10","42"
"06/25/2017","38","PM2.5","Durham Armory","37-063-0015","AQS","35","10","38"
"06/26/2017","46","Ozone","Durham Armory","37-063-0015","AQS","46","12","39"
"06/27/2017","43","PM2.5","Durham Armory","37-063-0015","AQS","43","11","43"
"06/28/2017","42","Ozone","Durham Armory","37-063-0015","AQS","42","9","40"
"06/29/2017","55","PM2.5","Durham Armory","37-063-0015","AQS","50","15","55"
"06/30/2017","50","PM2.5","Durham Armory","37-063-0015","AQS","31","10","50"
"07/01/2017","34","PM2.5","Durham Armory","37-063-0015","AQS","28","6","34"
"07/02/2017","43","PM2.5","Durham Armory","37-063-0015","AQS","38","9","43"
"07/03/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","41","11","52"
"07/04/2017","53","PM2.5","Durham Armory","37-063-0015","AQS","39","12","53"
"07/05/2017","42","PM2.5","Durham Armory","37-063-0015","AQS","38","10","42"
"07/06/2017","37","Ozone","Bushy Fork","37-145-0003","AQS","37","11","35"
"07/07/2017","44","Ozone","Durham Armory","37-063-0015","AQS","44","9","41"
"07/08/2017","46","PM2.5","Durham Armory","37-063-0015","AQS","43","10","46"
"07/09/2017","47","PM2.5","Durham Armory","37-063-0015","AQS","39","11","47"
"07/10/2017","51","Ozone","Durham Armory","37-063-0015","AQS","51","12","."
"07/11/2017","45","Ozone","Bushy Fork","37-145-0003","AQS","45","11","."
"07/12/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","46","12","54"
"07/13/2017","53","PM2.5","Durham Armory","37-063-0015","AQS","50","14","53"
"07/14/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","44","14","54"
"07/15/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","41","13","56"
"07/16/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","45","12","52"
"07/17/2017","49","PM2.5","Durham Armory","37-063-0015","AQS","43","10","49"
"07/18/2017","46","PM2.5","Durham Armory","37-063-0015","AQS","44","10","46"
"07/19/2017","58","Ozone","Durham Armory","37-063-0015","AQS","58","11","51"
"07/20/2017","62","PM2.5","Durham Armory","37-063-0015","AQS","61","16","62"
"07/21/2017","64","PM2.5","Durham Armory","37-063-0015","AQS","47","19","64"
"07/22/2017","65","PM2.5","Durham Armory","37-063-0015","AQS","49","18","65"
"07/23/2017","61","Ozone","Bushy Fork","37-145-0003","AQS","61","14","59"
"07/24/2017","49","Ozone","Durham Armory","37-063-0015","AQS","49","10","48"
"07/25/2017","71","Ozone","Bushy Fork","37-145-0003","AQS","71","16","60"
"07/26/2017","61","Ozone","Durham Armory","37-063-0015","AQS","61","15","55"
"07/27/2017","58","PM2.5","Durham Armory","37-063-0015","AQS","44","18","58"
"07/28/2017","59","PM2.5","Durham Armory","37-063-0015","AQS","37","17","59"
"07/29/2017","48","PM2.5","Durham Armory","37-063-0015","AQS","37","11","48"
"07/30/2017","36","PM2.5","Durham Armory","37-063-0015","AQS","34","11","36"
"07/31/2017","46","Ozone","Bushy Fork","37-145-0003","AQS","46","11","44"
"08/01/2017","58","Ozone","Bushy Fork","37-145-0003","AQS","58","14","53"
"08/02/2017","60","PM2.5","Durham Armory","37-063-0015","AQS","49","18","60"
"08/03/2017","80","Ozone","Durham Armory","37-063-0015","AQS","80","21","63"
"08/04/2017","55","PM2.5","Durham Armory","37-063-0015","AQS","47","17","55"
"08/05/2017","40","Ozone","Bushy Fork","37-145-0003","AQS","40","8","30"
"08/06/2017","51","PM2.5","Durham Armory","37-063-0015","AQS","40","11","51"
"08/07/2017","57","PM2.5","Durham Armory","37-063-0015","AQS","21","15","57"
"08/08/2017","36","PM2.5","Durham Armory","37-063-0015","AQS","28","9","36"
"08/09/2017","50","PM2.5","Durham Armory","37-063-0015","AQS","44","12","50"
"08/10/2017","51","PM2.5","Durham Armory","37-063-0015","AQS","47","11","51"
"08/11/2017","47","PM2.5","Durham Armory","37-063-0015","AQS","45","10","47"
"08/12/2017","35","PM2.5","Durham Armory","37-063-0015","AQS","28","8","35"
"08/13/2017","49","PM2.5","Durham Armory","37-063-0015","AQS","35","9","49"
"08/14/2017","58","PM2.5","Durham Armory","37-063-0015","AQS","27","16","58"
"08/15/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","30","12","52"
"08/16/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","43","15","54"
"08/17/2017","57","PM2.5","Durham Armory","37-063-0015","AQS","44","17","57"
"08/18/2017","53","PM2.5","Durham Armory","37-063-0015","AQS","40","13","53"
"08/19/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","44","12","52"
"08/20/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","50","15","56"
"08/21/2017","63","PM2.5","Durham Armory","37-063-0015","AQS","58","20","63"
"08/22/2017","57","PM2.5","Durham Armory","37-063-0015","AQS","44","16","57"
"08/23/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","39","15","54"
"08/24/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","43","15","52"
"08/25/2017","57","PM2.5","Durham Armory","37-063-0015","AQS","48","16","57"
"08/26/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","44","14","54"
"08/27/2017","51","PM2.5","Durham Armory","37-063-0015","AQS","44","12","51"
"08/28/2017","49","PM2.5","Durham Armory","37-063-0015","AQS","41","15","49"
"08/29/2017","24","Ozone","Durham Armory","37-063-0015","AQS","24","5","21"
"08/30/2017","37","Ozone","Bushy Fork","37-145-0003","AQS","37","8","34"
"08/31/2017","44","PM2.5","Durham Armory","37-063-0015","AQS","36","9","44"
"09/01/2017","40","PM2.5","Durham Armory","37-063-0015","AQS","19","9","40"
"09/02/2017","37","PM2.5","Durham Armory","37-063-0015","AQS","21","7","37"
"09/03/2017","35","Ozone","Durham Armory","37-063-0015","AQS","35","8","32"
"09/04/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","44","17","56"
"09/05/2017","59","PM2.5","Durham Armory","37-063-0015","AQS","43","17","59"
"09/06/2017","49","PM2.5","Durham Armory","37-063-0015","AQS","28","11","49"
"09/07/2017","40","PM2.5","Durham Armory","37-063-0015","AQS","36","10","40"
"09/08/2017","42","PM2.5","Durham Armory","37-063-0015","AQS","36","10","42"
"09/09/2017","39","PM2.5","Durham Armory","37-063-0015","AQS","37","10","39"
"09/10/2017","29","PM2.5","Durham Armory","37-063-0015","AQS","24","6","29"
"09/11/2017","28","PM2.5","Durham Armory","37-063-0015","AQS","26","9","28"
"09/12/2017","31","PM2.5","Durham Armory","37-063-0015","AQS","23","8","31"
"09/13/2017","39","PM2.5","Durham Armory","37-063-0015","AQS","33","9","39"
"09/14/2017","57","PM2.5","Durham Armory","37-063-0015","AQS","43","15","57"
"09/15/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","35","13","54"
"09/16/2017","48","PM2.5","Durham Armory","37-063-0015","AQS","35","12","48"
"09/17/2017","48","PM2.5","Durham Armory","37-063-0015","AQS","38","10","48"
"09/18/2017","45","PM2.5","Durham Armory","37-063-0015","AQS","41","10","45"
"09/19/2017","48","PM2.5","Durham Armory","37-063-0015","AQS","34","13","48"
"09/20/2017","42","Ozone","Durham Armory","37-063-0015","AQS","42","14","31"
"09/21/2017","37","Ozone","Bushy Fork","37-145-0003","AQS","37","14","31"
"09/22/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","45","18","56"
"09/23/2017","47","Ozone","Bushy Fork","37-145-0003","AQS","47","17","37"
"09/24/2017","44","Ozone","Durham Armory","37-063-0015","AQS","44","11","30"
"09/25/2017","41","Ozone","Bushy Fork","37-145-0003","AQS","41","11","36"
"09/26/2017","23","Ozone","Bushy Fork","37-145-0003","AQS","23","7","0"
"09/27/2017","35","Ozone","Bushy Fork","37-145-0003","AQS","35","12","6"
"09/28/2017","74","Ozone","Durham Armory","37-063-0015","AQS","74","17","56"
"09/29/2017","36","Ozone","Bushy Fork","37-145-0003","AQS","36","13","26"
"09/30/2017","37","Ozone","Durham Armory","37-063-0015","AQS","37","13","24"
"10/01/2017","34","Ozone","Durham Armory","37-063-0015","AQS","34","7","23"
"10/02/2017","39","Ozone","Durham Armory","37-063-0015","AQS","39","11","29"
"10/03/2017","44","Ozone","Durham Armory","37-063-0015","AQS","44","10","35"
"10/04/2017","43","Ozone","Durham Armory","37-063-0015","AQS","43","12","32"
"10/05/2017","44","Ozone","Durham Armory","37-063-0015","AQS","44","14","30"
"10/06/2017","44","Ozone","Durham Armory","37-063-0015","AQS","44","16","23"
"10/07/2017","31","PM2.5","Durham Armory","37-063-0015","AQS","28","11","31"
"10/08/2017","18","Ozone","Bushy Fork","37-145-0003","AQS","18","8","0"
"10/09/2017","23","Ozone","Bushy Fork","37-145-0003","AQS","23","9","0"
"10/10/2017","49","PM2.5","Durham Armory","37-063-0015","AQS","29","13","49"
"10/11/2017","35","Ozone","Bushy Fork","37-145-0003","AQS","35","13","8"
"10/12/2017","27","Ozone","Bushy Fork","37-145-0003","AQS","27","11","4"
"10/13/2017","26","PM2.5","Durham Armory","37-063-0015","AQS","21","7","26"
"10/14/2017","44","PM2.5","Durham Armory","37-063-0015","AQS","30","7","44"
"10/15/2017","54","PM2.5","Durham Armory","37-063-0015","AQS","32","12","54"
"10/16/2017","36","PM2.5","Durham Armory","37-063-0015","AQS","28","6","36"
"10/17/2017","31","PM2.5","Durham Armory","37-063-0015","AQS","31","5","31"
"10/18/2017","39","PM2.5","Durham Armory","37-063-0015","AQS","37","9","39"
"10/19/2017","44","Ozone","Bushy Fork","37-145-0003","AQS","44","10","42"
"10/20/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","48","13","52"
"10/21/2017","61","PM2.5","Durham Armory","37-063-0015","AQS","54","17","61"
"10/22/2017","60","PM2.5","Durham Armory","37-063-0015","AQS","49","15","60"
"10/23/2017","43","PM2.5","Durham Armory","37-063-0015","AQS","33","11","43"
"10/24/2017","43","PM2.5","Durham Armory","37-063-0015","AQS","30","9","43"
"10/25/2017","36","Ozone","Bushy Fork","37-145-0003","AQS","36","8","32"
"10/26/2017","36","PM2.5","Durham Armory","37-063-0015","AQS","33","11","36"
"10/27/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","45","14","56"
"10/28/2017","52","PM2.5","Durham Armory","37-063-0015","AQS","40","11","52"
"10/29/2017","33","PM2.5","Durham Armory","37-063-0015","AQS","27","7","33"
"10/30/2017","34","PM2.5","Durham Armory","37-063-0015","AQS","31","6","34"
"10/31/2017","56","PM2.5","Durham Armory","37-063-0015","AQS","40","13","56"
"11/01/2017","63","PM2.5","Durham Armory","37-063-0015","AQS",".","18","63"
"11/02/2017","58","PM2.5","Durham Armory","37-063-0015","AQS",".","13","58"
"11/03/2017","58","PM2.5","Durham Armory","37-063-0015","AQS",".","16","58"
"11/04/2017","55","PM2.5","Durham Armory","37-063-0015","AQS",".","16","55"
"11/05/2017","55","PM2.5","Durham Armory","37-063-0015","AQS",".","16","55"
"11/06/2017","57","PM2.5","Durham Armory","37-063-0015","AQS",".","13","57"
"11/07/2017","45","PM2.5","Durham Armory","37-063-0015","AQS",".","11","45"
"11/08/2017","13","PM2.5","Durham Armory","37-063-0015","AQS",".","3","13"
"11/09/2017","11","PM2.5","Durham Armory","37-063-0015","AQS",".","2","11"
"11/10/2017","39","PM2.5","Durham Armory","37-063-0015","AQS",".","9","39"
"11/11/2017","43","PM2.5","Durham Armory","37-063-0015","AQS",".","7","43"
"11/12/2017","63","PM2.5","Durham Armory","37-063-0015","AQS",".","14","63"
"11/13/2017","51","PM2.5","Durham Armory","37-063-0015","AQS",".","7","51"
"11/14/2017","57","PM2.5","Durham Armory","37-063-0015","AQS",".","11","57"
"11/15/2017","53","PM2.5","Durham Armory","37-063-0015","AQS",".","10","53"
"11/16/2017","52","PM2.5","Durham Armory","37-063-0015","AQS",".","11","52"
"11/17/2017","48","PM2.5","Durham Armory","37-063-0015","AQS",".","10","48"
"11/18/2017","55","PM2.5","Durham Armory","37-063-0015","AQS",".","14","55"
"11/19/2017","27","PM2.5","Durham Armory","37-063-0015","AQS",".","6","27"
"11/20/2017","45","PM2.5","Durham Armory","37-063-0015","AQS",".","10","45"
"11/21/2017","55","PM2.5","Durham Armory","37-063-0015","AQS",".","16","55"
"11/22/2017","52","PM2.5","Durham Armory","37-063-0015","AQS",".","11","52"
"11/23/2017","51","PM2.5","Durham Armory","37-063-0015","AQS",".","10","51"
"11/24/2017","63","PM2.5","Durham Armory","37-063-0015","AQS",".","16","63"
"11/25/2017","61","PM2.5","Durham Armory","37-063-0015","AQS",".","18","61"
"11/26/2017","52","PM2.5","Durham Armory","37-063-0015","AQS",".","11","52"
"11/27/2017","49","PM2.5","Durham Armory","37-063-0015","AQS",".","12","49"
"11/28/2017","55","PM2.5","Durham Armory","37-063-0015","AQS",".","17","55"
"11/29/2017","63","PM2.5","Durham Armory","37-063-0015","AQS",".","20","63"
"11/30/2017","66","PM2.5","Durham Armory","37-063-0015","AQS",".","23","66"
"12/01/2017","63","PM2.5","Durham Armory","37-063-0015","AQS",".","24","63"
"12/02/2017","63","PM2.5","Durham Armory","37-063-0015","AQS",".","18","63"
"12/03/2017","67","PM2.5","Durham Armory","37-063-0015","AQS",".","19","67"
"12/04/2017","63","PM2.5","Durham Armory","37-063-0015","AQS",".","17","63"
"12/05/2017","60","PM2.5","Durham Armory","37-063-0015","AQS",".","17","60"
