"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","Ozone","PM10","PM25"
"11/18/2021","55","PM2.5","Durham Armory","37-063-0015","AQS",".","19","55"
"11/19/2021","22","PM2.5","Durham Armory","37-063-0015","AQS",".","11","22"
"11/20/2021","44","PM2.5","Durham Armory","37-063-0015","AQS",".","12","44"
"11/21/2021","55","PM2.5","Durham Armory","37-063-0015","AQS",".","18","55"
"11/22/2021","55","PM2.5","Durham Armory","37-063-0015","AQS",".","15","55"
"11/23/2021","22","PM2.5","Durham Armory","37-063-0015","AQS",".","9","22"
"11/24/2021","42","PM2.5","Durham Armory","37-063-0015","AQS",".","12","42"
"11/25/2021","59","PM2.5","Durham Armory","37-063-0015","AQS",".","17","59"
"11/26/2021","46","PM2.5","Durham Armory","37-063-0015","AQS",".","11","46"
"11/27/2021","31","PM2.5","Durham Armory","37-063-0015","AQS",".","8","31"
"11/28/2021","52","PM2.5","Durham Armory","37-063-0015","AQS",".","15","52"
"11/29/2021","48","PM2.5","Durham Armory","37-063-0015","AQS",".","13","48"
"11/30/2021","51","PM2.5","Durham Armory","37-063-0015","AQS",".","15","51"
"12/01/2021","52","PM2.5","Durham Armory","37-063-0015","AQS",".","19","52"
"12/02/2021","63","PM2.5","Durham Armory","37-063-0015","AQS",".","22","63"
"12/03/2021","53","PM2.5","Durham Armory","37-063-0015","AQS",".","19","53"
"12/04/2021","59","PM2.5","Durham Armory","37-063-0015","AQS",".","22","59"
"12/05/2021","52","PM2.5","Durham Armory","37-063-0015","AQS",".","16","52"
"12/06/2021","57","PM2.5","Durham Armory","37-063-0015","AQS",".","19","57"
"12/07/2021","23","PM2.5","Durham Armory","37-063-0015","AQS",".","9","23"
"12/08/2021","37","PM2.5","Durham Armory","37-063-0015","AQS",".","12","37"
"12/09/2021","69","PM2.5","Durham Armory","37-063-0015","AQS",".","24","69"
"12/10/2021","62","PM2.5","Durham Armory","37-063-0015","AQS",".","22","62"
"12/11/2021","55","PM2.5","Durham Armory","37-063-0015","AQS",".",".","55"
"12/12/2021","29","PM2.5","Durham Armory","37-063-0015","AQS",".",".","29"
"12/13/2021","50","PM2.5","Durham Armory","37-063-0015","AQS",".",".","50"
"12/14/2021","54","PM2.5","Durham Armory","37-063-0015","AQS",".",".","54"
"12/15/2021","53","PM2.5","Durham Armory","37-063-0015","AQS",".",".","53"
"12/16/2021","52","PM2.5","Durham Armory","37-063-0015","AQS",".","16","52"
"12/17/2021","36","PM2.5","Durham Armory","37-063-0015","AQS",".","9","36"
"12/18/2021","44","PM2.5","Durham Armory","37-063-0015","AQS",".","12","44"
"12/19/2021","21","PM2.5","Durham Armory","37-063-0015","AQS",".","6","21"
"12/20/2021","32","PM2.5","Durham Armory","37-063-0015","AQS",".","9","32"
"12/21/2021","47","PM2.5","Durham Armory","37-063-0015","AQS",".","12","47"
"12/22/2021","29","PM2.5","Durham Armory","37-063-0015","AQS",".","10","29"
"12/23/2021","29","PM2.5","Durham Armory","37-063-0015","AQS",".","12","29"
"12/24/2021","46","PM2.5","Durham Armory","37-063-0015","AQS",".","13","46"
"12/25/2021","33","PM2.5","Durham Armory","37-063-0015","AQS",".","12","33"
"12/26/2021","36","PM2.5","Durham Armory","37-063-0015","AQS",".","13","36"
"12/27/2021","48","PM2.5","Durham Armory","37-063-0015","AQS",".","15","48"
"12/28/2021","56","PM2.5","Durham Armory","37-063-0015","AQS",".","17","56"
"12/29/2021","30","PM2.5","Durham Armory","37-063-0015","AQS",".","12","30"
"12/30/2021","32","PM2.5","Durham Armory","37-063-0015","AQS",".","11","32"
"12/31/2021","34","PM2.5","Durham Armory","37-063-0015","AQS",".","12","34"
